Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	170928_MW_1 Spectral Count	170928_MW_2 Spectral Count	170928_MW_3 Spectral Count	170928_MW_4 Spectral Count	170928_MW_5 Spectral Count	170928_MW_6 Spectral Count	170928_MW_1 Unique Spectral Count	170928_MW_2 Unique Spectral Count	170928_MW_3 Unique Spectral Count	170928_MW_4 Unique Spectral Count	170928_MW_5 Unique Spectral Count	170928_MW_6 Unique Spectral Count	170928_MW_1 Total Spectral Count	170928_MW_2 Total Spectral Count	170928_MW_3 Total Spectral Count	170928_MW_4 Total Spectral Count	170928_MW_5 Total Spectral Count	170928_MW_6 Total Spectral Count	170928_MW_1 Intensity	170928_MW_2 Intensity	170928_MW_3 Intensity	170928_MW_4 Intensity	170928_MW_5 Intensity	170928_MW_6 Intensity	170928_MW_1 MaxLFQ Intensity	170928_MW_2 MaxLFQ Intensity	170928_MW_3 MaxLFQ Intensity	170928_MW_4 MaxLFQ Intensity	170928_MW_5 MaxLFQ Intensity	170928_MW_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7ZTY4|RBBP7_DANRE	Q7ZTY4	RBBP7_DANRE	rbbp7	426	Danio rerio	2:Experimental evidence at transcript level	Histone-binding protein RBBP7	1.0	0.999	7	24	10	24	3	5	4	3	4	5	2	1	2	1	2	2	3	5	4	3	4	5	1.30844008E8	3.59504768E8	3.28994656E8	4.3508864E8	2.92164512E8	2.73637664E8	9.1305992E7	1.67122608E8	1.45869872E8	1.83284432E8	1.23742632E8	1.55267808E8	
sp|Q7ZU29|NUP93_DANRE	Q7ZU29	NUP93_DANRE	dye	820	Danio rerio	2:Experimental evidence at transcript level	Nuclear pore complex protein Nup93	1.0	0.999	6	28	28	28	4	5	5	5	5	4	4	5	5	5	5	4	4	5	5	5	5	4	9.399028E7	1.46523616E8	1.29163856E8	1.4991992E8	1.91507952E8	1.4447824E8	4.5113048E7	4.8702048E7	5.369784E7	5.410352E7	4.7801536E7	5.8142844E7	
sp|Q7ZU42|OLA1_DANRE	Q7ZU42	OLA1_DANRE	ola1	396	Danio rerio	2:Experimental evidence at transcript level	Obg-like ATPase 1	1.0	0.999	6	27	27	27	3	4	5	5	5	5	3	4	5	5	5	5	3	4	5	5	5	5	2.06919264E8	8.7760112E7	1.07589328E8	1.88945584E8	2.28055744E8	2.94382624E8	1.49685296E8	4.5648088E7	5.3149708E7	9.6028536E7	1.06440632E8	8.7816112E7	
sp|Q7ZU90|CHD1L_DANRE	Q7ZU90	CHD1L_DANRE	chd1l	1026	Danio rerio	2:Experimental evidence at transcript level	Chromodomain-helicase-DNA-binding protein 1-like	0.8916	0.9886	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZU99|TERA_DANRE	Q7ZU99	TERA_DANRE	vcp	806	Danio rerio	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.999	51	466	466	466	72	75	80	72	77	90	72	75	80	72	77	90	72	75	80	72	77	90	6.4712417E9	6.8286177E9	6.9671967E9	5.7027041E9	7.2874839E9	9.0187233E9	5.6708998E8	6.1325478E8	6.5185683E8	5.7490502E8	5.8172672E8	7.5421517E8	
sp|Q7ZUC7|PGES2_DANRE	Q7ZUC7	PGES2_DANRE	ptges2	377	Danio rerio	2:Experimental evidence at transcript level	Prostaglandin E synthase 2	1.0	0.999	2	5	5	5	1	2	0	0	2	0	1	2	0	0	2	0	1	2	0	0	2	0	0.0	1.1008837E7	0.0	0.0	3.0931152E7	0.0	0.0	1.1008837E7	0.0	0.0	1.8874596E7	0.0	
sp|Q7ZUG0|RUXE_DANRE	Q7ZUG0	RUXE_DANRE	snrpe	92	Danio rerio	3:Protein inferred from homology	Small nuclear ribonucleoprotein E	0.7482	0.991	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZUP0|AN32A_DANRE	Q7ZUP0	AN32A_DANRE	anp32a	254	Danio rerio	2:Experimental evidence at transcript level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.0	0.999	8	47	47	47	6	8	7	9	7	10	6	8	7	9	7	10	6	8	7	9	7	10	5.5338093E8	7.9923648E8	9.9014106E8	9.0896563E8	8.8532922E8	7.5405325E8	2.29532784E8	3.00233504E8	4.05345632E8	3.07863296E8	3.40769824E8	2.83382592E8	
sp|Q7ZUW2|HYOU1_DANRE	Q7ZUW2	HYOU1_DANRE	hyou1	980	Danio rerio	2:Experimental evidence at transcript level	Hypoxia up-regulated protein 1	1.0	0.999	8	16	16	16	2	4	2	3	2	3	2	4	2	3	2	3	2	4	2	3	2	3	1.2891637E7	5.6948452E7	2.05907E7	2.6870274E7	0.0	4.6575832E7	1.2891637E7	2.5749508E7	2.05907E7	2.6870274E7	0.0	2.6506112E7	
sp|Q7ZUY3|H2AX_DANRE	Q7ZUY3	H2AX_DANRE	h2ax	142	Danio rerio	2:Experimental evidence at transcript level	Histone H2AX	1.0	0.999	4	29	23	29	4	5	4	5	6	5	3	4	3	4	5	4	4	5	4	5	6	5	3.38319552E8	3.15877472E8	4.49847008E8	3.21239872E8	4.3435568E8	2.9729104E8	1.51209872E8	1.5598744E8	2.28221808E8	1.87770544E8	2.025864E8	1.54589168E8	
sp|Q7ZV22|MTAP_DANRE	Q7ZV22	MTAP_DANRE	mtap	280	Danio rerio	2:Experimental evidence at transcript level	S-methyl-5'-thioadenosine phosphorylase	0.9644	0.999	1	3	3	3	0	2	0	0	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZV34|MCTS1_DANRE	Q7ZV34	MCTS1_DANRE	mcts1	181	Danio rerio	2:Experimental evidence at transcript level	Malignant T-cell-amplified sequence 1	0.9413	0.9761	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZV43|TOLIP_DANRE	Q7ZV43	TOLIP_DANRE	tollip	276	Danio rerio	2:Experimental evidence at transcript level	Toll-interacting protein	1.0	0.999	4	7	7	7	1	1	3	2	0	0	1	1	3	2	0	0	1	1	3	2	0	0	0.0	6003788.0	3.63787E7	2.6547014E7	0.0	0.0	0.0	0.0	2.5851948E7	2.6547014E7	0.0	0.0	
sp|Q7ZV50|MAGT1_DANRE	Q7ZV50	MAGT1_DANRE	magt1	328	Danio rerio	1:Experimental evidence at protein level	Magnesium transporter protein 1	0.9544	0.9788	1	5	5	5	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	6.3899804E7	5.5069944E7	8527433.0	2.9530552E7	2.1500532E7	2.7975518E7	6.3899804E7	5.5069944E7	8527433.0	2.9530552E7	2.1500532E7	2.7975518E7	
sp|Q7ZV55|EIF3I_DANRE	Q7ZV55	EIF3I_DANRE	eif3i	325	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit I	1.0	0.999	6	20	20	20	4	2	3	3	5	3	4	2	3	3	5	3	4	2	3	3	5	3	2.23108048E8	2.0180136E8	1.6658144E8	1.51750816E8	1.9795128E8	1.63574848E8	1.64403936E8	1.51374304E8	1.42426592E8	8.8195528E7	1.37154128E8	1.16988432E8	
sp|Q7ZV60|BCS1_DANRE	Q7ZV60	BCS1_DANRE	bcs1l	420	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial chaperone BCS1	0.9984	0.999	1	5	5	5	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1.0438363E7	4802974.0	0.0	0.0	0.0	6811466.5	1.0438363E7	4802974.0	0.0	0.0	0.0	6811466.5	
sp|Q7ZV68|VPS29_DANRE	Q7ZV68	VPS29_DANRE	vps29	182	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 29	0.9246	0.9978	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	1.8524816E7	0.0	0.0	2.5538676E7	0.0	0.0	1.8524816E7	0.0	0.0	2.5538676E7	0.0	
sp|Q7ZV82|RL27_DANRE	Q7ZV82	RL27_DANRE	rpl27	136	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27	1.0	0.9989	5	18	18	18	3	4	2	3	4	2	3	4	2	3	4	2	3	4	2	3	4	2	2.4263456E8	2.50599616E8	2.37431888E8	2.0092616E8	2.94311328E8	2.37756624E8	2.19398784E8	1.95643488E8	1.7484176E8	2.17614592E8	2.25252224E8	1.4916672E8	
sp|Q7ZV96|RL10_DANRE	Q7ZV96	RL10_DANRE	rpl10	215	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL16	1.0	0.999	6	42	42	42	10	7	8	6	8	3	10	7	8	6	8	3	10	7	8	6	8	3	5.9026899E8	4.49323392E8	4.7722432E8	4.81730432E8	5.29570752E8	2.87096064E8	2.2001968E8	1.74271392E8	2.21743584E8	1.72342528E8	2.14101312E8	1.48054912E8	
sp|Q7ZVA0|SMU1_DANRE	Q7ZVA0	SMU1_DANRE	smu1	513	Danio rerio	2:Experimental evidence at transcript level	WD40 repeat-containing protein SMU1	1.0	0.9872	3	6	6	6	2	0	1	1	1	1	2	0	1	1	1	1	2	0	1	1	1	1	0.0	0.0	3820185.8	6.3972104E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZVA6|IF4A3_DANRE	Q7ZVA6	IF4A3_DANRE	eif4a3	406	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic initiation factor 4A-III	1.0	0.999	9	43	43	43	6	9	5	8	9	6	6	9	5	8	9	6	6	9	5	8	9	6	5.9285466E8	6.807072E8	1.32348424E8	8.247593E8	7.7454266E8	6.2088979E8	2.62319904E8	2.43489232E8	2.55352368E8	3.01297568E8	2.95522688E8	2.61228608E8	
sp|Q7ZVB2|A9A1A_DANRE	Q7ZVB2	A9A1A_DANRE	aldh9a1a	508	Danio rerio	2:Experimental evidence at transcript level	4-trimethylaminobutyraldehyde dehydrogenase A	1.0	0.999	18	69	63	69	7	13	14	15	10	10	6	12	12	15	9	9	7	13	14	15	10	10	6.1773139E8	1.00576666E9	8.0914931E8	1.16879962E9	7.1240634E8	8.3553843E8	1.65546896E8	2.06712912E8	1.9650536E8	2.47768304E8	1.76090544E8	1.94972864E8	
sp|Q7ZVF3|SDHA_DANRE	Q7ZVF3	SDHA_DANRE	sdha	661	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.0	0.999	18	109	109	109	22	13	21	19	15	19	22	13	21	19	15	19	22	13	21	19	15	19	9.4496486E8	8.3006144E8	9.3538304E8	9.9086221E8	5.8096819E8	6.5535462E8	1.87043952E8	2.10259072E8	1.6902872E8	2.69514464E8	1.86542608E8	2.04405648E8	
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 2	1.0	0.999	35	4	4	846	0	3	0	1	0	0	0	3	0	1	0	0	116	171	151	113	141	154	0.0	0.0	0.0	1.1174086E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	35	847	5	847	116	170	152	112	142	155	0	2	1	0	1	1	116	170	152	112	142	155	4.1237348E10	5.4031176E10	5.1905823E10	4.971588E10	5.026449E10	5.6708121E10	8.3083418E9	9.5591772E9	1.04886661E10	9.2048476E9	9.6365619E9	1.04166349E10	
sp|Q7ZVX6|UBA3_DANRE	Q7ZVX6	UBA3_DANRE	uba3	462	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 catalytic subunit	0.9999	0.9987	3	9	9	9	1	1	1	2	1	3	1	1	1	2	1	3	1	1	1	2	1	3	5.6737176E7	6.4728064E7	6.420144E7	6.9155384E7	5.941594E7	1.05472672E8	5.6737176E7	6.4728064E7	6.420144E7	6.9155384E7	5.941594E7	9.091288E7	
sp|Q7ZVY5|CISY_DANRE	Q7ZVY5	CISY_DANRE	cs	468	Danio rerio	2:Experimental evidence at transcript level	Citrate synthase, mitochondrial	1.0	0.999	19	147	147	147	28	26	22	22	24	25	28	26	22	22	24	25	28	26	22	22	24	25	4.7539773E9	5.3297567E9	4.8307492E9	4.9002204E9	5.3417134E9	5.5599995E9	9.9157619E8	1.00977747E9	1.00032512E9	1.06800954E9	1.04854016E9	1.08436902E9	
sp|Q7ZVZ6|PREP_DANRE	Q7ZVZ6	PREP_DANRE	pitrm1	1023	Danio rerio	2:Experimental evidence at transcript level	Presequence protease, mitochondrial	1.0	0.999	9	20	20	20	2	4	1	2	6	5	2	4	1	2	6	5	2	4	1	2	6	5	2.3145616E7	9.0759584E7	1.6963192E7	2.0154688E8	1.10611944E8	2.3086496E8	6.9134088E7	3.7055352E7	1.2363192E8	4.2781864E7	4.5566052E7	5.5371668E7	
sp|Q7ZVZ7|AB17C_DANRE	Q7ZVZ7	AB17C_DANRE	abhd17c	294	Danio rerio	2:Experimental evidence at transcript level	Alpha/beta hydrolase domain-containing protein 17C	0.7284	0.99	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZW38|SPS1_DANRE	Q7ZW38	SPS1_DANRE	sephs1	392	Danio rerio	1:Experimental evidence at protein level	Selenide, water dikinase 1	1.0	0.999	3	13	13	13	1	1	3	3	3	2	1	1	3	3	3	2	1	1	3	3	3	2	2.329427E7	2.5624876E7	1.0104384E8	8.1591952E7	6.5239672E7	5.517084E7	4.2259732E7	3.4129352E7	5.9938428E7	3.8072804E7	3.7847368E7	1.5905894E7	
sp|Q7ZW41|RPB7_DANRE	Q7ZW41	RPB7_DANRE	polr2g	172	Danio rerio	2:Experimental evidence at transcript level	DNA-directed RNA polymerase II subunit RPB7	0.8024	0.9934	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZW47|STAU2_DANRE	Q7ZW47	STAU2_DANRE	stau2	606	Danio rerio	2:Experimental evidence at transcript level	Double-stranded RNA-binding protein Staufen homolog 2	1.0	0.9989	6	18	18	18	2	3	1	4	3	5	2	3	1	4	3	5	2	3	1	4	3	5	5.4813024E7	3.0065252E7	7581571.0	9.4126344E7	3.9965288E7	3.2169822E7	5.1409784E7	5814206.0	2.7936326E7	2.762971E7	4.5932156E7	1.2455778E7	
sp|Q7ZWA3|RBMX_DANRE	Q7ZWA3	RBMX_DANRE	rbmx	379	Danio rerio	2:Experimental evidence at transcript level	RNA-binding motif protein, X chromosome	1.0	0.9989	4	18	18	18	4	3	3	3	3	2	4	3	3	3	3	2	4	3	3	3	3	2	4.0818304E7	4.380532E7	3.5718836E7	3.0373688E7	3.941726E7	3.0461068E7	2.6462464E7	4.1890424E7	2.445903E7	2.6884014E7	2.849058E7	2.9278518E7	
sp|Q7ZWB7|BBS5_DANRE	Q7ZWB7	BBS5_DANRE	bbs5	342	Danio rerio	2:Experimental evidence at transcript level	BBSome complex member BBS5	0.9157	0.9975	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZWD4|UAP1L_DANRE	Q7ZWD4	UAP1L_DANRE	uap1l1	505	Danio rerio	2:Experimental evidence at transcript level	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	1.0	0.9989	3	6	6	6	1	0	1	1	2	1	1	0	1	1	2	1	1	0	1	1	2	1	0.0	0.0	0.0	1.3083964E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZWE9|KCY_DANRE	Q7ZWE9	KCY_DANRE	cmpk	196	Danio rerio	2:Experimental evidence at transcript level	UMP-CMP kinase	1.0	0.999	3	9	9	9	1	1	2	2	2	1	1	1	2	2	2	1	1	1	2	2	2	1	2.382845E7	0.0	2.6286176E7	0.0	3.8687976E7	1.1237541E7	2.7472478E7	0.0	1.4002927E7	0.0	2.386923E7	0.0	
sp|Q7ZWF0|RAE1L_DANRE	Q7ZWF0	RAE1L_DANRE	rae1	368	Danio rerio	2:Experimental evidence at transcript level	mRNA export factor	0.9898	0.9813	3	3	3	3	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	2	1	0.0	0.0	0.0	0.0	1.2274775E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZWJ3|OSTC_DANRE	Q7ZWJ3	OSTC_DANRE	ostc	149	Danio rerio	2:Experimental evidence at transcript level	Oligosaccharyltransferase complex subunit ostc	0.9585	0.9988	1	7	7	7	0	2	1	0	2	2	0	2	1	0	2	2	0	2	1	0	2	2	0.0	1059303.1	1.207871E7	0.0	1809297.0	1267514.4	0.0	1059303.1	1.207871E7	0.0	1809297.0	1267514.4	
sp|Q7ZWJ4|RL18A_DANRE	Q7ZWJ4	RL18A_DANRE	rpl18a	176	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL20	1.0	0.999	9	40	40	40	11	8	7	3	7	4	11	8	7	3	7	4	11	8	7	3	7	4	1.39079424E9	9.2629203E8	9.6865958E8	4.62956736E8	7.0481773E8	3.83478528E8	7.0208448E8	3.58509376E8	4.12746112E8	2.16847328E8	4.03976928E8	2.40799408E8	
sp|Q7ZWJ7|RL34_DANRE	Q7ZWJ7	RL34_DANRE	rpl34	117	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL34	1.0	0.9982	5	20	20	20	3	3	3	4	5	2	3	3	3	4	5	2	3	3	3	4	5	2	7.274528E7	1.55929664E8	9.963296E7	3.2759746E7	1.972848E8	7.0082368E7	5.6442268E7	4.82574E7	6.9380072E7	5.4886312E7	6.5976356E7	4.0872708E7	
sp|Q802W2|A9A1B_DANRE	Q802W2	A9A1B_DANRE	aldh9a1b	518	Danio rerio	2:Experimental evidence at transcript level	4-trimethylaminobutyraldehyde dehydrogenase B	1.0	0.999	8	12	12	18	3	3	2	2	1	1	3	3	2	2	1	1	4	4	4	2	2	2	3.8239372E7	1.627439E7	0.0	1.21199264E8	8431180.0	1.6117184E7	2.0436598E7	2.3605126E7	0.0	8.68168E7	7239893.0	1.3839901E7	
sp|Q803C3|HDAC3_DANRE	Q803C3	HDAC3_DANRE	hdac3	428	Danio rerio	2:Experimental evidence at transcript level	Histone deacetylase 3	0.7773	0.9923	1	3	3	3	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0.0	1.9691074E7	0.0	3.3985156E7	0.0	3.1457338E7	0.0	1.9691074E7	0.0	3.3985156E7	0.0	3.1457338E7	
sp|Q803F5|APMAP_DANRE	Q803F5	APMAP_DANRE	apmap	415	Danio rerio	2:Experimental evidence at transcript level	Adipocyte plasma membrane-associated protein	0.9999	0.999	2	16	16	16	2	3	2	3	3	3	2	3	2	3	3	3	2	3	2	3	3	3	3.4323824E7	7.4500024E7	6.7318056E7	9.9760696E7	1.17804376E8	0.0	3.4323824E7	7.4500024E7	6.7318056E7	7.896928E7	9.3077008E7	0.0	
sp|Q803F6|RSSA_DANRE	Q803F6	RSSA_DANRE	rpsa	308	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2	1.0	0.999	12	96	96	96	15	18	18	11	16	18	15	18	18	11	16	18	15	18	18	11	16	18	3.28446029E9	3.63452826E9	3.87621837E9	4.17489152E9	4.6102569E9	4.3335173E9	8.1451232E8	8.9250189E8	9.0246022E8	1.07899072E9	1.06802246E9	9.7014214E8	
sp|Q803G5|SAM5A_DANRE	Q803G5	SAM5A_DANRE	samm50a	469	Danio rerio	2:Experimental evidence at transcript level	Sorting and assembly machinery component 50 homolog A	1.0	0.999	5	10	4	10	0	3	1	2	2	2	0	2	0	1	1	0	0	3	1	2	2	2	0.0	1.28800048E8	3.086122E7	0.0	2.5504736E7	4.3826812E7	0.0	5.6140816E7	3.086122E7	0.0	0.0	4.3826812E7	
sp|Q803M3|TEX10_DANRE	Q803M3	TEX10_DANRE	tex10	933	Danio rerio	2:Experimental evidence at transcript level	Testis-expressed protein 10 homolog	0.8984	0.9969	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	2.3027908E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q803T2|STRP1_DANRE	Q803T2	STRP1_DANRE	strip1	813	Danio rerio	1:Experimental evidence at protein level	Striatin-interacting protein 1 homolog	0.999	0.9948	2	4	4	4	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0.0	4.0456688E7	0.0	0.0	0.0	3.6695676E7	0.0	4.0456688E7	0.0	0.0	0.0	3.6695676E7	
sp|Q8AWW7|RUVB1_DANRE	Q8AWW7	RUVB1_DANRE	ruvbl1	456	Danio rerio	2:Experimental evidence at transcript level	RuvB-like 1	1.0	0.999	6	31	31	31	5	4	6	5	5	6	5	4	6	5	5	6	5	4	6	5	5	6	1.20739408E8	2.00867216E8	2.0687368E8	4.2442192E8	1.478492E8	2.38123152E8	9.2927656E7	9.9219288E7	7.1205784E7	1.27634512E8	6.1923724E7	1.0614728E8	
sp|Q8AXZ4|CNT1A_DANRE	Q8AXZ4	CNT1A_DANRE	cntn1a	1032	Danio rerio	2:Experimental evidence at transcript level	Contactin-1a	1.0	0.9985	3	7	7	7	0	2	0	3	1	1	0	2	0	3	1	1	0	2	0	3	1	1	0.0	0.0	0.0	2.9261938E7	2070314.2	0.0	0.0	0.0	0.0	9306648.0	5766224.0	0.0	
sp|Q8AYM8|OPSG2_DANRE	Q8AYM8	OPSG2_DANRE	opn1mw2	349	Danio rerio	1:Experimental evidence at protein level	Green-sensitive opsin-2	0.9999	0.9986	6	12	12	57	2	2	2	0	2	4	2	2	2	0	2	4	11	9	10	7	9	11	0.0	0.0	4459582.0	0.0	7.1399312E7	7373093.0	0.0	0.0	4459582.0	0.0	7.1399312E7	7373093.0	
sp|Q8AYN0|OPSR2_DANRE	Q8AYN0	OPSR2_DANRE	opn1lw2	356	Danio rerio	1:Experimental evidence at protein level	Red-sensitive opsin-2	1.0	0.999	6	80	43	80	13	13	14	14	13	13	9	6	9	6	6	7	13	13	14	14	13	13	2.05531533E9	1.76207027E9	1.3428736E9	1.60159706E9	1.66028902E9	1.92068774E9	7.3491379E8	4.91402848E8	5.23320384E8	4.56999008E8	5.2080064E8	5.24959072E8	
sp|Q8JFV8|VAT1_DANRE	Q8JFV8	VAT1_DANRE	vat1	484	Danio rerio	2:Experimental evidence at transcript level	Synaptic vesicle membrane protein VAT-1 homolog	1.0	0.999	25	159	159	159	24	25	24	28	22	36	24	25	24	28	22	36	24	25	24	28	22	36	1.76104166E9	2.46775757E9	2.09862208E9	2.78072346E9	1.70599539E9	2.65112576E9	2.86116896E8	3.61395008E8	3.32625536E8	4.20968672E8	3.2781984E8	3.7299104E8	
sp|Q8JGR4|RL24_DANRE	Q8JGR4	RL24_DANRE	rpl24	157	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein eL24	1.0	0.999	4	12	12	12	1	2	2	1	3	3	1	2	2	1	3	3	1	2	2	1	3	3	3.34747264E8	2.3808448E8	1.76362288E8	9.042624E7	5.19889344E8	2.10742112E8	2.14323824E8	1.8926968E8	1.40225344E8	1.06842856E8	1.99569344E8	9.3080872E7	
sp|Q8JGR6|NCBP2_DANRE	Q8JGR6	NCBP2_DANRE	ncbp2	155	Danio rerio	2:Experimental evidence at transcript level	Nuclear cap-binding protein subunit 2	0.5375	0.9772	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8JGS9|RS18_DANRE	Q8JGS9	RS18_DANRE	rps18	152	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS13	1.0	0.999	10	45	45	45	6	8	9	7	9	6	6	8	9	7	9	6	6	8	9	7	9	6	2.27683917E9	1.91402752E9	1.20199744E9	1.86103949E9	2.25414195E9	7.5619328E8	8.1940838E8	6.4976691E8	9.6275603E8	7.7711424E8	7.8364563E8	5.09236E8	
sp|Q8JH70|ALDCB_DANRE	Q8JH70	ALDCB_DANRE	aldocb	363	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase C-B	1.0	0.999	24	187	171	187	30	32	30	31	33	31	27	28	27	29	31	29	30	32	30	31	33	31	5.3717263E9	6.9264712E9	6.6800466E9	6.7704023E9	7.0700708E9	7.6415263E9	7.4942899E8	8.9006726E8	9.0177261E8	9.0874278E8	9.0849523E8	9.60328E8	
sp|Q8JH71|ALDOB_DANRE	Q8JH71	ALDOB_DANRE	aldob	364	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase B	1.0	0.999	15	70	62	74	8	13	11	12	16	10	6	12	9	11	15	9	9	14	12	12	17	10	1.03305216E9	1.35363776E9	1.10832179E9	1.30492006E9	1.28938995E9	1.39633011E9	5.9464806E8	7.2590675E8	6.693609E8	7.9921101E8	7.7139008E8	7.4689542E8	
sp|Q8JHJ1|RL35_DANRE	Q8JHJ1	RL35_DANRE	rpl35	123	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29	0.7798	0.9924	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0.0	0.0	1.9571518E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8JIU7|NACA_DANRE	Q8JIU7	NACA_DANRE	naca	215	Danio rerio	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha	1.0	0.999	4	16	16	16	3	2	1	2	5	3	3	2	1	2	5	3	3	2	1	2	5	3	2.5103056E8	1.86908848E8	9.617776E7	1.01680896E8	4.13307584E8	3.1198416E8	1.11894464E8	1.65999824E8	1.0866448E8	1.1488208E8	1.89593536E8	1.59796864E8	
sp|Q8QFX6|NRP1A_DANRE	Q8QFX6	NRP1A_DANRE	nrp1a	923	Danio rerio	2:Experimental evidence at transcript level	Neuropilin-1a	0.9507	0.9986	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8UUZ1|MB212_DANRE	Q8UUZ1	MB212_DANRE	mab21l2	359	Danio rerio	1:Experimental evidence at protein level	Protein mab-21-like 2	0.9891	0.9891	2	2	1	2	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
