Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	E_1 Spectral Count	E_2 Spectral Count	E_3 Spectral Count	Hp_1 Spectral Count	Hp_2 Spectral Count	Hp_3 Spectral Count	Mx_1 Spectral Count	Mx_2 Spectral Count	Mx_3 Spectral Count	T_1 Spectral Count	T_2 Spectral Count	T_3 Spectral Count	C_1 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	E_1 Unique Spectral Count	E_2 Unique Spectral Count	E_3 Unique Spectral Count	Hp_1 Unique Spectral Count	Hp_2 Unique Spectral Count	Hp_3 Unique Spectral Count	Mx_1 Unique Spectral Count	Mx_2 Unique Spectral Count	Mx_3 Unique Spectral Count	T_1 Unique Spectral Count	T_2 Unique Spectral Count	T_3 Unique Spectral Count	C_1 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	E_1 Total Spectral Count	E_2 Total Spectral Count	E_3 Total Spectral Count	Hp_1 Total Spectral Count	Hp_2 Total Spectral Count	Hp_3 Total Spectral Count	Mx_1 Total Spectral Count	Mx_2 Total Spectral Count	Mx_3 Total Spectral Count	T_1 Total Spectral Count	T_2 Total Spectral Count	T_3 Total Spectral Count	C_1 Intensity	C_2 Intensity	C_3 Intensity	E_1 Intensity	E_2 Intensity	E_3 Intensity	Hp_1 Intensity	Hp_2 Intensity	Hp_3 Intensity	Mx_1 Intensity	Mx_2 Intensity	Mx_3 Intensity	T_1 Intensity	T_2 Intensity	T_3 Intensity	C_1 MaxLFQ Intensity	C_2 MaxLFQ Intensity	C_3 MaxLFQ Intensity	E_1 MaxLFQ Intensity	E_2 MaxLFQ Intensity	E_3 MaxLFQ Intensity	Hp_1 MaxLFQ Intensity	Hp_2 MaxLFQ Intensity	Hp_3 MaxLFQ Intensity	Mx_1 MaxLFQ Intensity	Mx_2 MaxLFQ Intensity	Mx_3 MaxLFQ Intensity	T_1 MaxLFQ Intensity	T_2 MaxLFQ Intensity	T_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q803F6|RSSA_DANRE	Q803F6	RSSA_DANRE	rpsa	308	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2	1.0	0.999	14	96	96	96	12	6	4	12	3	5	12	3	4	7	4	3	10	6	5	12	6	4	12	3	5	12	3	4	7	4	3	10	6	5	12	6	4	12	3	5	12	3	4	7	4	3	10	6	5	3.63584448E8	1.6538656E8	1.80265168E8	3.35608384E8	1.92958928E8	1.66171888E8	3.08024512E8	1.28072504E8	9.3433248E7	3.29968928E8	2.20252992E8	1.56338672E8	3.37845408E8	1.65487952E8	1.5291416E8	1.23605072E8	5.4242224E7	5.2054476E7	1.18709408E8	9.0990688E7	5.4673856E7	1.06678328E8	9.8532832E7	6.4346076E7	1.6778816E8	6.0956156E7	5.250194E7	1.20469752E8	6.061384E7	5.3736528E7	
sp|Q803G5|SAM5A_DANRE	Q803G5	SAM5A_DANRE	samm50a	469	Danio rerio	2:Experimental evidence at transcript level	Sorting and assembly machinery component 50 homolog A	0.9999	0.9989	2	9	9	9	0	1	1	1	0	1	0	0	1	2	0	1	0	0	1	0	1	1	1	0	1	0	0	1	2	0	1	0	0	1	0	1	1	1	0	1	0	0	1	2	0	1	0	0	1	0.0	5716199.5	6220041.5	5095393.5	5377162.5	5591325.0	0.0	0.0	3613022.5	1.5357156E7	0.0	5088550.0	3870404.0	0.0	7988103.5	0.0	5972578.5	6499018.0	5323928.5	5618335.0	5842103.0	0.0	0.0	3775071.2	6290748.0	0.0	5316778.0	4043996.5	0.0	8346380.0	
sp|Q803I2|ERGI3_DANRE	Q803I2	ERGI3_DANRE	ergic3	383	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum-Golgi intermediate compartment protein 3	0.9995	0.9983	2	10	10	10	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	0	6579550.5	0.0	1.3639884E7	1.0943111E7	0.0	0.0	1.0222216E7	0.0	1.4114869E7	1.201943E7	0.0	0.0	9645047.0	8626153.0	1.2529298E7	0.0	0.0	1.3639884E7	1.0943111E7	0.0	0.0	1.0222216E7	0.0	1.4114869E7	1.201943E7	0.0	0.0	9645047.0	8626153.0	1.2529298E7	
sp|Q803I4|RING2_DANRE	Q803I4	RING2_DANRE	rnf2	336	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RING2	0.9958	0.9988	2	9	9	9	0	1	0	0	1	1	0	1	0	0	2	1	0	1	1	0	1	0	0	1	1	0	1	0	0	2	1	0	1	1	0	1	0	0	1	1	0	1	0	0	2	1	0	1	1	0.0	5649408.5	9525340.0	0.0	8097546.0	0.0	0.0	5367652.0	0.0	0.0	1.3822738E7	0.0	0.0	6466130.5	3557025.2	0.0	5649408.5	9525340.0	0.0	8097546.0	0.0	0.0	5367652.0	0.0	0.0	7099073.0	0.0	0.0	6466130.5	3557025.2	
sp|Q803J8|ZC3HF_DANRE	Q803J8	ZC3HF_DANRE	zc3h15	433	Danio rerio	2:Experimental evidence at transcript level	Zinc finger CCCH domain-containing protein 15	1.0	0.999	4	9	9	9	1	2	1	1	0	0	1	0	0	0	1	0	1	0	1	1	2	1	1	0	0	1	0	0	0	1	0	1	0	1	1	2	1	1	0	0	1	0	0	0	1	0	1	0	1	1.1615161E7	1.7679622E7	1.1746035E7	1.4202224E7	1.0085484E7	0.0	1.5354197E7	0.0	0.0	0.0	1374911.9	1.0089746E7	1.2840055E7	9075214.0	1.7757674E7	1.0980063E7	1.1023293E7	1.1103781E7	1.3425669E7	1.1311504E7	0.0	1.4514654E7	0.0	0.0	0.0	5491091.5	9538055.0	1.2137982E7	1.0178423E7	7363737.5	
sp|Q803P1|EI3JB_DANRE	Q803P1	EI3JB_DANRE	eif3jb	263	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit J-B	0.9764	0.959	2	9	9	9	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	7511077.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6155373.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q803S3|MEMO1_DANRE	Q803S3	MEMO1_DANRE	memo1	297	Danio rerio	2:Experimental evidence at transcript level	Protein MEMO1	0.9478	0.9872	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4166784.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q803W1|SCRN3_DANRE	Q803W1	SCRN3_DANRE	scrn3	417	Danio rerio	2:Experimental evidence at transcript level	Secernin-3	0.8832	0.9979	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2857559.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q804W2|PRV7_DANRE	Q804W2	PRV7_DANRE	pvalb7	109	Danio rerio	3:Protein inferred from homology	Parvalbumin-7	1.0	0.999	6	58	58	58	5	3	4	6	4	5	4	2	4	4	1	4	5	3	4	5	3	4	6	4	5	4	2	4	4	1	4	5	3	4	5	3	4	6	4	5	4	2	4	4	1	4	5	3	4	2.16979488E8	8.3707832E7	1.84420288E8	2.09943008E8	1.12415168E8	1.88773184E8	1.6853088E8	4.9616256E7	1.16232496E8	2.2727976E8	3.4546828E7	1.59270256E8	2.36286688E8	7.581524E7	1.54475776E8	5.6263848E7	3.2989592E7	6.0522904E7	5.8604024E7	4.1159584E7	6.32279E7	6.433552E7	2.943524E7	5.7507724E7	7.4737608E7	5.2316184E7	6.4939972E7	7.0034504E7	4.035752E7	5.796552E7	
sp|Q8AWW7|RUVB1_DANRE	Q8AWW7	RUVB1_DANRE	ruvbl1	456	Danio rerio	2:Experimental evidence at transcript level	RuvB-like 1	0.9999	0.9985	2	6	6	6	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	0	1	0	0	0	0	0	0	1.133994E7	8179140.5	1.0055894E7	1.2778466E7	8225762.5	7821519.0	0.0	9859081.0	1.121711E7	0.0	0.0	1.1630488E7	9590085.0	6812958.5	4603514.5	1.133994E7	8179140.5	1.0055894E7	9500046.0	8225762.5	7821519.0	0.0	9859081.0	1.121711E7	0.0	0.0	1.1630488E7	9590085.0	6812958.5	4603514.5	
sp|Q8AXZ4|CNT1A_DANRE	Q8AXZ4	CNT1A_DANRE	cntn1a	1032	Danio rerio	2:Experimental evidence at transcript level	Contactin-1a	0.9999	0.999	2	8	8	8	1	0	0	2	0	1	2	0	0	0	0	0	2	0	0	1	0	0	2	0	1	2	0	0	0	0	0	2	0	0	1	0	0	2	0	1	2	0	0	0	0	0	2	0	0	0.0	0.0	0.0	1.0585282E7	0.0	5884724.0	2119802.8	0.0	0.0	0.0	0.0	0.0	1.038921E7	0.0	1.0604161E7	0.0	0.0	0.0	6524622.0	0.0	5207300.0	3907366.2	0.0	0.0	0.0	0.0	0.0	6234908.5	0.0	6067538.0	
sp|Q8AYN0|OPSR2_DANRE	Q8AYN0	OPSR2_DANRE	opn1lw2	356	Danio rerio	1:Experimental evidence at protein level	Red-sensitive opsin-2	1.0	0.9971	2	6	5	6	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2	0	0	1	1	0	1	0	0	1	0	0	0.0	0.0	0.0	2802260.0	0.0	0.0	1.2637218E7	2039401.1	0.0	0.0	0.0	0.0	1087647.0	0.0	0.0	0.0	0.0	0.0	1505114.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1087647.0	0.0	0.0	
sp|Q8JFV8|VAT1_DANRE	Q8JFV8	VAT1_DANRE	vat1	484	Danio rerio	2:Experimental evidence at transcript level	Synaptic vesicle membrane protein VAT-1 homolog	1.0	0.999	13	101	101	101	9	4	6	11	6	6	13	5	6	7	6	5	9	5	3	9	4	6	11	6	6	13	5	6	7	6	5	9	5	3	9	4	6	11	6	6	13	5	6	7	6	5	9	5	3	8.908249E8	2.90750304E8	7.0305478E8	1.06204262E9	6.4224659E8	3.96454304E8	7.796135E8	5.9382438E8	3.74956768E8	4.0443056E8	3.33421888E8	3.40708256E8	6.1125549E8	7.5299923E8	6.4419258E8	3.65691936E8	2.1689424E8	3.55049664E8	4.37395424E8	3.14041408E8	3.2418512E8	3.11267136E8	2.47356992E8	2.59279504E8	3.17309472E8	2.98619744E8	2.95056768E8	3.98052928E8	3.18752896E8	3.16927008E8	
sp|Q8JG38|FGFR2_DANRE	Q8JG38	FGFR2_DANRE	fgfr2	817	Danio rerio	1:Experimental evidence at protein level	Fibroblast growth factor receptor 2	0.313	0.9663	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3295564.0	0.0	2326461.8	2700088.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4666706.5	3295564.0	0.0	2326461.8	2700088.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4666706.5	
sp|Q8JGR4|RL24_DANRE	Q8JGR4	RL24_DANRE	rpl24	157	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein eL24	1.0	0.9989	2	16	16	16	1	1	1	1	2	1	0	2	1	0	1	1	0	3	1	1	1	1	1	2	1	0	2	1	0	1	1	0	3	1	1	1	1	1	2	1	0	2	1	0	1	1	0	3	1	1.2633396E7	2.38491872E8	4.2063088E7	2.0668324E7	1.96130672E8	3.314867E7	0.0	2.0046672E8	2.7133786E7	0.0	1.67713632E8	2.7769514E7	9143607.0	1.48900464E8	5.0978064E7	1.1970486E7	1.48554912E8	3.0728664E7	1.447265E7	1.34593248E8	3.1409266E7	0.0	1.36875152E8	2.571E7	0.0	1.58913232E8	2.631237E7	2.6667614E7	1.00051072E8	3.5754128E7	
sp|Q8JGS9|RS18_DANRE	Q8JGS9	RS18_DANRE	rps18	152	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS13	1.0	0.999	9	82	82	82	6	4	5	6	5	5	6	5	5	9	4	6	6	5	5	6	4	5	6	5	5	6	5	5	9	4	6	6	5	5	6	4	5	6	5	5	6	5	5	9	4	6	6	5	5	1.96905232E8	1.5825336E8	2.62853728E8	3.23430816E8	2.35920992E8	1.69247728E8	2.6151272E8	2.18503504E8	1.63292256E8	4.83778976E8	2.15039664E8	2.563248E8	3.52530016E8	2.13329568E8	2.06628496E8	1.07865792E8	6.6681448E7	9.6287608E7	1.3058568E8	9.0082072E7	1.00865448E8	1.3535384E8	9.8329712E7	8.8623848E7	9.7336904E7	9.2310064E7	8.8005096E7	1.42130928E8	8.454044E7	8.5200784E7	
sp|Q8JGW0|TSP4B_DANRE	Q8JGW0	TSP4B_DANRE	thbs4b	949	Danio rerio	2:Experimental evidence at transcript level	Thrombospondin-4-B	1.0	0.999	12	59	59	59	6	3	5	2	2	6	4	5	5	1	4	5	4	2	5	6	3	5	2	2	6	4	5	5	1	4	5	4	2	5	6	3	5	2	2	6	4	5	5	1	4	5	4	2	5	1.03160264E8	6.2002896E7	1.41615136E8	1.00597984E8	4.980936E7	5.6609696E7	7.7143584E7	7.3136968E7	5.8351092E7	1.2672164E7	2.18389E7	8.8082648E7	8.3996248E7	3.4184248E7	1.08848944E8	2.593236E7	1.9623562E7	3.549144E7	2.7366498E7	1.7807498E7	2.9354778E7	2.6204928E7	2.1594508E7	3.3340566E7	2.7745084E7	1.2781822E7	2.6725402E7	2.6837254E7	2.1813488E7	2.626897E7	
sp|Q8JH70|ALDCB_DANRE	Q8JH70	ALDCB_DANRE	aldocb	363	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase C-B	1.0	0.999	13	175	122	175	13	8	9	13	13	9	15	13	11	14	10	13	14	11	9	9	7	7	8	8	6	10	8	8	11	7	10	9	8	6	13	8	9	13	13	9	15	13	11	14	10	13	14	11	9	3.32990144E8	1.99592848E8	2.40538064E8	3.51827872E8	2.57410592E8	1.68631504E8	3.13697344E8	2.65740992E8	2.03742224E8	2.73833536E8	1.4318944E8	2.73219808E8	2.91103808E8	2.61051968E8	2.07703376E8	6.5942748E7	5.5913968E7	5.8734332E7	6.96086E7	6.779328E7	5.3319808E7	7.0684288E7	6.077748E7	6.0355868E7	6.8474E7	5.2538588E7	5.3530668E7	7.6629104E7	6.641688E7	4.9334168E7	
sp|Q8JH71|ALDOB_DANRE	Q8JH71	ALDOB_DANRE	aldob	364	Danio rerio	2:Experimental evidence at transcript level	Fructose-bisphosphate aldolase B	1.0	0.999	20	164	135	164	13	9	7	14	7	8	18	9	7	19	10	8	18	8	9	10	8	5	11	7	6	16	8	5	16	9	6	14	7	7	13	9	7	14	7	8	18	9	7	19	10	8	18	8	9	7.1902803E8	2.53359024E8	4.65476992E8	9.535159E8	2.8015248E8	3.97423584E8	7.6847885E8	2.57049904E8	2.93525568E8	7.744487E8	2.8347632E8	3.68805728E8	8.9063443E8	3.21957024E8	3.72339712E8	2.44365088E8	9.3532496E7	1.44060656E8	2.37282064E8	1.02743936E8	1.47983168E8	2.08402784E8	9.8053376E7	1.5632608E8	2.97339552E8	9.0008536E7	1.48175488E8	2.60514832E8	1.10202048E8	1.203886E8	
sp|Q8JHJ1|RL35_DANRE	Q8JHJ1	RL35_DANRE	rpl35	123	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL29	1.0	0.999	2	22	22	22	1	3	1	1	2	1	1	2	2	3	1	1	1	1	1	1	3	1	1	2	1	1	2	2	3	1	1	1	1	1	1	3	1	1	2	1	1	2	2	3	1	1	1	1	1	1.4186349E7	7.0154264E7	2.6474474E7	2.1769424E7	8.0274056E7	2.8887662E7	2.1234152E7	7.683488E7	2.90346E7	9.7136808E7	6.3863696E7	2.6163948E7	2.0806522E7	7.9306168E7	3.4002564E7	1.552135E7	5.3052156E7	2.8965844E7	2.3818026E7	7.11632E7	3.1606124E7	2.3232384E7	6.686712E7	3.176689E7	2.7345834E7	6.987356E7	2.8626096E7	2.2764512E7	8.676924E7	2.5619082E7	
sp|Q8JHV6|LAMB4_DANRE	Q8JHV6	LAMB4_DANRE	lamb4	1827	Danio rerio	2:Experimental evidence at transcript level	Laminin subunit beta-4	1.0	0.999	23	114	114	114	12	6	9	8	3	10	8	4	10	6	5	8	8	7	10	12	6	9	8	3	10	8	4	10	6	5	8	8	7	10	12	6	9	8	3	10	8	4	10	6	5	8	8	7	10	1.64225168E8	1.55278608E8	1.72258336E8	1.09343016E8	1.04716896E8	1.3276816E8	1.03177064E8	1.12215984E8	1.43774576E8	3.05448032E8	9.3866384E7	1.46546528E8	1.28315688E8	1.26767008E8	3.63766112E8	5.2175272E7	4.1255004E7	6.4565788E7	5.059074E7	4.6747156E7	6.0073396E7	4.5588464E7	4.6006796E7	6.9155024E7	7.0080736E7	5.657804E7	7.1033976E7	4.8508632E7	6.0596892E7	6.384574E7	
sp|Q8JIU7|NACA_DANRE	Q8JIU7	NACA_DANRE	naca	215	Danio rerio	1:Experimental evidence at protein level	Nascent polypeptide-associated complex subunit alpha	1.0	0.999	6	105	105	105	7	10	6	6	10	8	5	8	4	6	10	7	4	9	5	7	10	6	6	10	8	5	8	4	6	10	7	4	9	5	7	10	6	6	10	8	5	8	4	6	10	7	4	9	5	2.86714976E8	3.0038032E8	3.35244576E8	2.6309904E8	2.68667296E8	2.23188848E8	1.29577192E8	2.47134464E8	6.9087304E7	1.6801216E8	1.90784816E8	2.44893152E8	2.26048448E8	1.94256304E8	1.56754224E8	1.40889104E8	1.61697664E8	1.12179128E8	9.9297696E7	1.19513096E8	1.00971048E8	1.07128912E8	1.18772024E8	1.18778488E8	3.4481328E8	1.0741844E8	1.35384432E8	1.04295656E8	1.21079512E8	7.2271464E7	
sp|Q8JIY8|MK67I_DANRE	Q8JIY8	MK67I_DANRE	nifk	269	Danio rerio	2:Experimental evidence at transcript level	MKI67 FHA domain-interacting nucleolar phosphoprotein	0.914	0.9985	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9497994.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q8UVK2|SPT6H_DANRE	Q8UVK2	SPT6H_DANRE	supt6h	1726	Danio rerio	1:Experimental evidence at protein level	Transcription elongation factor SPT6	1.0	0.999	2	5	5	5	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0.0	0.0	0.0	1213338.1	0.0	0.0	1180271.5	0.0	0.0	1.2621E7	0.0	0.0	0.0	0.0	1975681.6	0.0	0.0	0.0	1213338.1	0.0	0.0	1180271.5	0.0	0.0	1.2621E7	0.0	0.0	0.0	0.0	1975681.6	
sp|Q90275|CADH2_DANRE	Q90275	CADH2_DANRE	cdh2	893	Danio rerio	1:Experimental evidence at protein level	Cadherin-2	1.0	0.999	12	108	108	108	4	8	7	6	9	8	7	7	4	7	10	6	8	8	9	4	8	7	6	9	8	7	7	4	7	10	6	8	8	9	4	8	7	6	9	8	7	7	4	7	10	6	8	8	9	6.8271024E7	1.80263744E8	1.101558E8	9.64594E7	1.60805056E8	9.1826808E7	9.3202248E7	1.13256944E8	1.13506432E8	7.9953528E7	1.04353512E8	1.13512936E8	9.9231224E7	1.26117976E8	1.63637168E8	3.1006926E7	4.4443132E7	3.5315236E7	3.3881604E7	4.2876512E7	3.7920496E7	2.8752012E7	4.717838E7	2.2428368E7	3.862E7	3.9884928E7	3.0976308E7	3.2334012E7	4.0141664E7	4.7985012E7	
sp|Q90413|FGFR4_DANRE	Q90413	FGFR4_DANRE	fgfr4	922	Danio rerio	1:Experimental evidence at protein level	Fibroblast growth factor receptor 4	0.896	0.9725	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	2026635.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1447737.8	0.0	2026635.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1447737.8	
sp|Q90460|C166A_DANRE	Q90460	C166A_DANRE	alcama	564	Danio rerio	1:Experimental evidence at protein level	CD166 antigen homolog A	1.0	0.999	16	104	104	104	7	5	9	7	6	11	9	4	5	8	5	10	7	4	7	7	5	9	7	6	11	9	4	5	8	5	10	7	4	7	7	5	9	7	6	11	9	4	5	8	5	10	7	4	7	7.1902648E7	4.6080632E7	1.10483352E8	1.33147248E8	6.03255E7	1.2332168E8	1.1601464E8	3.9601596E7	9.4987072E7	7.161452E7	4.338858E7	8.1684264E7	8.3510904E7	2.7659356E7	1.11323352E8	2.3574086E7	1.9275754E7	3.1052174E7	2.5848018E7	2.0233568E7	2.8826176E7	2.6645444E7	2.02077E7	3.0946468E7	2.6031586E7	1.913833E7	3.0616682E7	2.7990048E7	1.8621958E7	2.7915348E7	
sp|Q90473|HSP7C_DANRE	Q90473	HSP7C_DANRE	hspa8	649	Danio rerio	2:Experimental evidence at transcript level	Heat shock cognate 71 kDa protein	1.0	0.999	37	486	486	486	27	32	30	33	37	24	38	36	30	46	32	30	34	31	26	27	32	30	33	37	24	38	36	30	46	32	30	34	31	26	27	32	30	33	37	24	38	36	30	46	32	30	34	31	26	4.18873267E9	3.62940979E9	5.4282358E9	5.3511588E9	4.624469E9	4.8037734E9	4.5090714E9	3.80463027E9	4.5841034E9	6.0782423E9	4.05422362E9	5.0610862E9	5.5019971E9	4.7200655E9	4.3768822E9	1.21758605E9	9.5375027E8	1.0712729E9	1.20828992E9	1.18446682E9	1.0107783E9	1.03677542E9	1.11881434E9	9.8976275E8	1.26545011E9	1.12075853E9	1.04969805E9	1.26648282E9	1.16212314E9	8.8585779E8	
sp|Q90474|H90A1_DANRE	Q90474	H90A1_DANRE	hsp90a.1	725	Danio rerio	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha 1	1.0	0.999	26	139	139	209	6	15	8	7	9	8	9	9	7	13	10	6	9	14	9	6	15	8	7	9	8	9	9	7	13	10	6	9	14	9	11	19	13	13	13	12	16	14	10	18	14	10	15	18	13	9.1746E7	1.81684576E8	1.77656608E8	9.8546704E7	2.14121632E8	1.67471664E8	9.6081352E7	1.28490896E8	1.179722E8	1.43663424E8	1.97186768E8	6.3283876E7	1.28040704E8	2.75200448E8	2.56103408E8	2.5125416E7	4.3332796E7	4.2475508E7	2.7489048E7	4.7542296E7	4.1665736E7	2.5739462E7	3.5669216E7	4.5994432E7	3.5800004E7	5.7385452E7	3.2461626E7	3.0629362E7	5.0162176E7	4.770956E7	
sp|Q90478|L1CA1_DANRE	Q90478	L1CA1_DANRE	nadl1.1	1197	Danio rerio	2:Experimental evidence at transcript level	Neural cell adhesion molecule L1.1 (Fragment)	1.0	0.9989	3	10	10	10	0	2	1	1	1	2	0	0	0	0	0	2	1	0	0	0	2	1	1	1	2	0	0	0	0	0	2	1	0	0	0	2	1	1	1	2	0	0	0	0	0	2	1	0	0	0.0	6682821.0	4654942.0	2150659.0	0.0	4404840.0	0.0	0.0	0.0	0.0	0.0	4063670.2	0.0	0.0	0.0	0.0	0.0	4654942.0	2150659.0	0.0	4404840.0	0.0	0.0	0.0	0.0	0.0	4063670.2	0.0	0.0	0.0	
sp|Q90485|HBB2_DANRE	Q90485	HBB2_DANRE	ba2	148	Danio rerio	1:Experimental evidence at protein level	Hemoglobin subunit beta-2	0.9957	0.999	1	9	0	9	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	3.2499282E7	1.6026821E7	2.8521044E7	3.5139972E7	0.0	2.982356E7	2.2440452E7	1.4597781E7	2.055125E7	0.0	1.7818674E7	2.9070822E7	5.1258852E7	0.0	2.3651946E7	3.2499282E7	1.6026821E7	2.8521044E7	3.5139972E7	0.0	2.982356E7	2.2440452E7	1.4597781E7	2.055125E7	0.0	1.7818674E7	2.9070822E7	5.1258852E7	0.0	2.3651946E7	sp|Q90486|HBB1_DANRE
sp|Q90487|HBA_DANRE	Q90487	HBA_DANRE	hbaa1	143	Danio rerio	2:Experimental evidence at transcript level	Hemoglobin subunit alpha	0.9879	0.9821	2	14	14	14	1	1	1	2	0	1	1	1	1	0	0	1	2	1	1	1	1	1	2	0	1	1	1	1	0	0	1	2	1	1	1	1	1	2	0	1	1	1	1	0	0	1	2	1	1	1.29282584E8	6.0692408E7	1.16835608E8	1.94428752E8	7.4746296E7	7.3045656E7	1.79825024E8	8.3496656E7	1.00549576E8	0.0	0.0	6.0078248E7	1.71016496E8	8.1473328E7	8.7569632E7	1.29282584E8	6.0692408E7	1.16835608E8	1.94428752E8	7.4746296E7	7.3045656E7	1.79825024E8	8.3496656E7	1.00549576E8	0.0	0.0	6.0078248E7	1.71016496E8	8.1473328E7	8.7569632E7	
sp|Q90XG0|TPISB_DANRE	Q90XG0	TPISB_DANRE	tpi1b	248	Danio rerio	2:Experimental evidence at transcript level	Triosephosphate isomerase B	1.0	0.999	15	169	122	169	12	12	10	11	11	8	12	11	9	23	9	10	11	11	9	9	9	7	7	8	5	8	8	6	19	6	7	9	8	6	12	12	10	11	11	8	12	11	9	23	9	10	11	11	9	4.9973456E8	2.85602592E8	2.96930112E8	6.4114886E8	3.15361984E8	2.42008112E8	4.491328E8	2.67188448E8	2.47914752E8	8.793648E8	2.32969584E8	1.89890736E8	5.7134528E8	2.93947104E8	2.8326944E8	9.0013496E7	4.4169256E7	5.423562E7	1.11489768E8	5.6156312E7	5.1994912E7	8.9928312E7	5.2457812E7	5.4331876E7	1.10407488E8	5.3600652E7	5.1628952E7	1.10054864E8	5.7133988E7	5.0153836E7	
