Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	5dpf_1 Spectral Count	5dpf_2 Spectral Count	5dpf_1 Unique Spectral Count	5dpf_2 Unique Spectral Count	5dpf_1 Total Spectral Count	5dpf_2 Total Spectral Count	5dpf_1 Intensity	5dpf_2 Intensity	Indistinguishable Proteins
sp|Q7ZU90|CHD1L_DANRE	Q7ZU90	CHD1L_DANRE	chd1l	1026	Danio rerio	2:Experimental evidence at transcript level	Chromodomain-helicase-DNA-binding protein 1-like	0.9573	0.9888	2	7	7	7	3	4	3	4	3	4	8.2301779E8	1.25961587E9	
sp|Q7ZU91|ITPK1_DANRE	Q7ZU91	ITPK1_DANRE	itpk1	396	Danio rerio	2:Experimental evidence at transcript level	Inositol-tetrakisphosphate 1-kinase	0.9759	0.9897	2	2	2	2	2	0	2	0	2	0	8.5129008E7	0.0	
sp|Q7ZU92|PARN_DANRE	Q7ZU92	PARN_DANRE	parn	660	Danio rerio	1:Experimental evidence at protein level	Poly(A)-specific ribonuclease PARN	1.0	0.999	12	36	36	36	20	16	20	16	20	16	1.68377715E9	1.48441318E9	
sp|Q7ZU99|TERA_DANRE	Q7ZU99	TERA_DANRE	vcp	806	Danio rerio	1:Experimental evidence at protein level	Transitional endoplasmic reticulum ATPase	1.0	0.999	77	748	748	748	372	376	372	376	372	376	1.22730684E11	1.03178789E11	
sp|Q7ZUB3|TSN31_DANRE	Q7ZUB3	TSN31_DANRE	tspan31	212	Danio rerio	2:Experimental evidence at transcript level	Tetraspanin-31	0.9999	0.9981	4	9	9	9	5	4	5	4	5	4	3.74781664E8	5.16093696E8	
sp|Q7ZUC2|CAB45_DANRE	Q7ZUC2	CAB45_DANRE	sdf4	356	Danio rerio	2:Experimental evidence at transcript level	45 kDa calcium-binding protein	1.0	0.999	12	31	31	31	19	12	19	12	19	12	1.72410586E9	8.8791962E8	
sp|Q7ZUC7|PGES2_DANRE	Q7ZUC7	PGES2_DANRE	ptges2	377	Danio rerio	2:Experimental evidence at transcript level	Prostaglandin E synthase 2	1.0	0.999	9	22	22	22	12	10	12	10	12	10	8.7680179E8	5.29655296E8	
sp|Q7ZUG0|RUXE_DANRE	Q7ZUG0	RUXE_DANRE	snrpe	92	Danio rerio	3:Protein inferred from homology	Small nuclear ribonucleoprotein E	1.0	0.999	2	15	15	15	6	9	6	9	6	9	1.69298406E9	1.75404966E9	
sp|Q7ZUG5|RS21_DANRE	Q7ZUG5	RS21_DANRE	rps21	81	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein eS21	1.0	0.999	9	26	26	26	13	13	13	13	13	13	1.85247398E9	1.50369088E9	
sp|Q7ZUH1|RTRAF_DANRE	Q7ZUH1	RTRAF_DANRE	rtraf	242	Danio rerio	2:Experimental evidence at transcript level	RNA transcription, translation and transport factor protein	1.0	0.999	7	16	16	16	7	9	7	9	7	9	3.08652416E8	3.20662848E8	
sp|Q7ZUH5|RM14_DANRE	Q7ZUH5	RM14_DANRE	mrpl14	141	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL14m	0.5798	0.968	2	3	3	3	1	2	1	2	1	2	1.13808264E8	4.9769344E7	
sp|Q7ZUK7|WAC_DANRE	Q7ZUK7	WAC_DANRE	waca	558	Danio rerio	2:Experimental evidence at transcript level	WW domain-containing adapter protein with coiled-coil	0.4907	0.9704	1	2	2	2	0	2	0	2	0	2	0.0	0.0	
sp|Q7ZUL9|MGRN1_DANRE	Q7ZUL9	MGRN1_DANRE	mgrn1	529	Danio rerio	2:Experimental evidence at transcript level	Probable E3 ubiquitin-protein ligase MGRN1	0.9512	0.9981	2	2	2	2	2	0	2	0	2	0	1.43776464E8	0.0	
sp|Q7ZUN8|YKT6_DANRE	Q7ZUN8	YKT6_DANRE	ykt6	198	Danio rerio	2:Experimental evidence at transcript level	Synaptobrevin homolog YKT6	1.0	0.999	8	23	23	23	12	11	12	11	12	11	1.36085146E9	9.5213754E8	
sp|Q7ZUP0|AN32A_DANRE	Q7ZUP0	AN32A_DANRE	anp32a	254	Danio rerio	2:Experimental evidence at transcript level	Acidic leucine-rich nuclear phosphoprotein 32 family member A	1.0	0.999	17	216	216	216	110	106	110	106	110	106	4.6709252E10	3.5619406E10	
sp|Q7ZUQ3|STK3_DANRE	Q7ZUQ3	STK3_DANRE	stk3	492	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase 3	1.0	0.999	12	23	23	23	15	8	15	8	15	8	1.3718121E9	5.7009338E8	
sp|Q7ZUS1|VRK1_DANRE	Q7ZUS1	VRK1_DANRE	vrk1	425	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase VRK1	0.9996	0.9962	4	7	7	7	2	5	2	5	2	5	1.84150464E8	2.0331344E8	
sp|Q7ZUV0|AN13C_DANRE	Q7ZUV0	AN13C_DANRE	ankrd13c	488	Danio rerio	2:Experimental evidence at transcript level	Ankyrin repeat domain-containing protein 13C	0.993	0.9988	2	4	4	4	1	3	1	3	1	3	7.077248E7	6.9609328E7	
sp|Q7ZUV1|PKHF2_DANRE	Q7ZUV1	PKHF2_DANRE	plekhf2	247	Danio rerio	2:Experimental evidence at transcript level	Pleckstrin homology domain-containing family F member 2	0.9964	0.999	2	2	2	2	2	0	2	0	2	0	7.7745888E7	0.0	
sp|Q7ZUV7|EMSY_DANRE	Q7ZUV7	EMSY_DANRE	emsy	1173	Danio rerio	2:Experimental evidence at transcript level	BRCA2-interacting transcriptional repressor EMSY	0.8791	0.9565	3	4	4	4	2	2	2	2	2	2	2.09150096E8	3.1029964E7	
sp|Q7ZUW2|HYOU1_DANRE	Q7ZUW2	HYOU1_DANRE	hyou1	980	Danio rerio	2:Experimental evidence at transcript level	Hypoxia up-regulated protein 1	1.0	0.999	51	184	184	184	105	79	105	79	105	79	2.10334474E10	1.21230275E10	
sp|Q7ZUW6|WIPI3_DANRE	Q7ZUW6	WIPI3_DANRE	wdr45b	344	Danio rerio	2:Experimental evidence at transcript level	WD repeat domain phosphoinositide-interacting protein 3	1.0	0.999	5	6	6	6	5	1	5	1	5	1	1.48941776E8	227426.1	
sp|Q7ZUX1|RPC3_DANRE	Q7ZUX1	RPC3_DANRE	polr3c	539	Danio rerio	2:Experimental evidence at transcript level	DNA-directed RNA polymerase III subunit RPC3	0.9767	0.9874	2	2	2	2	2	0	2	0	2	0	7.9086128E7	0.0	
sp|Q7ZUX3|WIPI4_DANRE	Q7ZUX3	WIPI4_DANRE	wdr45	358	Danio rerio	2:Experimental evidence at transcript level	WD repeat domain phosphoinositide-interacting protein 4	1.0	0.999	10	23	23	23	11	12	11	12	11	12	6.441504E8	5.01264576E8	
sp|Q7ZUX6|DOHH_DANRE	Q7ZUX6	DOHH_DANRE	dohh	305	Danio rerio	2:Experimental evidence at transcript level	Deoxyhypusine hydroxylase	0.9669	0.999	1	1	1	1	1	0	1	0	1	0	3.177716E7	0.0	
sp|Q7ZUY3|H2AX_DANRE	Q7ZUY3	H2AX_DANRE	h2ax	142	Danio rerio	2:Experimental evidence at transcript level	Histone H2AX	1.0	0.999	9	111	89	111	59	52	48	41	59	52	5.3893095E10	3.7140021E10	
sp|Q7ZUZ0|CSN8_DANRE	Q7ZUZ0	CSN8_DANRE	cops8	191	Danio rerio	2:Experimental evidence at transcript level	COP9 signalosome complex subunit 8	1.0	0.999	4	10	10	10	4	6	4	6	4	6	9.2386093E8	7.397257E8	
sp|Q7ZV00|OTU6B_DANRE	Q7ZV00	OTU6B_DANRE	otud6b	293	Danio rerio	2:Experimental evidence at transcript level	Deubiquitinase OTUD6B	1.0	0.9986	6	10	10	10	7	3	7	3	7	3	7.0261299E8	5.7390918E8	
sp|Q7ZV03|VP26B_DANRE	Q7ZV03	VP26B_DANRE	vps26b	331	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 26B	1.0	0.999	16	29	10	38	19	10	7	3	24	14	1.51407514E9	7.7759987E8	
sp|Q7ZV15|S22BA_DANRE	Q7ZV15	S22BA_DANRE	sec22ba	215	Danio rerio	2:Experimental evidence at transcript level	Vesicle-trafficking protein SEC22b-A	0.9873	0.9934	5	3	3	7	2	1	2	1	4	3	1.30580208E8	4.9329436E7	
sp|Q7ZV22|MTAP_DANRE	Q7ZV22	MTAP_DANRE	mtap	280	Danio rerio	2:Experimental evidence at transcript level	S-methyl-5'-thioadenosine phosphorylase	1.0	0.999	22	147	147	147	78	69	78	69	78	69	1.551202E10	1.16566098E10	
sp|Q7ZV34|MCTS1_DANRE	Q7ZV34	MCTS1_DANRE	mcts1	181	Danio rerio	2:Experimental evidence at transcript level	Malignant T-cell-amplified sequence 1	1.0	0.999	6	21	21	21	10	11	10	11	10	11	1.02642675E9	5.865849E8	
sp|Q7ZV43|TOLIP_DANRE	Q7ZV43	TOLIP_DANRE	tollip	276	Danio rerio	2:Experimental evidence at transcript level	Toll-interacting protein	1.0	0.999	3	12	12	12	5	7	5	7	5	7	2.0128632E8	2.57832992E8	
sp|Q7ZV50|MAGT1_DANRE	Q7ZV50	MAGT1_DANRE	magt1	328	Danio rerio	1:Experimental evidence at protein level	Magnesium transporter protein 1	0.9662	0.999	1	2	2	2	1	1	1	1	1	1	2.6080986E7	2.3230706E7	
sp|Q7ZV55|EIF3I_DANRE	Q7ZV55	EIF3I_DANRE	eif3i	325	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit I	1.0	0.999	21	102	102	102	46	56	46	56	46	56	1.58248049E10	1.07143086E10	
sp|Q7ZV60|BCS1_DANRE	Q7ZV60	BCS1_DANRE	bcs1l	420	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial chaperone BCS1	0.9988	0.9975	4	5	5	5	4	1	4	1	4	1	1.26388224E8	1.224566E7	
sp|Q7ZV68|VPS29_DANRE	Q7ZV68	VPS29_DANRE	vps29	182	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 29	1.0	0.999	16	66	66	66	38	28	38	28	38	28	8.7357102E9	5.4119731E9	
sp|Q7ZV80|SPF30_DANRE	Q7ZV80	SPF30_DANRE	smndc1	237	Danio rerio	2:Experimental evidence at transcript level	Survival of motor neuron-related-splicing factor 30	1.0	0.999	7	14	14	14	8	6	8	6	8	6	9.1520083E8	4.3082736E8	
sp|Q7ZV82|RL27_DANRE	Q7ZV82	RL27_DANRE	rpl27	136	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27	1.0	0.999	9	111	111	111	55	56	55	56	55	56	1.49536215E10	1.46767524E10	
sp|Q7ZV96|RL10_DANRE	Q7ZV96	RL10_DANRE	rpl10	215	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL16	1.0	0.999	14	31	31	31	14	17	14	17	14	17	1.13311386E9	2.02265485E9	
sp|Q7ZVA0|SMU1_DANRE	Q7ZVA0	SMU1_DANRE	smu1	513	Danio rerio	2:Experimental evidence at transcript level	WD40 repeat-containing protein SMU1	1.0	0.999	16	37	37	37	23	14	23	14	23	14	2.28787226E9	1.72673907E9	
sp|Q7ZVA6|IF4A3_DANRE	Q7ZVA6	IF4A3_DANRE	eif4a3	406	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic initiation factor 4A-III	1.0	0.999	33	155	155	155	84	71	84	71	84	71	1.44105789E10	9.4094592E9	
sp|Q7ZVB1|CHM1B_DANRE	Q7ZVB1	CHM1B_DANRE	chmp1b	199	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 1b	0.9999	0.9984	4	7	7	7	4	3	4	3	4	3	4.56193568E8	4.88235552E8	
sp|Q7ZVB2|A9A1A_DANRE	Q7ZVB2	A9A1A_DANRE	aldh9a1a	508	Danio rerio	2:Experimental evidence at transcript level	4-trimethylaminobutyraldehyde dehydrogenase A	1.0	0.999	43	393	372	393	190	203	180	192	190	203	5.7368068E10	4.7270425E10	
sp|Q7ZVC4|CHM4B_DANRE	Q7ZVC4	CHM4B_DANRE	chmp4b	220	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 4b	0.9999	0.999	3	2	2	4	2	0	2	0	3	1	1.7542864E8	0.0	
sp|Q7ZVE0|GAR1_DANRE	Q7ZVE0	GAR1_DANRE	gar1	226	Danio rerio	2:Experimental evidence at transcript level	H/ACA ribonucleoprotein complex subunit 1	0.4807	0.9693	2	1	1	3	1	0	1	0	1	2	3.460672E7	0.0	
sp|Q7ZVE3|TIGRB_DANRE	Q7ZVE3	TIGRB_DANRE	tigarb	257	Danio rerio	1:Experimental evidence at protein level	Fructose-2,6-bisphosphatase TIGAR B	0.9998	0.999	3	5	5	5	3	2	3	2	3	2	1.1742084E8	8.4853344E7	
sp|Q7ZVE6|PLGT2_DANRE	Q7ZVE6	PLGT2_DANRE	poglut2	500	Danio rerio	2:Experimental evidence at transcript level	Protein O-glucosyltransferase 2	0.9994	0.9979	4	7	7	7	6	1	6	1	6	1	1.96653248E8	3.6501632E7	
sp|Q7ZVF3|SDHA_DANRE	Q7ZVF3	SDHA_DANRE	sdha	661	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.0	0.999	38	228	228	228	124	104	124	104	124	104	3.8158881E10	2.57994322E10	
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 2	1.0	0.999	35	1739	55	1739	865	874	26	29	865	874	6.5943778E11	5.4056688E11	
sp|Q7ZVG6|SIAH1_DANRE	Q7ZVG6	SIAH1_DANRE	siah1	282	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase Siah1	0.9939	0.9982	2	4	2	4	3	1	2	0	3	1	5.4056296E7	2.7591442E7	
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	35	57	57	1741	31	26	31	26	870	871	3.24145075E9	1.45711757E9	
sp|Q7ZVJ6|QTRT2_DANRE	Q7ZVJ6	QTRT2_DANRE	qtrt2	416	Danio rerio	2:Experimental evidence at transcript level	Queuine tRNA-ribosyltransferase accessory subunit 2	0.9963	0.999	2	4	4	4	2	2	2	2	2	2	1.41566144E8	8.0325456E7	
sp|Q7ZVK3|SIR2_DANRE	Q7ZVK3	SIR2_DANRE	sirt2	379	Danio rerio	1:Experimental evidence at protein level	NAD-dependent protein deacetylase sirtuin-2	1.0	0.999	7	22	22	22	13	9	13	9	13	9	7.1267494E8	3.36643488E8	
sp|Q7ZVK4|VPS36_DANRE	Q7ZVK4	VPS36_DANRE	vps36	382	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein-sorting-associated protein 36	1.0	0.999	9	17	17	17	12	5	12	5	12	5	3.99053952E8	1.3248772E8	
sp|Q7ZVN5|SRP54_DANRE	Q7ZVN5	SRP54_DANRE	srp54	504	Danio rerio	2:Experimental evidence at transcript level	Signal recognition particle subunit SRP54	1.0	0.999	13	22	22	22	13	9	13	9	13	9	8.632599E8	6.2206944E8	
sp|Q7ZVN7|MED15_DANRE	Q7ZVN7	MED15_DANRE	med15	809	Danio rerio	2:Experimental evidence at transcript level	Mediator of RNA polymerase II transcription subunit 15	0.9997	0.9989	2	2	2	2	2	0	2	0	2	0	6.8683536E7	0.0	
sp|Q7ZVQ8|NS1BB_DANRE	Q7ZVQ8	NS1BB_DANRE	ivns1abpb	640	Danio rerio	2:Experimental evidence at transcript level	Influenza virus NS1A-binding protein homolog B	0.569	0.9783	3	1	1	5	1	0	1	0	3	2	313210.6	0.0	
sp|Q7ZVR1|WDR75_DANRE	Q7ZVR1	WDR75_DANRE	wdr75	832	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 75	1.0	0.999	5	8	8	8	5	3	5	3	5	3	1.1734328E8	2.5280364E7	
sp|Q7ZVR6|MYNN_DANRE	Q7ZVR6	MYNN_DANRE	mynn	810	Danio rerio	2:Experimental evidence at transcript level	Myoneurin	1.0	0.9989	5	9	9	9	5	4	5	4	5	4	1.68052768E8	1.97874352E8	
sp|Q7ZVR8|ESRP2_DANRE	Q7ZVR8	ESRP2_DANRE	esrp2	736	Danio rerio	2:Experimental evidence at transcript level	Epithelial splicing regulatory protein 2	1.0	0.999	7	9	9	9	7	2	7	2	7	2	2.47758976E8	4.7153456E7	
sp|Q7ZVT5|ROGDI_DANRE	Q7ZVT5	ROGDI_DANRE	rogdi	284	Danio rerio	2:Experimental evidence at transcript level	Protein rogdi homolog	1.0	0.999	6	14	14	14	9	5	9	5	9	5	7.6735469E8	4.90050816E8	
sp|Q7ZVW9|ARGLB_DANRE	Q7ZVW9	ARGLB_DANRE	arglu1b	269	Danio rerio	2:Experimental evidence at transcript level	Arginine and glutamate-rich protein 1-B	0.981	0.9983	6	7	3	10	4	3	2	1	6	4	2.37217216E8	1.96667584E8	
sp|Q7ZVX6|UBA3_DANRE	Q7ZVX6	UBA3_DANRE	uba3	462	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 catalytic subunit	1.0	0.999	23	53	53	53	36	17	36	17	36	17	2.69755341E9	1.45014874E9	
sp|Q7ZVY5|CISY_DANRE	Q7ZVY5	CISY_DANRE	cs	468	Danio rerio	2:Experimental evidence at transcript level	Citrate synthase, mitochondrial	1.0	0.999	30	463	463	463	246	217	246	217	246	217	1.02499246E11	5.9519967E10	
sp|Q7ZVZ6|PREP_DANRE	Q7ZVZ6	PREP_DANRE	pitrm1	1023	Danio rerio	2:Experimental evidence at transcript level	Presequence protease, mitochondrial	1.0	0.999	45	127	127	127	73	54	73	54	73	54	8.4622643E9	5.9304509E9	
sp|Q7ZW16|RNF41_DANRE	Q7ZW16	RNF41_DANRE	rnf41	318	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase NRDP1	1.0	0.999	5	9	9	9	6	3	6	3	6	3	2.39554816E8	7.7404032E7	
sp|Q7ZW24|ALG11_DANRE	Q7ZW24	ALG11_DANRE	alg11	500	Danio rerio	2:Experimental evidence at transcript level	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	0.9779	0.998	2	4	4	4	2	2	2	2	2	2	2.1361048E8	2.12085392E8	
sp|Q7ZW25|CHM2A_DANRE	Q7ZW25	CHM2A_DANRE	chmp2a	220	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 2a	1.0	0.999	11	26	26	26	13	13	13	13	13	13	1.5008649E9	1.13335014E9	
sp|Q7ZW33|UTP15_DANRE	Q7ZW33	UTP15_DANRE	utp15	517	Danio rerio	2:Experimental evidence at transcript level	U3 small nucleolar RNA-associated protein 15 homolog	1.0	0.999	11	18	18	18	13	5	13	5	13	5	3.7569424E8	1.8910368E8	
sp|Q7ZW34|CNTN5_DANRE	Q7ZW34	CNTN5_DANRE	cntn5	1056	Danio rerio	2:Experimental evidence at transcript level	Contactin-5	0.9742	0.9809	2	3	3	3	1	2	1	2	1	2	2.4996916E7	2.4917562E7	
sp|Q7ZW38|SPS1_DANRE	Q7ZW38	SPS1_DANRE	sephs1	392	Danio rerio	1:Experimental evidence at protein level	Selenide, water dikinase 1	1.0	0.999	16	96	96	96	49	47	49	47	49	47	8.3694925E9	5.9290696E9	
sp|Q7ZW41|RPB7_DANRE	Q7ZW41	RPB7_DANRE	polr2g	172	Danio rerio	2:Experimental evidence at transcript level	DNA-directed RNA polymerase II subunit RPB7	1.0	0.999	10	43	43	43	25	18	25	18	25	18	3.40616499E9	2.27091354E9	
sp|Q7ZW47|STAU2_DANRE	Q7ZW47	STAU2_DANRE	stau2	606	Danio rerio	2:Experimental evidence at transcript level	Double-stranded RNA-binding protein Staufen homolog 2	1.0	0.999	16	26	26	26	16	10	16	10	16	10	9.7418176E8	6.5252774E8	
sp|Q7ZW78|RN181_DANRE	Q7ZW78	RN181_DANRE	rnf181	156	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RNF181	1.0	0.999	3	10	10	10	7	3	7	3	7	3	3.85333664E8	1.66090384E8	
sp|Q7ZW86|CWC27_DANRE	Q7ZW86	CWC27_DANRE	cwc27	470	Danio rerio	2:Experimental evidence at transcript level	Spliceosome-associated protein CWC27 homolog	0.9993	0.999	4	4	4	4	4	0	4	0	4	0	1.40456624E8	0.0	
sp|Q7ZWA3|RBMX_DANRE	Q7ZWA3	RBMX_DANRE	rbmx	379	Danio rerio	2:Experimental evidence at transcript level	RNA-binding motif protein, X chromosome	1.0	0.9988	4	7	7	7	4	3	4	3	4	3	4.98076608E8	2.93224896E8	
sp|Q7ZWB2|UBL4A_DANRE	Q7ZWB2	UBL4A_DANRE	ubl4a	157	Danio rerio	2:Experimental evidence at transcript level	Ubiquitin-like protein 4A	1.0	0.9985	5	7	7	7	4	3	4	3	4	3	1.34738272E8	1.16975296E8	
sp|Q7ZWC3|8ODP_DANRE	Q7ZWC3	8ODP_DANRE	nudt1	156	Danio rerio	1:Experimental evidence at protein level	Oxidized purine nucleoside triphosphate hydrolase	1.0	0.999	5	13	13	13	7	6	7	6	7	6	3.868856E8	3.0805312E8	
sp|Q7ZWD4|UAP1L_DANRE	Q7ZWD4	UAP1L_DANRE	uap1l1	505	Danio rerio	2:Experimental evidence at transcript level	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	1.0	0.999	20	44	44	44	26	18	26	18	26	18	1.44983347E9	9.4276742E8	
sp|Q7ZWE3|LARP7_DANRE	Q7ZWE3	LARP7_DANRE	larp7	555	Danio rerio	2:Experimental evidence at transcript level	La-related protein 7	1.0	0.999	6	9	9	9	5	4	5	4	5	4	5.1837632E8	3.97383552E8	
sp|Q7ZWE6|DTB1A_DANRE	Q7ZWE6	DTB1A_DANRE	dtnbp1a	362	Danio rerio	2:Experimental evidence at transcript level	Dysbindin-A	0.9636	0.9989	1	1	1	1	1	0	1	0	1	0	2.9755312E7	0.0	
sp|Q7ZWE9|KCY_DANRE	Q7ZWE9	KCY_DANRE	cmpk	196	Danio rerio	2:Experimental evidence at transcript level	UMP-CMP kinase	1.0	0.999	20	94	94	94	47	47	47	47	47	47	1.0125567E10	6.409257E9	
sp|Q7ZWF0|RAE1L_DANRE	Q7ZWF0	RAE1L_DANRE	rae1	368	Danio rerio	2:Experimental evidence at transcript level	mRNA export factor	1.0	0.999	15	55	55	55	35	20	35	20	35	20	4.27160371E9	2.2746729E9	
sp|Q7ZWG9|SGMR1_DANRE	Q7ZWG9	SGMR1_DANRE	sigmar1	222	Danio rerio	2:Experimental evidence at transcript level	Sigma non-opioid intracellular receptor 1	0.9909	0.999	1	5	5	5	2	3	2	3	2	3	3.14257504E8	2.0983456E8	
sp|Q7ZWI4|GSKIP_DANRE	Q7ZWI4	GSKIP_DANRE	gskip	133	Danio rerio	2:Experimental evidence at transcript level	GSK3-beta interaction protein	0.6111	0.9817	1	2	2	2	1	1	1	1	1	1	3.4468848E7	2.0036238E7	
sp|Q7ZWJ4|RL18A_DANRE	Q7ZWJ4	RL18A_DANRE	rpl18a	176	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL20	1.0	0.999	12	38	38	38	13	25	13	25	13	25	9.3570374E8	2.89158298E9	
sp|Q7ZWJ7|RL34_DANRE	Q7ZWJ7	RL34_DANRE	rpl34	117	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL34	1.0	0.9989	11	44	44	44	22	22	22	22	22	22	1.26302246E9	1.22552717E9	
sp|Q7ZYX1|AKTIP_DANRE	Q7ZYX1	AKTIP_DANRE	aktip	293	Danio rerio	2:Experimental evidence at transcript level	AKT-interacting protein	0.9656	0.999	1	1	1	1	1	0	1	0	1	0	626390.2	0.0	
sp|Q7ZYY4|FAM3C_DANRE	Q7ZYY4	FAM3C_DANRE	fam3c	227	Danio rerio	2:Experimental evidence at transcript level	Protein FAM3C	1.0	0.9989	5	12	12	12	9	3	9	3	9	3	4.223744E8	1.69404112E8	
sp|Q7ZYZ6|DLGP1_DANRE	Q7ZYZ6	DLGP1_DANRE	dlgap1	999	Danio rerio	3:Protein inferred from homology	Disks large-associated protein 1	0.9614	0.9925	3	3	3	3	1	2	1	2	1	2	5.1157224E7	6.0964336E7	
sp|Q7ZZ03|FUCM_DANRE	Q7ZZ03	FUCM_DANRE	fuom	153	Danio rerio	2:Experimental evidence at transcript level	Fucose mutarotase	1.0	0.9989	5	6	6	6	4	2	4	2	4	2	2.46855936E8	1.17586368E8	
sp|Q802D3|XPO4_DANRE	Q802D3	XPO4_DANRE	xpo4	1150	Danio rerio	2:Experimental evidence at transcript level	Exportin-4	0.9993	0.9987	2	4	4	4	3	1	3	1	3	1	2.76747808E8	8057904.0	
sp|Q802F3|SEP15_DANRE	Q802F3	SEP15_DANRE	selenof	153	Danio rerio	2:Experimental evidence at transcript level	Selenoprotein F	1.0	0.999	7	24	24	24	14	10	14	10	14	10	1.9679744E9	9.1116678E8	
sp|Q802G7|SELM_DANRE	Q802G7	SELM_DANRE	Selenom	151	Danio rerio	2:Experimental evidence at transcript level	Selenoprotein M	0.9843	0.999	2	4	4	4	2	2	2	2	2	2	1.1769592E8	1.0172312E8	
sp|Q802U2|MIOS_DANRE	Q802U2	MIOS_DANRE	mios	876	Danio rerio	2:Experimental evidence at transcript level	GATOR2 complex protein MIOS	0.9998	0.9989	3	8	8	8	4	4	4	4	4	4	9.4918104E7	6.6463444E7	
sp|Q802W2|A9A1B_DANRE	Q802W2	A9A1B_DANRE	aldh9a1b	518	Danio rerio	2:Experimental evidence at transcript level	4-trimethylaminobutyraldehyde dehydrogenase B	0.9992	0.9875	4	2	2	23	1	1	1	1	11	12	1.1377796E8	1.09336384E8	
sp|Q802W4|NOL10_DANRE	Q802W4	NOL10_DANRE	nol10	722	Danio rerio	2:Experimental evidence at transcript level	Nucleolar protein 10	0.9997	0.999	4	4	4	4	4	0	4	0	4	0	1.37017792E8	0.0	
sp|Q803A6|MCMBP_DANRE	Q803A6	MCMBP_DANRE	mcmbp	631	Danio rerio	2:Experimental evidence at transcript level	Mini-chromosome maintenance complex-binding protein	1.0	0.999	10	13	13	13	9	4	9	4	9	4	4.0779808E8	2.2732992E8	
sp|Q803A7|SPCS_DANRE	Q803A7	SPCS_DANRE	sepsecs	490	Danio rerio	2:Experimental evidence at transcript level	O-phosphoseryl-tRNA(Sec) selenium transferase	1.0	0.999	10	17	17	17	10	7	10	7	10	7	4.83144704E8	2.22581248E8	
sp|Q803C3|HDAC3_DANRE	Q803C3	HDAC3_DANRE	hdac3	428	Danio rerio	2:Experimental evidence at transcript level	Histone deacetylase 3	0.967	0.999	1	1	1	1	1	0	1	0	1	0	2.2028264E7	0.0	
sp|Q803D2|LIS1B_DANRE	Q803D2	LIS1B_DANRE	pafah1b1b	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog B	1.0	0.999	35	41	41	156	23	18	23	18	83	73	4.20188365E9	2.67755699E9	
sp|Q803E1|NCBP3_DANRE	Q803E1	NCBP3_DANRE	ncbp3	694	Danio rerio	2:Experimental evidence at transcript level	Nuclear cap-binding protein subunit 3	1.0	0.9988	5	7	7	7	4	3	4	3	4	3	2.42735568E8	5.15464224E8	
sp|Q803F5|APMAP_DANRE	Q803F5	APMAP_DANRE	apmap	415	Danio rerio	2:Experimental evidence at transcript level	Adipocyte plasma membrane-associated protein	1.0	0.999	17	62	62	62	32	30	32	30	32	30	3.86755379E9	3.07533133E9	
