Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	6hpf Spectral Count	6hpf Unique Spectral Count	6hpf Total Spectral Count	6hpf Intensity	Indistinguishable Proteins
sp|Q7SX99|FUMH_DANRE	Q7SX99	FUMH_DANRE	fh	509	Danio rerio	2:Experimental evidence at transcript level	Fumarate hydratase, mitochondrial	1.0	0.999	40	914	914	914	914	914	914	8.5324097E11	
sp|Q7SXA9|MUS81_DANRE	Q7SXA9	MUS81_DANRE	mus81	604	Danio rerio	1:Experimental evidence at protein level	Crossover junction endonuclease MUS81	1.0	0.9987	11	12	12	12	12	12	12	9.0430797E8	
sp|Q7SXB5|PF23B_DANRE	Q7SXB5	PF23B_DANRE	phf23b	315	Danio rerio	2:Experimental evidence at transcript level	PHD finger protein 23B	1.0	0.9978	6	8	7	8	8	7	8	1.28229978E9	
sp|Q7SXB7|MFD4A_DANRE	Q7SXB7	MFD4A_DANRE	mfsd4a	526	Danio rerio	2:Experimental evidence at transcript level	Major facilitator superfamily domain-containing protein 4A	1.0	0.999	6	13	13	13	13	13	13	2.69981363E9	
sp|Q7SXC6|SLAIL_DANRE	Q7SXC6	SLAIL_DANRE	zgc:66447	585	Danio rerio	2:Experimental evidence at transcript level	SLAIN motif-containing protein-like	0.9989	0.9973	4	6	6	6	6	6	6	2.6646096E8	
sp|Q7SXE4|GOGA5_DANRE	Q7SXE4	GOGA5_DANRE	golga5	760	Danio rerio	2:Experimental evidence at transcript level	Golgin subfamily A member 5	1.0	0.999	46	152	152	152	152	152	152	7.0911746E10	
sp|Q7SXE8|CDK9_DANRE	Q7SXE8	CDK9_DANRE	cdk9	374	Danio rerio	2:Experimental evidence at transcript level	Cyclin-dependent kinase 9	1.0	0.999	13	27	27	31	27	27	31	7.1827139E9	
sp|Q7SXF1|DHCR7_DANRE	Q7SXF1	DHCR7_DANRE	dhcr7	478	Danio rerio	2:Experimental evidence at transcript level	7-dehydrocholesterol reductase	0.9998	0.9986	4	5	5	5	5	5	5	8.206352E8	
sp|Q7SXF2|UBL5_DANRE	Q7SXF2	UBL5_DANRE	ubl5	73	Danio rerio	3:Protein inferred from homology	Ubiquitin-like protein 5	1.0	0.9988	8	37	37	37	37	37	37	2.88126689E10	
sp|Q7SXF6|CREL2_DANRE	Q7SXF6	CREL2_DANRE	creld2	341	Danio rerio	2:Experimental evidence at transcript level	Cysteine-rich with EGF-like domain protein 2	1.0	0.999	21	127	127	127	127	127	127	1.33827035E11	
sp|Q7SXG4|SAE2_DANRE	Q7SXG4	SAE2_DANRE	uba2	650	Danio rerio	1:Experimental evidence at protein level	SUMO-activating enzyme subunit 2	1.0	0.999	47	293	288	293	293	288	293	1.48319977E11	
sp|Q7SXJ6|RNF25_DANRE	Q7SXJ6	RNF25_DANRE	rnf25	513	Danio rerio	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase RNF25	1.0	0.999	6	10	10	10	10	10	10	1.63302336E9	
sp|Q7SXL3|TBP_DANRE	Q7SXL3	TBP_DANRE	tbp	302	Danio rerio	1:Experimental evidence at protein level	TATA-box-binding protein	1.0	0.9987	6	11	4	11	11	4	11	8.8429056E9	
sp|Q7SXL7|FL2D_DANRE	Q7SXL7	FL2D_DANRE	wtap	423	Danio rerio	2:Experimental evidence at transcript level	Pre-mRNA-splicing regulator WTAP	1.0	0.999	18	43	43	43	43	43	43	7.9092736E9	
sp|Q7SXM0|HDAC8_DANRE	Q7SXM0	HDAC8_DANRE	hdac8	378	Danio rerio	2:Experimental evidence at transcript level	Histone deacetylase 8	0.9989	0.9945	3	4	4	4	4	4	4	9.9258568E7	
sp|Q7SXM7|PRP31_DANRE	Q7SXM7	PRP31_DANRE	prpf31	508	Danio rerio	2:Experimental evidence at transcript level	U4/U6 small nuclear ribonucleoprotein Prp31	1.0	0.999	20	52	52	52	52	52	52	1.50155592E10	
sp|Q7SXN5|DNM1L_DANRE	Q7SXN5	DNM1L_DANRE	dnm1l	691	Danio rerio	2:Experimental evidence at transcript level	Dynamin-1-like protein	1.0	0.999	56	278	278	278	278	278	278	1.05023906E11	
sp|Q7SXP0|S22BB_DANRE	Q7SXP0	S22BB_DANRE	sec22bb	215	Danio rerio	2:Experimental evidence at transcript level	Vesicle-trafficking protein SEC22b-B	1.0	0.999	20	153	104	153	153	104	153	1.15103506E11	
sp|Q7SXP2|ULA1_DANRE	Q7SXP2	ULA1_DANRE	nae1	533	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 regulatory subunit	1.0	0.999	22	68	68	68	68	68	68	2.45854065E10	
sp|Q7SXP4|SRS1A_DANRE	Q7SXP4	SRS1A_DANRE	srsf1a	257	Danio rerio	2:Experimental evidence at transcript level	Serine/arginine-rich splicing factor 1A	1.0	0.999	22	160	27	160	160	27	160	9.5800771E10	
sp|Q7SXP8|GMPAB_DANRE	Q7SXP8	GMPAB_DANRE	gmppab	422	Danio rerio	2:Experimental evidence at transcript level	Mannose-1-phosphate guanylyltransferase regulatory subunit alpha-B	1.0	0.999	9	13	13	25	13	13	25	2.78081459E9	
sp|Q7SXR1|TRBP2_DANRE	Q7SXR1	TRBP2_DANRE	tarbp2	346	Danio rerio	2:Experimental evidence at transcript level	RISC-loading complex subunit tarbp2	1.0	0.999	15	63	63	63	63	63	63	1.48136581E10	
sp|Q7SXR3|MAEA_DANRE	Q7SXR3	MAEA_DANRE	maea	396	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein transferase MAEA	1.0	0.9988	13	21	21	21	21	21	21	2.39452646E9	
sp|Q7SXS7|SETD3_DANRE	Q7SXS7	SETD3_DANRE	setd3	596	Danio rerio	2:Experimental evidence at transcript level	Actin-histidine N-methyltransferase	1.0	0.999	16	24	24	24	24	24	24	1.85764741E10	
sp|Q7SXS8|HPF1_DANRE	Q7SXS8	HPF1_DANRE	hpf1	348	Danio rerio	2:Experimental evidence at transcript level	Histone PARylation factor 1	1.0	0.999	18	52	52	52	52	52	52	1.59091005E10	
sp|Q7SXT7|ZC21A_DANRE	Q7SXT7	ZC21A_DANRE	zc2hc1a	327	Danio rerio	2:Experimental evidence at transcript level	Zinc finger C2HC domain-containing protein 1A	1.0	0.999	11	14	14	14	14	14	14	1.77710272E9	
sp|Q7SXU0|EI3JA_DANRE	Q7SXU0	EI3JA_DANRE	eif3ja	249	Danio rerio	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 3 subunit J-A	1.0	0.999	14	40	40	40	40	40	40	2.70258668E10	
sp|Q7SXV1|TBC23_DANRE	Q7SXV1	TBC23_DANRE	tbc1d23	680	Danio rerio	2:Experimental evidence at transcript level	TBC1 domain family member 23	1.0	0.999	19	41	41	41	41	41	41	8.3211745E9	
sp|Q7SXV2|AEBP2_DANRE	Q7SXV2	AEBP2_DANRE	aebp2	415	Danio rerio	2:Experimental evidence at transcript level	Zinc finger protein AEBP2	1.0	0.999	8	12	12	12	12	12	12	1.16888013E9	
sp|Q7SXV9|CALUB_DANRE	Q7SXV9	CALUB_DANRE	calub	315	Danio rerio	2:Experimental evidence at transcript level	Calumenin-B	1.0	0.999	28	546	542	546	546	542	546	5.02716039E11	
sp|Q7SXW2|ZGPAT_DANRE	Q7SXW2	ZGPAT_DANRE	zgpat	504	Danio rerio	2:Experimental evidence at transcript level	Zinc finger CCCH-type with G patch domain-containing protein	1.0	0.999	9	9	9	9	9	9	9	4.93180832E8	
sp|Q7SXW3|LRC40_DANRE	Q7SXW3	LRC40_DANRE	lrrc40	601	Danio rerio	2:Experimental evidence at transcript level	Leucine-rich repeat-containing protein 40	1.0	0.999	42	123	123	123	123	123	123	4.6196118E10	
sp|Q7SXW4|EMC3_DANRE	Q7SXW4	EMC3_DANRE	emc3	261	Danio rerio	2:Experimental evidence at transcript level	ER membrane protein complex subunit 3	1.0	0.999	11	40	40	40	40	40	40	9.8355579E9	
sp|Q7SXW6|ARP2A_DANRE	Q7SXW6	ARP2A_DANRE	actr2a	394	Danio rerio	2:Experimental evidence at transcript level	Actin-related protein 2-A	1.0	0.999	24	135	17	135	135	17	135	5.5548248E10	
sp|Q7SXX7|MB12A_DANRE	Q7SXX7	MB12A_DANRE	mvb12a	275	Danio rerio	2:Experimental evidence at transcript level	Multivesicular body subunit 12A	1.0	0.999	9	22	22	22	22	22	22	3.52753792E9	
sp|Q7SXY4|DC2L1_DANRE	Q7SXY4	DC2L1_DANRE	dync2li1	358	Danio rerio	2:Experimental evidence at transcript level	Cytoplasmic dynein 2 light intermediate chain 1	0.9999	0.9988	5	6	6	6	6	6	6	4.31878624E8	
sp|Q7SXZ1|PIGB_DANRE	Q7SXZ1	PIGB_DANRE	pigb	536	Danio rerio	2:Experimental evidence at transcript level	GPI mannosyltransferase 3	1.0	0.999	5	9	9	9	9	9	9	2.27517491E9	
sp|Q7SY06|HACD3_DANRE	Q7SY06	HACD3_DANRE	hacd3	359	Danio rerio	2:Experimental evidence at transcript level	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	1.0	0.999	8	17	17	17	17	17	17	3.30169882E9	
sp|Q7SY07|EIF1A_DANRE	Q7SY07	EIF1A_DANRE	eif1ad	172	Danio rerio	2:Experimental evidence at transcript level	Probable RNA-binding protein EIF1AD	1.0	0.999	8	23	23	23	23	23	23	2.15486029E9	
sp|Q7SY10|T161B_DANRE	Q7SY10	T161B_DANRE	tmem161b	484	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 161B	0.9855	0.9971	1	5	5	5	5	5	5	8.014368E8	
sp|Q7SY21|TADA3_DANRE	Q7SY21	TADA3_DANRE	tada3	429	Danio rerio	2:Experimental evidence at transcript level	Transcriptional adapter 3	1.0	0.999	7	11	11	11	11	11	11	1.31516058E9	
sp|Q7SY23|AL4A1_DANRE	Q7SY23	AL4A1_DANRE	aldh4a1	556	Danio rerio	2:Experimental evidence at transcript level	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	1.0	0.999	31	147	147	147	147	147	147	7.1275463E10	
sp|Q7SY24|KPCB_DANRE	Q7SY24	KPCB_DANRE	prkcbb	670	Danio rerio	2:Experimental evidence at transcript level	Protein kinase C beta type	1.0	0.999	25	63	63	63	63	63	63	1.65119304E10	
sp|Q7SY29|G6PT3_DANRE	Q7SY29	G6PT3_DANRE	slc37a2	494	Danio rerio	2:Experimental evidence at transcript level	Glucose-6-phosphate exchanger SLC37A2	0.6861	0.9867	2	3	3	3	3	3	3	2.22102374E9	
sp|Q7SY48|HEAT1_DANRE	Q7SY48	HEAT1_DANRE	heatr1	2159	Danio rerio	2:Experimental evidence at transcript level	HEAT repeat-containing protein 1	1.0	0.999	70	131	131	131	131	131	131	2.06443991E10	
sp|Q7SY52|STK10_DANRE	Q7SY52	STK10_DANRE	stk10	974	Danio rerio	2:Experimental evidence at transcript level	Serine/threonine-protein kinase 10	1.0	0.9988	8	14	14	14	14	14	14	1.26018355E9	
sp|Q7SYB2|THOC1_DANRE	Q7SYB2	THOC1_DANRE	thoc1	655	Danio rerio	2:Experimental evidence at transcript level	THO complex subunit 1	1.0	0.999	30	77	77	77	77	77	77	1.37444188E10	
sp|Q7SYB3|RYBPA_DANRE	Q7SYB3	RYBPA_DANRE	rybpa	385	Danio rerio	2:Experimental evidence at transcript level	RING1 and YY1-binding protein A	0.9999	0.9922	4	7	5	7	7	5	7	8.1022203E9	
sp|Q7SYC9|CTL2_DANRE	Q7SYC9	CTL2_DANRE	slc44a2	697	Danio rerio	2:Experimental evidence at transcript level	Choline transporter-like protein 2	1.0	0.999	11	41	41	41	41	41	41	1.4378028E10	
sp|Q7SYD5|SC31A_DANRE	Q7SYD5	SC31A_DANRE	sec31a	1254	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec31A	1.0	0.999	21	38	38	38	38	38	38	1.22958193E10	
sp|Q7SYD9|INT6_DANRE	Q7SYD9	INT6_DANRE	ints6	892	Danio rerio	2:Experimental evidence at transcript level	Integrator complex subunit 6	0.9999	0.9957	4	6	6	6	6	6	6	6.002064E8	
sp|Q7SYE0|ATG13_DANRE	Q7SYE0	ATG13_DANRE	atg13	503	Danio rerio	2:Experimental evidence at transcript level	Autophagy-related protein 13	1.0	0.999	10	16	16	16	16	16	16	2.0312375E9	
sp|Q7SYI5|C1GTB_DANRE	Q7SYI5	C1GTB_DANRE	c1galt1lb	374	Danio rerio	2:Experimental evidence at transcript level	Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-B	1.0	0.999	17	61	57	61	61	57	61	7.9515945E9	
sp|Q7SYJ9|SPAG7_DANRE	Q7SYJ9	SPAG7_DANRE	spag7	230	Danio rerio	1:Experimental evidence at protein level	Sperm-associated antigen 7 homolog	1.0	0.999	15	33	33	33	33	33	33	6.427778E9	
sp|Q7SYK0|CHID1_DANRE	Q7SYK0	CHID1_DANRE	chid1	391	Danio rerio	2:Experimental evidence at transcript level	Chitinase domain-containing protein 1	1.0	0.999	19	167	167	167	167	167	167	1.01421998E11	
sp|Q7SYK1|TGT_DANRE	Q7SYK1	TGT_DANRE	qtrt1	400	Danio rerio	2:Experimental evidence at transcript level	Queuine tRNA-ribosyltransferase catalytic subunit 1	1.0	0.999	6	14	14	14	14	14	14	1.95785843E9	
sp|Q7SYK7|AATM_DANRE	Q7SYK7	AATM_DANRE	got2a	428	Danio rerio	2:Experimental evidence at transcript level	Aspartate aminotransferase, mitochondrial	1.0	0.999	47	828	828	828	828	828	828	1.53676428E12	
sp|Q7SYL1|AR2BP_DANRE	Q7SYL1	AR2BP_DANRE	arl2bp	168	Danio rerio	1:Experimental evidence at protein level	ADP-ribosylation factor-like protein 2-binding protein	1.0	0.9985	5	13	13	13	13	13	13	1.69596698E9	
sp|Q7SYM0|UCK2A_DANRE	Q7SYM0	UCK2A_DANRE	uck2a	261	Danio rerio	2:Experimental evidence at transcript level	Uridine-cytidine kinase 2-A	1.0	0.999	8	17	13	17	17	13	17	3.82771226E9	
sp|Q7SYN4|5NT3_DANRE	Q7SYN4	5NT3_DANRE	nt5c3	286	Danio rerio	2:Experimental evidence at transcript level	Cytosolic 5'-nucleotidase 3	1.0	0.999	11	21	21	21	21	21	21	3.28996198E9	
sp|Q7SYN5|RXRBA_DANRE	Q7SYN5	RXRBA_DANRE	rxrba	471	Danio rerio	2:Experimental evidence at transcript level	Retinoic acid receptor RXR-beta-A	1.0	0.999	14	30	23	30	30	23	30	4.0846249E9	
sp|Q7SZC2|XPO2_DANRE	Q7SZC2	XPO2_DANRE	cse1l	971	Danio rerio	1:Experimental evidence at protein level	Exportin-2	1.0	0.999	56	407	407	407	407	407	407	3.40491534E11	
sp|Q7SZC5|NDC1_DANRE	Q7SZC5	NDC1_DANRE	ndc1	671	Danio rerio	2:Experimental evidence at transcript level	Nucleoporin NDC1	1.0	0.999	17	100	100	100	100	100	100	2.85945672E10	
sp|Q7SZE3|L2GL2_DANRE	Q7SZE3	L2GL2_DANRE	llgl2	1020	Danio rerio	1:Experimental evidence at protein level	LLGL scribble cell polarity complex component 2	1.0	0.999	41	136	136	136	136	136	136	2.4669143E10	
sp|Q7SZE5|SC23A_DANRE	Q7SZE5	SC23A_DANRE	sec23a	765	Danio rerio	2:Experimental evidence at transcript level	Protein transport protein Sec23A	1.0	0.999	38	192	192	192	192	192	192	4.518031E10	
sp|Q7SZE8|TP8L1_DANRE	Q7SZE8	TP8L1_DANRE	tnfaip8l1	186	Danio rerio	1:Experimental evidence at protein level	Tumor necrosis factor alpha-induced protein 8-like protein 1	1.0	0.999	5	6	6	6	6	6	6	8.6164154E8	
sp|Q7SZF1|CE022_DANRE	Q7SZF1	CE022_DANRE	zgc:56556	439	Danio rerio	2:Experimental evidence at transcript level	UPF0489 protein C5orf22 homolog	1.0	0.999	6	9	9	9	9	9	9	1.2317856E9	
sp|Q7SZK7|OFD1_DANRE	Q7SZK7	OFD1_DANRE	ofd1	901	Danio rerio	2:Experimental evidence at transcript level	Centriole and centriolar satellite protein ofd1	1.0	0.9968	4	5	5	5	5	5	5	1.2746304E8	
sp|Q7SZN2|RN170_DANRE	Q7SZN2	RN170_DANRE	rnf170	266	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RNF170	1.0	0.999	7	19	19	19	19	19	19	2.07607475E9	
sp|Q7SZP2|CA052_DANRE	Q7SZP2	CA052_DANRE	zgc:65873	214	Danio rerio	1:Experimental evidence at protein level	UPF0690 protein C1orf52 homolog	1.0	0.999	10	22	22	22	22	22	22	3.20337229E9	
sp|Q7SZP9|APJA_DANRE	Q7SZP9	APJA_DANRE	aplnra	362	Danio rerio	1:Experimental evidence at protein level	Apelin receptor A	0.9989	0.9976	3	4	4	4	4	4	4	1.63920064E9	
sp|Q7SZQ0|MBOA7_DANRE	Q7SZQ0	MBOA7_DANRE	mboat7	467	Danio rerio	2:Experimental evidence at transcript level	Lysophospholipid acyltransferase 7	1.0	0.999	7	22	22	22	22	22	22	8.8628941E9	
sp|Q7SZQ4|MFFB_DANRE	Q7SZQ4	MFFB_DANRE	zgc:66022	230	Danio rerio	1:Experimental evidence at protein level	Mitochondrial fission factor homolog B	1.0	0.999	8	31	31	31	31	31	31	8.6946816E9	
sp|Q7SZQ7|SURF4_DANRE	Q7SZQ7	SURF4_DANRE	surf4	269	Danio rerio	2:Experimental evidence at transcript level	Surfeit locus protein 4	1.0	0.999	6	37	37	37	37	37	37	5.7614792E9	
sp|Q7SZR5|SUMO1_DANRE	Q7SZR5	SUMO1_DANRE	sumo1	100	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 1	1.0	0.999	9	27	22	27	27	22	27	2.05097226E10	
sp|Q7T006|TELO2_DANRE	Q7T006	TELO2_DANRE	telo2	822	Danio rerio	2:Experimental evidence at transcript level	Telomere length regulation protein TEL2 homolog	0.9871	0.9963	1	1	1	1	1	1	1	1.4878542E7	
sp|Q7T010|GATB_DANRE	Q7T010	GATB_DANRE	gatb	553	Danio rerio	3:Protein inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	1.0	0.999	27	95	95	95	95	95	95	2.34774569E10	
sp|Q7T012|HDHD3_DANRE	Q7T012	HDHD3_DANRE	hdhd3	242	Danio rerio	2:Experimental evidence at transcript level	Haloacid dehalogenase-like hydrolase domain-containing protein 3	1.0	0.999	8	12	12	12	12	12	12	2.04092058E9	
sp|Q7T019|DZIP1_DANRE	Q7T019	DZIP1_DANRE	dzip1	898	Danio rerio	2:Experimental evidence at transcript level	Cilium assembly protein DZIP1	0.9999	0.9874	7	7	7	7	7	7	7	2.94857318E9	
sp|Q7T163|KDISB_DANRE	Q7T163	KDISB_DANRE	kidins220b	1680	Danio rerio	1:Experimental evidence at protein level	Kinase D-interacting substrate of 220 kDa B	1.0	0.993	5	6	6	6	6	6	6	7.5460358E8	
sp|Q7T291|ADPRM_DANRE	Q7T291	ADPRM_DANRE	adprm	322	Danio rerio	1:Experimental evidence at protein level	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	1.0	0.999	3	3	3	3	3	3	3	1.6069984E8	
sp|Q7T292|MFRN2_DANRE	Q7T292	MFRN2_DANRE	slc25a28	376	Danio rerio	2:Experimental evidence at transcript level	Mitoferrin-2	1.0	0.9989	6	7	6	7	7	6	7	5.6802547E8	
sp|Q7T293|SDE2_DANRE	Q7T293	SDE2_DANRE	sde2	467	Danio rerio	2:Experimental evidence at transcript level	Splicing regulator SDE2	1.0	0.999	22	47	47	47	47	47	47	1.31125187E10	
sp|Q7T297|ARB2A_DANRE	Q7T297	ARB2A_DANRE	arb2a	415	Danio rerio	2:Experimental evidence at transcript level	Cotranscriptional regulator ARB2A homolog	1.0	0.999	11	14	14	14	14	14	14	1.72738368E9	
sp|Q7T2A3|DDA1_DANRE	Q7T2A3	DDA1_DANRE	dda1	104	Danio rerio	3:Protein inferred from homology	DET1- and DDB1-associated protein 1	1.0	0.9955	5	7	7	7	7	7	7	2.04540672E9	
sp|Q7T2A5|EIF3L_DANRE	Q7T2A5	EIF3L_DANRE	eif3l	576	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit L	1.0	0.999	30	173	173	173	173	173	173	1.07922538E11	
sp|Q7T2B0|CTL4_DANRE	Q7T2B0	CTL4_DANRE	slc44a4	723	Danio rerio	2:Experimental evidence at transcript level	Choline transporter-like protein 4	0.4701	0.9679	1	1	1	1	1	1	1	1.06001024E8	
sp|Q7T2B9|MTPN_DANRE	Q7T2B9	MTPN_DANRE	mtpn	118	Danio rerio	3:Protein inferred from homology	Myotrophin	1.0	0.999	8	55	55	55	55	55	55	6.037898E10	
sp|Q7T2C4|S26A5_DANRE	Q7T2C4	S26A5_DANRE	slc26a5	739	Danio rerio	2:Experimental evidence at transcript level	Prestin	1.0	0.999	10	16	16	16	16	16	16	5.6544722E9	
sp|Q7T2D0|SGSM3_DANRE	Q7T2D0	SGSM3_DANRE	sgsm3	755	Danio rerio	2:Experimental evidence at transcript level	Small G protein signaling modulator 3	1.0	0.9989	21	30	30	30	30	30	30	4.27054797E9	
sp|Q7T2D1|RD10B_DANRE	Q7T2D1	RD10B_DANRE	rdh10b	336	Danio rerio	2:Experimental evidence at transcript level	Retinol dehydrogenase 10-B	1.0	0.999	6	8	7	8	8	7	8	1.07121357E9	
sp|Q7T2D4|ERGI2_DANRE	Q7T2D4	ERGI2_DANRE	ergic2	376	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum-Golgi intermediate compartment protein 2	1.0	0.999	9	25	25	25	25	25	25	5.1053394E9	
sp|Q7T2E3|KC1DA_DANRE	Q7T2E3	KC1DA_DANRE	csnk1da	403	Danio rerio	2:Experimental evidence at transcript level	Casein kinase I isoform delta-A	1.0	0.999	11	3	3	23	3	3	23	2.62728816E8	
sp|Q7T2G1|I2B2B_DANRE	Q7T2G1	I2B2B_DANRE	irf2bp2b	501	Danio rerio	2:Experimental evidence at transcript level	Interferon regulatory factor 2-binding protein 2-B	0.9958	0.9934	5	3	3	7	3	3	7	4.1661484E7	
sp|Q7T2P6|TIM23_DANRE	Q7T2P6	TIM23_DANRE	timm23	208	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial import inner membrane translocase subunit Tim23	1.0	0.999	7	33	33	33	33	33	33	1.14317138E10	
sp|Q7T308|RN168_DANRE	Q7T308	RN168_DANRE	rnf168	474	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase rnf168	1.0	0.999	6	8	8	8	8	8	8	2.84907802E9	
sp|Q7T310|PIGM_DANRE	Q7T310	PIGM_DANRE	pigm	392	Danio rerio	2:Experimental evidence at transcript level	GPI mannosyltransferase 1	0.9992	0.999	2	6	6	6	6	6	6	6.7213984E8	
sp|Q7T312|CCD25_DANRE	Q7T312	CCD25_DANRE	ccdc25	207	Danio rerio	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 25	1.0	0.999	19	64	64	64	64	64	64	2.0988545E10	
sp|Q7T316|TM231_DANRE	Q7T316	TM231_DANRE	tmem231	309	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 231	1.0	0.999	3	9	9	9	9	9	9	1.85219098E9	
sp|Q7T320|GORAB_DANRE	Q7T320	GORAB_DANRE	gorab	336	Danio rerio	2:Experimental evidence at transcript level	RAB6-interacting golgin	1.0	0.999	14	25	25	25	25	25	25	3.18028006E9	
sp|Q7T321|KCMF1_DANRE	Q7T321	KCMF1_DANRE	kcmf1	383	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase KCMF1	1.0	0.999	8	23	23	23	23	23	23	5.8626427E9	
sp|Q7T322|NAA35_DANRE	Q7T322	NAA35_DANRE	naa35	724	Danio rerio	2:Experimental evidence at transcript level	N-alpha-acetyltransferase 35, NatC auxiliary subunit	1.0	0.999	29	44	44	44	44	44	44	7.6323272E9	
sp|Q7T326|CISD2_DANRE	Q7T326	CISD2_DANRE	cisd2	135	Danio rerio	2:Experimental evidence at transcript level	CDGSH iron-sulfur domain-containing protein 2	1.0	0.9989	9	27	27	27	27	27	27	2.28449014E10	
sp|Q7T330|SPOP_DANRE	Q7T330	SPOP_DANRE	spop	374	Danio rerio	2:Experimental evidence at transcript level	Speckle-type POZ protein	0.9611	0.9988	1	1	1	1	1	1	1	2.6317446E7	
sp|Q7T338|FGOP2_DANRE	Q7T338	FGOP2_DANRE	fgfr1op2	215	Danio rerio	2:Experimental evidence at transcript level	FGFR1 oncogene partner 2 homolog	1.0	0.999	14	25	25	25	25	25	25	9.8883963E9	
sp|Q7T339|CHMP5_DANRE	Q7T339	CHMP5_DANRE	chmp5	220	Danio rerio	2:Experimental evidence at transcript level	Charged multivesicular body protein 5	1.0	0.999	9	59	59	59	59	59	59	3.02932664E10	
sp|Q7T347|UFSP2_DANRE	Q7T347	UFSP2_DANRE	ufsp2	401	Danio rerio	2:Experimental evidence at transcript level	Ufm1-specific protease 2	1.0	0.999	13	56	56	56	56	56	56	1.02163466E10	
sp|Q7T352|TM263_DANRE	Q7T352	TM263_DANRE	tmem263	120	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 263	1.0	0.999	10	41	41	41	41	41	41	2.87541494E10	
sp|Q7T356|143BB_DANRE	Q7T356	143BB_DANRE	ywhabb	242	Danio rerio	2:Experimental evidence at transcript level	14-3-3 protein beta/alpha-B	1.0	0.999	20	153	91	369	153	91	369	1.67593722E11	
sp|Q7T370|CDV3_DANRE	Q7T370	CDV3_DANRE	cdv3	236	Danio rerio	2:Experimental evidence at transcript level	Protein CDV3 homolog	1.0	0.999	17	97	97	97	97	97	97	4.1908736E10	
sp|Q7T381|BOKB_DANRE	Q7T381	BOKB_DANRE	bokb	211	Danio rerio	2:Experimental evidence at transcript level	Bcl-2-related ovarian killer protein homolog B	0.6277	0.9723	2	2	2	2	2	2	2	5.5654544E7	
sp|Q7T385|VTC1A_DANRE	Q7T385	VTC1A_DANRE	atp6v1c1a	383	Danio rerio	2:Experimental evidence at transcript level	V-type proton ATPase subunit C 1-A	1.0	0.999	29	83	60	83	83	60	83	2.80745882E10	
sp|Q7T392|T179B_DANRE	Q7T392	T179B_DANRE	tmem179b	219	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 179B	0.9929	0.9973	3	3	3	3	3	3	3	1.18902272E9	
sp|Q7T394|LIS1A_DANRE	Q7T394	LIS1A_DANRE	pafah1b1a	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog A	1.0	0.999	26	121	65	121	121	65	121	8.1216053E10	
sp|Q7T3A4|RAB13_DANRE	Q7T3A4	RAB13_DANRE	rab13	200	Danio rerio	1:Experimental evidence at protein level	Ras-related protein Rab-13	1.0	0.999	9	47	47	47	47	47	47	7.3937666E10	
sp|Q7T3B0|EIF3M_DANRE	Q7T3B0	EIF3M_DANRE	eif3m	375	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit M	1.0	0.999	22	88	88	88	88	88	88	4.0891769E10	
sp|Q7T3B2|HRG1A_DANRE	Q7T3B2	HRG1A_DANRE	slc48a1b	144	Danio rerio	1:Experimental evidence at protein level	Heme transporter hrg1-A	0.9747	0.9977	2	3	3	3	3	3	3	9.37276E7	
sp|Q7T3C3|CUTA_DANRE	Q7T3C3	CUTA_DANRE	cuta	150	Danio rerio	2:Experimental evidence at transcript level	Protein CutA homolog	0.5491	0.9609	2	2	2	2	2	2	2	5.4894808E7	
sp|Q7T3C6|CPSF5_DANRE	Q7T3C6	CPSF5_DANRE	nudt21	228	Danio rerio	2:Experimental evidence at transcript level	Cleavage and polyadenylation specificity factor subunit 5	1.0	0.999	12	35	35	35	35	35	35	1.24951429E10	
