Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Set_1_1 Spectral Count	Set_1_2 Spectral Count	Set_1_3 Spectral Count	Set_2_1 Spectral Count	Set_2_2 Spectral Count	Set_2_3 Spectral Count	Set_1_1 Unique Spectral Count	Set_1_2 Unique Spectral Count	Set_1_3 Unique Spectral Count	Set_2_1 Unique Spectral Count	Set_2_2 Unique Spectral Count	Set_2_3 Unique Spectral Count	Set_1_1 Total Spectral Count	Set_1_2 Total Spectral Count	Set_1_3 Total Spectral Count	Set_2_1 Total Spectral Count	Set_2_2 Total Spectral Count	Set_2_3 Total Spectral Count	Set_1_1 Intensity	Set_1_2 Intensity	Set_1_3 Intensity	Set_2_1 Intensity	Set_2_2 Intensity	Set_2_3 Intensity	Set_1_1 MaxLFQ Intensity	Set_1_2 MaxLFQ Intensity	Set_1_3 MaxLFQ Intensity	Set_2_1 MaxLFQ Intensity	Set_2_2 MaxLFQ Intensity	Set_2_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7ZUW6|WIPI3_DANRE	Q7ZUW6	WIPI3_DANRE	wdr45b	344	Danio rerio	2:Experimental evidence at transcript level	WD repeat domain phosphoinositide-interacting protein 3	0.9743	0.9986	1	4	4	4	3	1	0	0	0	0	3	1	0	0	0	0	3	1	0	0	0	0	4641815.0	3953802.0	4618331.0	2401115.8	1645793.6	1455358.6	4641815.0	3953802.0	4618331.0	2401115.8	1645793.6	1455358.6	
sp|Q7ZUY3|H2AX_DANRE	Q7ZUY3	H2AX_DANRE	h2ax	142	Danio rerio	2:Experimental evidence at transcript level	Histone H2AX	1.0	0.999	5	161	125	161	25	26	26	28	29	27	19	20	20	22	23	21	25	26	26	28	29	27	1.08456333E9	1.06675629E9	1.09159373E9	9.348288E8	9.2421933E8	9.657207E8	4.518984E8	4.31617632E8	4.37836288E8	4.16619424E8	4.09302656E8	4.96285568E8	
sp|Q7ZV03|VP26B_DANRE	Q7ZV03	VP26B_DANRE	vps26b	331	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 26B	1.0	0.9989	8	60	39	60	8	9	9	6	13	15	3	5	4	5	10	12	8	9	9	6	13	15	1.5050123E7	1.5932774E7	1.5527315E7	1.4838918E7	1.6730748E7	1.5112478E7	6550747.0	5625230.5	5770676.5	6865747.0	7804061.0	7172188.5	
sp|Q7ZV22|MTAP_DANRE	Q7ZV22	MTAP_DANRE	mtap	280	Danio rerio	2:Experimental evidence at transcript level	S-methyl-5'-thioadenosine phosphorylase	1.0	0.999	12	232	232	232	35	43	38	40	40	36	35	43	38	40	40	36	35	43	38	40	40	36	1.54388736E8	1.53010912E8	1.60009744E8	1.4891864E8	1.45943648E8	1.52644832E8	2.9645958E7	2.795321E7	2.821783E7	2.655512E7	2.6549188E7	2.838703E7	
sp|Q7ZV34|MCTS1_DANRE	Q7ZV34	MCTS1_DANRE	mcts1	181	Danio rerio	2:Experimental evidence at transcript level	Malignant T-cell-amplified sequence 1	1.0	0.999	3	46	46	46	8	8	7	9	8	6	8	8	7	9	8	6	8	8	7	9	8	6	1.2373182E7	1.1406397E7	1.1982482E7	1.3126897E7	1.3072017E7	1.2799206E7	8764945.0	7668804.5	8723469.0	8123424.5	7796376.0	7957399.5	
sp|Q7ZV43|TOLIP_DANRE	Q7ZV43	TOLIP_DANRE	tollip	276	Danio rerio	2:Experimental evidence at transcript level	Toll-interacting protein	1.0	0.999	6	50	50	50	1	0	1	17	15	16	1	0	1	17	15	16	1	0	1	17	15	16	2646583.5	437778.47	1598564.5	3.9192332E7	3.2684224E7	3.0480734E7	4518022.0	345171.66	2728933.2	9553351.0	7963841.5	7582298.5	
sp|Q7ZV50|MAGT1_DANRE	Q7ZV50	MAGT1_DANRE	magt1	328	Danio rerio	1:Experimental evidence at protein level	Magnesium transporter protein 1	1.0	0.9963	5	67	67	67	14	18	13	10	5	7	14	18	13	10	5	7	14	18	13	10	5	7	3.8751684E7	1.3910349E7	3.8110032E7	3.8541888E7	3.9535552E7	4.1787048E7	2.0715476E7	2.2233666E7	2.4244786E7	1.9326226E7	1.9004344E7	2.2298786E7	
sp|Q7ZV55|EIF3I_DANRE	Q7ZV55	EIF3I_DANRE	eif3i	325	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit I	1.0	0.999	14	356	356	356	56	66	60	52	62	60	56	66	60	52	62	60	56	66	60	52	62	60	1.68677184E8	1.76015488E8	1.8063776E8	1.51101344E8	1.53200336E8	1.73816224E8	3.5512788E7	3.4208476E7	3.391292E7	3.2120886E7	3.2667104E7	3.245708E7	
sp|Q7ZV68|VPS29_DANRE	Q7ZV68	VPS29_DANRE	vps29	182	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein sorting-associated protein 29	1.0	0.9981	8	73	73	73	8	11	9	18	14	13	8	11	9	18	14	13	8	11	9	18	14	13	4.9164344E7	5.1128196E7	4.7126324E7	3.4836392E7	3.6923552E7	3.6633928E7	2.4262728E7	2.4931966E7	2.3749114E7	1.867246E7	2.0453306E7	2.3536174E7	
sp|Q7ZV82|RL27_DANRE	Q7ZV82	RL27_DANRE	rpl27	136	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL27	1.0	0.999	6	185	185	185	31	29	37	31	27	30	31	29	37	31	27	30	31	29	37	31	27	30	3.83065824E8	4.30971264E8	3.58856704E8	3.74729856E8	3.67286816E8	3.47827424E8	1.024224E8	1.03268016E8	9.937584E7	9.8691944E7	9.7350776E7	9.145308E7	
sp|Q7ZV96|RL10_DANRE	Q7ZV96	RL10_DANRE	rpl10	215	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein uL16	1.0	0.999	11	488	488	488	88	80	79	76	83	82	88	80	79	76	83	82	88	80	79	76	83	82	5.4226349E8	5.31808096E8	5.5239469E8	4.28371072E8	4.3981152E8	4.38463744E8	7.924448E7	7.8910368E7	8.1626192E7	6.5699184E7	6.5828172E7	6.5669556E7	
sp|Q7ZVA0|SMU1_DANRE	Q7ZVA0	SMU1_DANRE	smu1	513	Danio rerio	2:Experimental evidence at transcript level	WD40 repeat-containing protein SMU1	1.0	0.999	16	332	332	332	60	61	47	56	59	49	60	61	47	56	59	49	60	61	47	56	59	49	7.7599272E7	7.5159072E7	7.8600208E7	9.23996E7	9.0005936E7	8.9642896E7	9071395.0	8663659.0	9159560.0	9617042.0	9383757.0	9540770.0	
sp|Q7ZVA6|IF4A3_DANRE	Q7ZVA6	IF4A3_DANRE	eif4a3	406	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic initiation factor 4A-III	1.0	0.999	18	348	348	348	62	56	53	61	58	58	62	56	53	61	58	58	62	56	53	61	58	58	1.2513188E8	1.26614792E8	1.32375072E8	2.04594E8	2.0840232E8	2.15103792E8	4.427968E7	4.1711332E7	4.12427E7	5.8060332E7	5.5763088E7	5.4899344E7	
sp|Q7ZVB2|A9A1A_DANRE	Q7ZVB2	A9A1A_DANRE	aldh9a1a	508	Danio rerio	2:Experimental evidence at transcript level	4-trimethylaminobutyraldehyde dehydrogenase A	1.0	0.999	31	1241	1206	1241	248	229	225	187	176	176	242	223	219	181	170	171	248	229	225	187	176	176	1.28962214E9	1.33460365E9	1.26573312E9	9.9379725E8	9.8174778E8	9.6691642E8	1.37637952E8	1.37192E8	1.3567776E8	1.05212448E8	1.04496376E8	1.02622448E8	
sp|Q7ZVE0|GAR1_DANRE	Q7ZVE0	GAR1_DANRE	gar1	226	Danio rerio	2:Experimental evidence at transcript level	H/ACA ribonucleoprotein complex subunit 1	0.9672	0.9945	2	44	44	44	7	10	6	8	6	7	7	10	6	8	6	7	7	10	6	8	6	7	5101652.0	5215661.5	5180859.0	8437670.0	8649119.0	8090335.0	3453681.8	3598180.0	3522517.2	5751328.5	5867625.0	5711110.0	
sp|Q7ZVE6|PLGT2_DANRE	Q7ZVE6	PLGT2_DANRE	poglut2	500	Danio rerio	2:Experimental evidence at transcript level	Protein O-glucosyltransferase 2	1.0	0.9939	4	20	20	20	1	4	6	3	0	6	1	4	6	3	0	6	1	4	6	3	0	6	4175208.5	4097213.2	4457981.0	2.4559704E7	2.7652536E7	1.8517766E7	6648815.0	7203180.5	7125506.5	6672519.0	5044793.0	5306820.0	
sp|Q7ZVF3|SDHA_DANRE	Q7ZVF3	SDHA_DANRE	sdha	661	Danio rerio	2:Experimental evidence at transcript level	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.0	0.999	24	874	874	874	164	157	161	131	130	131	164	157	161	131	130	131	164	157	161	131	130	131	6.056345E8	6.2474202E8	6.3568422E8	5.4252973E8	5.18971488E8	5.13631264E8	7.3520704E7	7.4201736E7	7.5063032E7	6.4038696E7	5.9471924E7	5.9611756E7	
sp|Q7ZVF9|ACTB2_DANRE	Q7ZVF9	ACTB2_DANRE	actbb	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 2	1.0	0.999	25	5045	116	5045	824	834	813	831	884	859	17	21	17	19	23	19	824	834	813	831	884	859	2.67352535E10	3.01608366E10	2.66746409E10	3.9165727E10	3.33698314E10	3.9586492E10	4.7205084E9	4.7690092E9	4.8771328E9	6.034967E9	6.0782674E9	6.1102618E9	
sp|Q7ZVI7|ACTB1_DANRE	Q7ZVI7	ACTB1_DANRE	actba	375	Danio rerio	1:Experimental evidence at protein level	Actin, cytoplasmic 1	1.0	0.999	24	107	107	5036	21	17	19	15	17	18	21	17	19	15	17	18	828	830	815	827	878	858	1.39211232E8	1.54485792E8	1.44416048E8	2.04609872E8	1.98840128E8	2.23428992E8	1.15839152E8	1.3134956E8	1.22592744E8	1.64219248E8	1.60707328E8	1.73222112E8	
sp|Q7ZVK3|SIR2_DANRE	Q7ZVK3	SIR2_DANRE	sirt2	379	Danio rerio	1:Experimental evidence at protein level	NAD-dependent protein deacetylase sirtuin-2	1.0	0.999	8	114	114	114	11	14	11	22	27	29	11	14	11	22	27	29	11	14	11	22	27	29	3.4736252E7	4.8778108E7	4.4654696E7	4.59377E7	4.9602248E7	4.535376E7	8455247.0	9687010.0	9111245.0	9875637.0	1.0682779E7	9989764.0	
sp|Q7ZVK4|VPS36_DANRE	Q7ZVK4	VPS36_DANRE	vps36	382	Danio rerio	2:Experimental evidence at transcript level	Vacuolar protein-sorting-associated protein 36	0.9701	0.9975	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	1300981.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7ZVN5|SRP54_DANRE	Q7ZVN5	SRP54_DANRE	srp54	504	Danio rerio	2:Experimental evidence at transcript level	Signal recognition particle subunit SRP54	1.0	0.9989	5	28	28	28	4	2	2	9	5	6	4	2	2	9	5	6	4	2	2	9	5	6	3243575.0	3373717.2	2861468.5	1.1345317E7	9445280.0	9338663.0	2347351.8	2197131.8	2043102.0	6249767.5	5577588.0	5150366.0	
sp|Q7ZVR1|WDR75_DANRE	Q7ZVR1	WDR75_DANRE	wdr75	832	Danio rerio	2:Experimental evidence at transcript level	WD repeat-containing protein 75	1.0	0.999	7	29	29	29	5	7	9	3	3	2	5	7	9	3	3	2	5	7	9	3	3	2	6274399.0	8978910.0	8997520.0	3624599.2	3210452.8	3590951.5	2354315.2	2292604.5	2229239.2	1704404.2	1500704.8	1540589.4	
sp|Q7ZVR6|MYNN_DANRE	Q7ZVR6	MYNN_DANRE	mynn	810	Danio rerio	2:Experimental evidence at transcript level	Myoneurin	0.9638	0.9759	2	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	186813.48	128765.984	0.0	0.0	0.0	0.0	186813.48	128765.984	
sp|Q7ZVT5|ROGDI_DANRE	Q7ZVT5	ROGDI_DANRE	rogdi	284	Danio rerio	2:Experimental evidence at transcript level	Protein rogdi homolog	1.0	0.9942	5	14	14	14	0	0	2	7	4	1	0	0	2	7	4	1	0	0	2	7	4	1	1426542.6	2037127.9	3797925.5	1.2877842E7	1.206284E7	1.2258017E7	1918236.1	2267468.5	2060835.1	2995814.2	3136521.5	2823627.5	
sp|Q7ZVX6|UBA3_DANRE	Q7ZVX6	UBA3_DANRE	uba3	462	Danio rerio	2:Experimental evidence at transcript level	NEDD8-activating enzyme E1 catalytic subunit	1.0	0.999	12	165	165	165	31	32	23	30	26	23	31	32	23	30	26	23	31	32	23	30	26	23	4.1721564E7	4.1145872E7	4.1332144E7	3.7133104E7	3.7797604E7	3.7810868E7	7253713.5	7328471.0	7010065.5	7285451.0	7551222.5	7549656.5	
sp|Q7ZVY5|CISY_DANRE	Q7ZVY5	CISY_DANRE	cs	468	Danio rerio	2:Experimental evidence at transcript level	Citrate synthase, mitochondrial	1.0	0.999	19	696	696	696	109	113	102	123	125	124	109	113	102	123	125	124	109	113	102	123	125	124	1.01327341E9	1.01550464E9	1.04285005E9	1.05968973E9	1.10158566E9	1.12595674E9	1.22432208E8	1.19601584E8	1.21388984E8	1.2957084E8	1.30975256E8	1.30658096E8	
sp|Q7ZVZ6|PREP_DANRE	Q7ZVZ6	PREP_DANRE	pitrm1	1023	Danio rerio	2:Experimental evidence at transcript level	Presequence protease, mitochondrial	1.0	0.999	27	437	437	437	84	81	74	66	62	70	84	81	74	66	62	70	84	81	74	66	62	70	1.46499312E8	1.48952192E8	1.59828352E8	1.20900024E8	1.17239216E8	1.15339112E8	1.345847E7	1.3590943E7	1.4293001E7	1.1047982E7	1.073926E7	1.08041E7	
sp|Q7ZW00|AGK_DANRE	Q7ZW00	AGK_DANRE	agk	422	Danio rerio	2:Experimental evidence at transcript level	Acylglycerol kinase, mitochondrial	1.0	0.9942	5	17	17	17	7	2	3	1	2	2	7	2	3	1	2	2	7	2	3	1	2	2	1.0010804E7	8808250.0	9524781.0	4213618.0	5157164.0	4810619.0	3045289.8	2639114.2	2802099.2	2480863.5	3105040.5	2895199.5	
sp|Q7ZW33|UTP15_DANRE	Q7ZW33	UTP15_DANRE	utp15	517	Danio rerio	2:Experimental evidence at transcript level	U3 small nucleolar RNA-associated protein 15 homolog	0.8543	0.991	1	4	4	4	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1712866.2	1400966.6	2051625.8	831739.56	868927.1	1140186.1	1712866.2	1400966.6	2051625.8	831739.56	868927.1	1140186.1	
sp|Q7ZW34|CNTN5_DANRE	Q7ZW34	CNTN5_DANRE	cntn5	1056	Danio rerio	2:Experimental evidence at transcript level	Contactin-5	0.9998	0.999	2	11	11	11	4	3	3	0	0	1	4	3	3	0	0	1	4	3	3	0	0	1	977318.9	982670.9	832737.56	0.0	0.0	0.0	693032.9	665772.4	585339.9	0.0	0.0	0.0	
sp|Q7ZW38|SPS1_DANRE	Q7ZW38	SPS1_DANRE	sephs1	392	Danio rerio	1:Experimental evidence at protein level	Selenide, water dikinase 1	1.0	0.999	11	274	274	274	43	54	46	45	48	38	43	54	46	45	48	38	43	54	46	45	48	38	1.54569344E8	1.56735712E8	1.56779072E8	1.4812824E8	1.56206384E8	1.57922912E8	1.9976278E7	2.045883E7	2.020564E7	1.9656188E7	1.949887E7	1.9560922E7	
sp|Q7ZW41|RPB7_DANRE	Q7ZW41	RPB7_DANRE	polr2g	172	Danio rerio	2:Experimental evidence at transcript level	DNA-directed RNA polymerase II subunit RPB7	0.8926	0.9949	1	4	4	4	0	2	0	1	0	1	0	2	0	1	0	1	0	2	0	1	0	1	500482.66	921070.1	536136.6	690256.25	735085.25	1102564.8	500482.66	921070.1	536136.6	690256.25	735085.25	1102564.8	
sp|Q7ZW47|STAU2_DANRE	Q7ZW47	STAU2_DANRE	stau2	606	Danio rerio	2:Experimental evidence at transcript level	Double-stranded RNA-binding protein Staufen homolog 2	1.0	0.999	10	221	221	221	39	39	36	39	30	38	39	39	36	39	30	38	39	39	36	39	30	38	5.0566176E7	5.097176E7	9.6004632E7	9.5147232E7	8.0451E7	7.991068E7	3.0490296E7	3.0367152E7	3.213852E7	2.9287266E7	2.8802982E7	2.6326744E7	
sp|Q7ZWA3|RBMX_DANRE	Q7ZWA3	RBMX_DANRE	rbmx	379	Danio rerio	2:Experimental evidence at transcript level	RNA-binding motif protein, X chromosome	1.0	0.9989	4	22	22	22	2	0	0	5	7	8	2	0	0	5	7	8	2	0	0	5	7	8	1080036.4	757704.5	1042783.1	1.044259E7	1.1076134E7	1.0887729E7	1080036.4	757704.5	1042783.1	6314590.0	6586801.5	6502577.0	
sp|Q7ZWC4|PELO_DANRE	Q7ZWC4	PELO_DANRE	pelo	385	Danio rerio	2:Experimental evidence at transcript level	Protein pelota homolog	1.0	0.9989	3	25	25	25	6	6	6	3	4	0	6	6	6	3	4	0	6	6	6	3	4	0	2153091.2	2942503.0	2137298.8	2018166.4	1782870.2	2078096.8	2200392.0	2713507.2	2297447.0	1660191.8	1782870.2	2078096.8	
sp|Q7ZWD4|UAP1L_DANRE	Q7ZWD4	UAP1L_DANRE	uap1l1	505	Danio rerio	2:Experimental evidence at transcript level	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	1.0	0.999	13	252	252	252	44	40	39	42	48	39	44	40	39	42	48	39	44	40	39	42	48	39	5.875458E7	5.2117992E7	5.6661792E7	6.4376852E7	7.656512E7	6.693684E7	1.2127005E7	1.0535621E7	1.1502992E7	1.2623295E7	1.3268968E7	1.2363302E7	
sp|Q7ZWE9|KCY_DANRE	Q7ZWE9	KCY_DANRE	cmpk	196	Danio rerio	2:Experimental evidence at transcript level	UMP-CMP kinase	1.0	0.999	8	142	142	142	13	11	14	36	35	33	13	11	14	36	35	33	13	11	14	36	35	33	4.1170236E7	4.1958212E7	5.0781504E7	1.0464928E8	1.01552368E8	1.03047032E8	1.2749756E7	1.3591807E7	1.3202537E7	2.7279204E7	2.6093062E7	2.7397572E7	
sp|Q7ZWF0|RAE1L_DANRE	Q7ZWF0	RAE1L_DANRE	rae1	368	Danio rerio	2:Experimental evidence at transcript level	mRNA export factor	1.0	0.999	11	170	170	170	36	37	30	23	22	22	36	37	30	23	22	22	36	37	30	23	22	22	5.2965884E7	5.0820396E7	4.0636672E7	4.121096E7	3.339411E7	3.688894E7	1.480156E7	1.4724627E7	1.4502331E7	1.0446132E7	8995832.0	1.0376176E7	
sp|Q7ZWG9|SGMR1_DANRE	Q7ZWG9	SGMR1_DANRE	sigmar1	222	Danio rerio	2:Experimental evidence at transcript level	Sigma non-opioid intracellular receptor 1	0.8689	0.992	1	12	12	12	5	2	3	1	1	0	5	2	3	1	1	0	5	2	3	1	1	0	1054194.0	1245998.1	859643.94	451208.94	766895.5	733441.25	1054194.0	1245998.1	859643.94	451208.94	766895.5	733441.25	
sp|Q7ZWJ4|RL18A_DANRE	Q7ZWJ4	RL18A_DANRE	rpl18a	176	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL20	1.0	0.999	11	395	395	395	66	67	68	64	66	64	66	67	68	64	66	64	66	67	68	64	66	64	7.4357043E8	7.524375E8	7.145335E8	6.3908896E8	6.3885952E8	6.1392589E8	1.5182552E8	1.52566112E8	1.4483672E8	1.26002632E8	1.287678E8	1.25511128E8	
sp|Q7ZWJ7|RL34_DANRE	Q7ZWJ7	RL34_DANRE	rpl34	117	Danio rerio	1:Experimental evidence at protein level	Large ribosomal subunit protein eL34	1.0	0.9989	8	214	214	214	35	39	39	38	33	30	35	39	39	38	33	30	35	39	39	38	33	30	3.09290048E8	3.09739616E8	2.99161536E8	2.48466944E8	2.83577472E8	2.50277616E8	1.34817776E8	1.41516352E8	1.39124544E8	1.09542576E8	1.19658872E8	1.0764948E8	
sp|Q802F3|SEP15_DANRE	Q802F3	SEP15_DANRE	selenof	153	Danio rerio	2:Experimental evidence at transcript level	Selenoprotein F	0.969	0.9986	1	10	10	10	4	2	3	1	0	0	4	2	3	1	0	0	4	2	3	1	0	0	223902.22	209501.05	413234.16	0.0	0.0	0.0	223902.22	209501.05	413234.16	0.0	0.0	0.0	
sp|Q802U2|MIOS_DANRE	Q802U2	MIOS_DANRE	mios	876	Danio rerio	2:Experimental evidence at transcript level	GATOR2 complex protein MIOS	1.0	0.9935	2	2	2	2	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0.0	0.0	233065.33	416304.28	755541.4	0.0	0.0	0.0	233065.33	416304.28	755541.4	0.0	
sp|Q802W2|A9A1B_DANRE	Q802W2	A9A1B_DANRE	aldh9a1b	518	Danio rerio	2:Experimental evidence at transcript level	4-trimethylaminobutyraldehyde dehydrogenase B	1.0	0.999	8	50	50	85	10	9	11	6	7	7	10	9	11	6	7	7	16	15	17	12	13	12	2.7211912E7	2.9211282E7	2.7454514E7	2.018662E7	2.0159292E7	2.4123524E7	1.2286499E7	1.1833562E7	1.1054933E7	1.1339176E7	1.1313819E7	1.3680569E7	
sp|Q803A6|MCMBP_DANRE	Q803A6	MCMBP_DANRE	mcmbp	631	Danio rerio	2:Experimental evidence at transcript level	Mini-chromosome maintenance complex-binding protein	1.0	0.999	7	53	53	53	17	15	9	3	5	4	17	15	9	3	5	4	17	15	9	3	5	4	7195803.0	6790654.0	8150615.0	2497228.5	3095425.2	2037904.9	2433043.0	2441121.2	2917089.0	1235639.1	1122743.5	645103.0	
sp|Q803C3|HDAC3_DANRE	Q803C3	HDAC3_DANRE	hdac3	428	Danio rerio	2:Experimental evidence at transcript level	Histone deacetylase 3	1.0	0.9967	4	20	20	20	5	4	4	2	3	2	5	4	4	2	3	2	5	4	4	2	3	2	1.0339716E7	1.0219355E7	1.2360885E7	1.2333193E7	1.1002322E7	1.1269049E7	7890454.5	7716724.5	9160844.0	8895016.0	8806342.0	8692716.0	
sp|Q803C9|PTSS1_DANRE	Q803C9	PTSS1_DANRE	ptdss1	465	Danio rerio	2:Experimental evidence at transcript level	Phosphatidylserine synthase 1	0.9998	0.999	2	11	11	11	0	0	1	4	2	4	0	0	1	4	2	4	0	0	1	4	2	4	0.0	0.0	0.0	364859.0	581842.8	1002412.6	0.0	0.0	0.0	0.0	581842.8	1002412.6	
sp|Q803D2|LIS1B_DANRE	Q803D2	LIS1B_DANRE	pafah1b1b	410	Danio rerio	2:Experimental evidence at transcript level	Lissencephaly-1 homolog B	1.0	0.999	15	61	61	179	9	15	11	8	10	8	9	15	11	8	10	8	30	31	30	29	28	31	1.3171924E7	1.4919789E7	1.6738667E7	1.3395527E7	1.1667896E7	1.34803E7	7837566.0	8446063.0	8267941.0	6135320.5	6560112.0	7269207.5	
sp|Q803E0|PALD_DANRE	Q803E0	PALD_DANRE	pald1	860	Danio rerio	2:Experimental evidence at transcript level	Paladin	0.9984	0.9986	1	6	6	6	3	1	2	0	0	0	3	1	2	0	0	0	3	1	2	0	0	0	588254.56	658541.3	486793.2	0.0	0.0	0.0	588254.56	658541.3	486793.2	0.0	0.0	0.0	
sp|Q803F5|APMAP_DANRE	Q803F5	APMAP_DANRE	apmap	415	Danio rerio	2:Experimental evidence at transcript level	Adipocyte plasma membrane-associated protein	1.0	0.999	14	135	135	135	26	22	21	21	21	24	26	22	21	21	21	24	26	22	21	21	21	24	7.1367896E7	7.3210824E7	7.5511648E7	5.5289892E7	4.99868E7	5.2878728E7	1.4225023E7	1.3871091E7	1.3036148E7	1.1466077E7	1.0764238E7	1.1597341E7	
sp|Q803F6|RSSA_DANRE	Q803F6	RSSA_DANRE	rpsa	308	Danio rerio	1:Experimental evidence at protein level	Small ribosomal subunit protein uS2	1.0	0.999	17	818	818	818	150	149	141	126	128	124	150	149	141	126	128	124	150	149	141	126	128	124	1.52104435E9	1.44053824E9	1.48588672E9	1.51941914E9	1.55461491E9	1.52485402E9	2.51430784E8	2.4116792E8	2.45278896E8	2.51160032E8	2.57818736E8	2.51844192E8	
sp|Q803G5|SAM5A_DANRE	Q803G5	SAM5A_DANRE	samm50a	469	Danio rerio	2:Experimental evidence at transcript level	Sorting and assembly machinery component 50 homolog A	1.0	0.9989	12	193	130	193	38	45	41	22	24	23	24	29	26	16	18	17	38	45	41	22	24	23	9.7292376E7	9.7586528E7	9.2163712E7	5.4910116E7	5.6370736E7	5.732956E7	1.8275266E7	1.8479854E7	1.7389872E7	1.2454225E7	1.3112763E7	1.281761E7	
sp|Q803I2|ERGI3_DANRE	Q803I2	ERGI3_DANRE	ergic3	383	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum-Golgi intermediate compartment protein 3	1.0	0.999	4	15	15	15	2	4	3	2	4	0	2	4	3	2	4	0	2	4	3	2	4	0	3795116.2	3899306.8	4227961.5	3301547.8	5126585.0	1053419.8	3795116.2	3026146.0	3406497.2	3301547.8	4163792.0	1053419.8	
sp|Q803L0|LN28A_DANRE	Q803L0	LN28A_DANRE	lin28a	202	Danio rerio	1:Experimental evidence at protein level	Protein lin-28 homolog A	0.9682	0.9986	1	14	14	14	1	3	3	2	3	2	1	3	3	2	3	2	1	3	3	2	3	2	691839.06	529300.25	700566.3	424566.75	153400.45	324218.16	691839.06	529300.25	700566.3	424566.75	153400.45	324218.16	
sp|Q803M5|SAAL1_DANRE	Q803M5	SAAL1_DANRE	saal1	469	Danio rerio	2:Experimental evidence at transcript level	Protein saal1	0.9999	0.9979	3	6	6	6	0	0	0	1	4	1	0	0	0	1	4	1	0	0	0	1	4	1	0.0	0.0	0.0	2550277.8	1733467.1	1766221.8	0.0	0.0	0.0	1529837.4	1174187.2	1172219.4	
sp|Q803R5|CMTR1_DANRE	Q803R5	CMTR1_DANRE	cmtr1	829	Danio rerio	2:Experimental evidence at transcript level	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1	1.0	0.9946	2	10	10	10	0	3	2	2	1	2	0	3	2	2	1	2	0	3	2	2	1	2	4962037.0	5222145.0	4605583.0	2551114.5	1796503.6	2982689.2	2383317.0	2555461.0	2396791.2	2835119.0	1996500.6	3314739.2	
sp|Q803S3|MEMO1_DANRE	Q803S3	MEMO1_DANRE	memo1	297	Danio rerio	2:Experimental evidence at transcript level	Protein MEMO1	1.0	0.999	10	104	104	104	20	19	22	13	15	15	20	19	22	13	15	15	20	19	22	13	15	15	3.2590916E7	3.3004292E7	4.1830408E7	3.2458756E7	2.9729624E7	2.8562914E7	1.4011506E7	1.3250474E7	1.3817478E7	9993586.0	9997641.0	9030346.0	
sp|Q803T2|STRP1_DANRE	Q803T2	STRP1_DANRE	strip1	813	Danio rerio	1:Experimental evidence at protein level	Striatin-interacting protein 1 homolog	1.0	0.9985	3	16	16	16	0	0	1	6	6	3	0	0	1	6	6	3	0	0	1	6	6	3	959424.2	1087292.1	1481524.0	6237097.0	5973696.0	6351823.5	993045.06	1125393.9	1533440.6	2312633.0	2260602.5	2514536.0	
sp|Q803V5|LST8_DANRE	Q803V5	LST8_DANRE	mlst8	326	Danio rerio	2:Experimental evidence at transcript level	Target of rapamycin complex subunit lst8	1.0	0.999	5	27	27	27	4	7	5	3	5	3	4	7	5	3	5	3	4	7	5	3	5	3	7752309.5	1.1177359E7	1.1968677E7	4501868.5	3399009.0	3400337.2	5145431.0	4677891.5	5514331.5	5039423.5	4534982.0	3629828.0	
sp|Q803W1|SCRN3_DANRE	Q803W1	SCRN3_DANRE	scrn3	417	Danio rerio	2:Experimental evidence at transcript level	Secernin-3	1.0	0.999	7	46	46	46	8	6	5	10	10	7	8	6	5	10	10	7	8	6	5	10	10	7	1.7323368E7	1.5423533E7	1.5786447E7	1.700138E7	1.7666526E7	1.9089596E7	8286992.5	8131983.0	8323049.5	9144804.0	9425291.0	1.0339093E7	
