Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	24hpf_FT1_1 Spectral Count	24hpf_FT1_2 Spectral Count	24hpf_FT1_3 Spectral Count	24hpf_pH11_1 Spectral Count	24hpf_pH11_2 Spectral Count	24hpf_pH11_3 Spectral Count	24hpf_pH2_1 Spectral Count	24hpf_pH2_2 Spectral Count	24hpf_pH2_3 Spectral Count	24hpf_pH5_1 Spectral Count	24hpf_pH5_2 Spectral Count	24hpf_pH5_3 Spectral Count	24hpf_pH8_1 Spectral Count	24hpf_pH8_2 Spectral Count	24hpf_pH8_3 Spectral Count	24hpf_FT1_1 Unique Spectral Count	24hpf_FT1_2 Unique Spectral Count	24hpf_FT1_3 Unique Spectral Count	24hpf_pH11_1 Unique Spectral Count	24hpf_pH11_2 Unique Spectral Count	24hpf_pH11_3 Unique Spectral Count	24hpf_pH2_1 Unique Spectral Count	24hpf_pH2_2 Unique Spectral Count	24hpf_pH2_3 Unique Spectral Count	24hpf_pH5_1 Unique Spectral Count	24hpf_pH5_2 Unique Spectral Count	24hpf_pH5_3 Unique Spectral Count	24hpf_pH8_1 Unique Spectral Count	24hpf_pH8_2 Unique Spectral Count	24hpf_pH8_3 Unique Spectral Count	24hpf_FT1_1 Total Spectral Count	24hpf_FT1_2 Total Spectral Count	24hpf_FT1_3 Total Spectral Count	24hpf_pH11_1 Total Spectral Count	24hpf_pH11_2 Total Spectral Count	24hpf_pH11_3 Total Spectral Count	24hpf_pH2_1 Total Spectral Count	24hpf_pH2_2 Total Spectral Count	24hpf_pH2_3 Total Spectral Count	24hpf_pH5_1 Total Spectral Count	24hpf_pH5_2 Total Spectral Count	24hpf_pH5_3 Total Spectral Count	24hpf_pH8_1 Total Spectral Count	24hpf_pH8_2 Total Spectral Count	24hpf_pH8_3 Total Spectral Count	24hpf_FT1_1 Intensity	24hpf_FT1_2 Intensity	24hpf_FT1_3 Intensity	24hpf_pH11_1 Intensity	24hpf_pH11_2 Intensity	24hpf_pH11_3 Intensity	24hpf_pH2_1 Intensity	24hpf_pH2_2 Intensity	24hpf_pH2_3 Intensity	24hpf_pH5_1 Intensity	24hpf_pH5_2 Intensity	24hpf_pH5_3 Intensity	24hpf_pH8_1 Intensity	24hpf_pH8_2 Intensity	24hpf_pH8_3 Intensity	24hpf_FT1_1 MaxLFQ Intensity	24hpf_FT1_2 MaxLFQ Intensity	24hpf_FT1_3 MaxLFQ Intensity	24hpf_pH11_1 MaxLFQ Intensity	24hpf_pH11_2 MaxLFQ Intensity	24hpf_pH11_3 MaxLFQ Intensity	24hpf_pH2_1 MaxLFQ Intensity	24hpf_pH2_2 MaxLFQ Intensity	24hpf_pH2_3 MaxLFQ Intensity	24hpf_pH5_1 MaxLFQ Intensity	24hpf_pH5_2 MaxLFQ Intensity	24hpf_pH5_3 MaxLFQ Intensity	24hpf_pH8_1 MaxLFQ Intensity	24hpf_pH8_2 MaxLFQ Intensity	24hpf_pH8_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q7SZE8|TP8L1_DANRE	Q7SZE8	TP8L1_DANRE	tnfaip8l1	186	Danio rerio	1:Experimental evidence at protein level	Tumor necrosis factor alpha-induced protein 8-like protein 1	0.9624	0.9985	1	5	5	5	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0.0	141846.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SZF1|CE022_DANRE	Q7SZF1	CE022_DANRE	zgc:56556	439	Danio rerio	2:Experimental evidence at transcript level	UPF0489 protein C5orf22 homolog	1.0	0.999	7	31	31	31	3	2	3	4	3	5	0	1	1	1	1	1	1	2	3	3	2	3	4	3	5	0	1	1	1	1	1	1	2	3	3	2	3	4	3	5	0	1	1	1	1	1	1	2	3	325175.22	0.0	3610987.5	5.4499016E7	0.0	2.4968032E7	0.0	2.4207936E7	1.8385916E7	1.7523342E7	1.3379665E7	1.0530629E7	2.0320892E7	8949587.0	1.3392302E7	543650.25	0.0	0.0	2.114206E7	0.0	1.1496996E7	0.0	2.4207936E7	1.8385916E7	1.885507E7	1.4396485E7	1.1330929E7	2.1865226E7	9629732.0	8377577.5	
sp|Q7SZK7|OFD1_DANRE	Q7SZK7	OFD1_DANRE	ofd1	901	Danio rerio	2:Experimental evidence at transcript level	Centriole and centriolar satellite protein ofd1	0.8796	0.9948	1	3	3	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2314780.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7SZN2|RN170_DANRE	Q7SZN2	RN170_DANRE	rnf170	266	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase RNF170	0.9979	0.9982	2	3	3	3	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1135253.9	6308140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1135253.9	6308140.0	0.0	0.0	0.0	
sp|Q7SZP2|CA052_DANRE	Q7SZP2	CA052_DANRE	zgc:65873	214	Danio rerio	1:Experimental evidence at protein level	UPF0690 protein C1orf52 homolog	1.0	0.999	4	20	20	20	0	1	2	1	0	1	3	2	3	2	2	1	0	1	1	0	1	2	1	0	1	3	2	3	2	2	1	0	1	1	0	1	2	1	0	1	3	2	3	2	2	1	0	1	1	0.0	7399142.5	4827063.5	0.0	0.0	5201058.0	0.0	0.0	2.23374E7	2214185.8	1.0726085E7	1.0019659E7	0.0	9945313.0	1.1262496E7	0.0	7399142.5	4574784.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0726085E7	1.0019659E7	0.0	9945313.0	1.1262496E7	
sp|Q7SZQ0|MBOA7_DANRE	Q7SZQ0	MBOA7_DANRE	mboat7	467	Danio rerio	2:Experimental evidence at transcript level	Lysophospholipid acyltransferase 7	1.0	0.999	4	26	26	26	0	0	0	3	3	2	3	2	4	0	2	3	1	1	2	0	0	0	3	3	2	3	2	4	0	2	3	1	1	2	0	0	0	3	3	2	3	2	4	0	2	3	1	1	2	0.0	0.0	0.0	2.441388E7	1.0313166E7	8088267.0	2.8103728E8	3.6437464E7	2.55227616E8	0.0	1.308013E7	6059670.5	9101380.0	1.0509114E7	1.1002758E7	0.0	0.0	0.0	3.7976756E7	1.1450659E7	7658359.0	1522622.5	5917752.0	3344862.5	0.0	3.5055372E7	1.7207708E7	2.5845282E7	2.9842838E7	3.1244644E7	
sp|Q7SZQ4|MFFB_DANRE	Q7SZQ4	MFFB_DANRE	zgc:66022	230	Danio rerio	1:Experimental evidence at protein level	Mitochondrial fission factor homolog B	1.0	0.999	3	14	14	14	1	0	1	1	1	0	0	0	0	2	1	2	0	2	3	1	0	1	1	1	0	0	0	0	2	1	2	0	2	3	1	0	1	1	1	0	0	0	0	2	1	2	0	2	3	7624396.0	0.0	1154260.6	1.0905924E7	5785234.0	0.0	7.7071928E7	0.0	0.0	1745325.0	9573274.0	3451932.2	0.0	6016680.5	3703571.5	7624396.0	0.0	0.0	1.0905924E7	5785234.0	0.0	7.7071928E7	0.0	0.0	1745325.0	9573274.0	3451932.2	0.0	6016680.5	3703571.5	
sp|Q7SZQ7|SURF4_DANRE	Q7SZQ7	SURF4_DANRE	surf4	269	Danio rerio	2:Experimental evidence at transcript level	Surfeit locus protein 4	1.0	0.999	3	24	24	24	1	4	2	0	2	2	1	2	1	2	1	2	2	1	1	1	4	2	0	2	2	1	2	1	2	1	2	2	1	1	1	4	2	0	2	2	1	2	1	2	1	2	2	1	1	0.0	1.9434992E7	4891072.5	0.0	1.5729042E7	1.0594467E7	0.0	1.10736592E8	1.16002128E8	1.0763222E7	2.671932E7	1.4705809E7	3238696.0	1.2379557E7	7959396.5	0.0	1.9673958E7	5068177.0	0.0	1.6298587E7	1.097809E7	0.0	1.10736592E8	1.16002128E8	1.0763222E7	1.2599425E7	1.0556482E7	3355968.2	1.2827818E7	8247604.5	
sp|Q7SZR5|SUMO1_DANRE	Q7SZR5	SUMO1_DANRE	sumo1	100	Danio rerio	3:Protein inferred from homology	Small ubiquitin-related modifier 1	1.0	0.9989	4	27	25	27	4	5	3	2	3	2	0	1	0	0	1	1	1	3	1	3	5	3	1	3	2	0	1	0	0	1	1	1	3	1	4	5	3	2	3	2	0	1	0	0	1	1	1	3	1	5.9318476E7	5.7266704E7	1.701689E7	5.5780416E7	4.8947912E7	3.7829456E7	0.0	5837035.5	0.0	0.0	3.0048576E7	2.5499686E7	6.0143312E7	7.4232472E7	4.3954752E7	2.339021E7	1.4471678E7	2.119347E7	3.5472272E7	2.4673994E7	2.42977E7	0.0	6454318.5	0.0	0.0	1.9208794E7	1.5782272E7	4.0384684E7	3.6044012E7	2.951783E7	
sp|Q7T006|TELO2_DANRE	Q7T006	TELO2_DANRE	telo2	822	Danio rerio	2:Experimental evidence at transcript level	Telomere length regulation protein TEL2 homolog	1.0	0.9989	6	9	9	9	0	1	0	1	0	0	0	2	2	1	0	1	0	0	1	0	1	0	1	0	0	0	2	2	1	0	1	0	0	1	0	1	0	1	0	0	0	2	2	1	0	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6429301E7	0.0	2582895.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T010|GATB_DANRE	Q7T010	GATB_DANRE	gatb	553	Danio rerio	3:Protein inferred from homology	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial	1.0	0.999	9	26	26	26	0	1	1	1	1	1	4	2	4	1	1	1	3	3	2	0	1	1	1	1	1	4	2	4	1	1	1	3	3	2	0	1	1	1	1	1	4	2	4	1	1	1	3	3	2	0.0	0.0	324862.66	2050425.2	0.0	1.029866E7	0.0	7.1773888E7	3.1616132E7	7263306.5	0.0	782669.4	7965667.0	1.554038E7	1.1560496E7	0.0	0.0	0.0	2314419.8	0.0	1.1624624E7	0.0	4.789488E7	1.5024589E7	1.0170645E7	0.0	0.0	8991255.0	7297677.5	9296240.0	
sp|Q7T012|HDHD3_DANRE	Q7T012	HDHD3_DANRE	hdhd3	242	Danio rerio	2:Experimental evidence at transcript level	Haloacid dehalogenase-like hydrolase domain-containing protein 3	0.9965	0.9987	3	7	7	7	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	913288.6	3.713262E7	3832178.5	1.1165762E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.713262E7	3832178.5	9076283.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T070|RHBG_DANRE	Q7T070	RHBG_DANRE	rhbg	459	Danio rerio	2:Experimental evidence at transcript level	Ammonium transporter Rh type B	0.9743	0.999	1	12	12	12	0	0	0	2	1	1	0	0	0	1	1	1	0	3	2	0	0	0	2	1	1	0	0	0	1	1	1	0	3	2	0	0	0	2	1	1	0	0	0	1	1	1	0	3	2	0.0	0.0	0.0	1259719.5	0.0	0.0	0.0	0.0	0.0	0.0	1789180.9	2868339.0	0.0	3583351.8	6329997.0	0.0	0.0	0.0	1259719.5	0.0	0.0	0.0	0.0	0.0	0.0	1789180.9	2868339.0	0.0	3583351.8	6329997.0	
sp|Q7T163|KDISB_DANRE	Q7T163	KDISB_DANRE	kidins220b	1680	Danio rerio	1:Experimental evidence at protein level	Kinase D-interacting substrate of 220 kDa B	1.0	0.999	11	18	18	18	0	0	0	3	2	2	5	2	2	0	0	0	1	0	1	0	0	0	3	2	2	5	2	2	0	0	0	1	0	1	0	0	0	3	2	2	5	2	2	0	0	0	1	0	1	0.0	0.0	0.0	6.0505836E7	122020.87	2.2609396E7	1.0869872E7	3669345.0	7852211.5	0.0	0.0	0.0	2337817.0	0.0	1057946.1	0.0	0.0	0.0	1.0401908E7	1.5240336E7	4515621.5	6490545.0	9606849.0	5041820.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T292|MFRN2_DANRE	Q7T292	MFRN2_DANRE	slc25a28	376	Danio rerio	2:Experimental evidence at transcript level	Mitoferrin-2	1.0	0.9989	3	8	8	8	1	0	2	0	2	0	0	0	0	0	0	1	0	1	1	1	0	2	0	2	0	0	0	0	0	0	1	0	1	1	1	0	2	0	2	0	0	0	0	0	0	1	0	1	1	1939214.6	0.0	159151.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T293|SDE2_DANRE	Q7T293	SDE2_DANRE	sde2	467	Danio rerio	2:Experimental evidence at transcript level	Splicing regulator SDE2	1.0	0.999	9	53	53	53	8	3	6	6	5	5	3	2	2	3	3	2	2	1	2	8	3	6	6	5	5	3	2	2	3	3	2	2	1	2	8	3	6	6	5	5	3	2	2	3	3	2	2	1	2	8984278.0	2541875.8	9842425.0	3.3065226E7	1.7637194E7	2.1874628E7	1.9804062E7	3.621372E7	5.6546092E7	4.3587504E7	1.1759462E7	1.3710859E7	2.9305944E7	3.0651352E7	3.0359664E7	6030673.0	2480973.5	1.3695944E7	2.110621E7	1.4733014E7	1.8581698E7	1.3166265E7	2.407584E7	3.7480708E7	2.3550688E7	1.1975508E7	1.2683858E7	2.9844356E7	3.1214482E7	3.0917436E7	
sp|Q7T297|ARB2A_DANRE	Q7T297	ARB2A_DANRE	arb2a	415	Danio rerio	2:Experimental evidence at transcript level	Cotranscriptional regulator ARB2A homolog	1.0	0.999	8	30	30	30	0	0	0	6	1	2	2	2	1	3	1	2	5	2	3	0	0	0	6	1	2	2	2	1	3	1	2	5	2	3	0	0	0	6	1	2	2	2	1	3	1	2	5	2	3	0.0	0.0	0.0	4.566888E7	5778946.5	7399267.5	8906833.0	2.1139388E7	1.8134798E7	0.0	9673202.0	9790713.0	3.3476544E7	2.791862E7	2.3305288E7	0.0	0.0	0.0	1.1450245E7	5705198.5	3725192.2	7259633.5	1.7229942E7	1.478101E7	0.0	2.128754E7	6909479.5	1.7425456E7	1.1581617E7	7125366.0	
sp|Q7T2A3|DDA1_DANRE	Q7T2A3	DDA1_DANRE	dda1	104	Danio rerio	3:Protein inferred from homology	DET1- and DDB1-associated protein 1	1.0	0.999	3	20	20	20	0	2	2	0	1	1	0	1	0	1	2	2	3	3	2	0	2	2	0	1	1	0	1	0	1	2	2	3	3	2	0	2	2	0	1	1	0	1	0	1	2	2	3	3	2	0.0	1497907.6	793736.3	0.0	1.5693377E7	300135.56	0.0	4975792.0	0.0	4.5625328E7	4.2654728E7	2.1091936E7	6078676.5	1.1800486E7	1.0249056E7	0.0	402648.72	164216.03	0.0	1.4099794E7	269658.3	0.0	4470525.5	0.0	4.0992308E7	3.1570394E7	1.4462677E7	2.1234614E7	4.1222584E7	3.5802984E7	
sp|Q7T2A5|EIF3L_DANRE	Q7T2A5	EIF3L_DANRE	eif3l	576	Danio rerio	2:Experimental evidence at transcript level	Eukaryotic translation initiation factor 3 subunit L	1.0	0.999	24	323	323	323	15	12	14	31	29	21	21	29	26	22	22	19	26	18	18	15	12	14	31	29	21	21	29	26	22	22	19	26	18	18	15	12	14	31	29	21	21	29	26	22	22	19	26	18	18	2.07863968E8	1.20677208E8	7.8467696E7	7.1995283E8	2.67008144E8	1.6138544E8	2.93987405E9	5.0771267E9	5.2671534E9	1.53183846E9	8.2220115E8	8.0249875E8	1.50221171E9	5.4738566E8	4.07120512E8	1.58726608E8	1.32759184E8	9.1203936E7	2.05567712E8	8.5725856E7	3.4839328E7	1.034296E8	1.55481792E8	2.0996552E8	2.84250816E8	1.5441744E8	1.21417832E8	2.14172832E8	1.55273424E8	1.07839424E8	
sp|Q7T2B9|MTPN_DANRE	Q7T2B9	MTPN_DANRE	mtpn	118	Danio rerio	3:Protein inferred from homology	Myotrophin	1.0	0.999	3	51	51	51	2	0	0	5	4	3	5	8	7	4	2	2	4	3	2	2	0	0	5	4	3	5	8	7	4	2	2	4	3	2	2	0	0	5	4	3	5	8	7	4	2	2	4	3	2	1192109.4	0.0	0.0	1.20744424E8	6576822.0	8316097.5	7.1041862E8	1.14510336E9	1.27057446E9	4.0213416E7	6.0875472E7	2.643116E7	2.16723296E8	9.8378736E7	5.731284E7	959666.7	0.0	0.0	8.8604352E7	5941340.5	2458521.0	1.25415568E8	4.04929344E8	4.83211936E8	9.1616056E7	4.870068E7	6.0216688E7	1.42174624E8	6.5072564E7	4.3051672E7	
sp|Q7T2C4|S26A5_DANRE	Q7T2C4	S26A5_DANRE	slc26a5	739	Danio rerio	2:Experimental evidence at transcript level	Prestin	0.9757	0.9984	2	4	4	4	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	539407.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T2D1|RD10B_DANRE	Q7T2D1	RD10B_DANRE	rdh10b	336	Danio rerio	2:Experimental evidence at transcript level	Retinol dehydrogenase 10-B	1.0	0.9986	3	7	7	10	0	0	0	0	0	0	0	1	0	1	0	2	2	1	0	0	0	0	0	0	0	0	1	0	1	0	2	2	1	0	1	1	1	0	0	0	0	1	0	1	0	2	2	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1997811.2	0.0	1.8368612E7	0.0	7854365.5	7125060.0	204871.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1997811.2	0.0	1.8368612E7	0.0	7854365.5	7125060.0	204871.16	0.0	
sp|Q7T2D4|ERGI2_DANRE	Q7T2D4	ERGI2_DANRE	ergic2	376	Danio rerio	2:Experimental evidence at transcript level	Endoplasmic reticulum-Golgi intermediate compartment protein 2	1.0	0.999	8	38	38	38	0	0	1	2	2	2	6	8	8	2	2	2	1	1	1	0	0	1	2	2	2	6	8	8	2	2	2	1	1	1	0	0	1	2	2	2	6	8	8	2	2	2	1	1	1	0.0	0.0	588165.9	8854258.0	9262257.0	7607321.0	1.24847968E8	1.05062768E8	1.33126976E8	2.7952068E7	3.9814896E7	2.1729466E7	1.2566539E7	0.0	0.0	0.0	0.0	1187688.4	6215167.0	4824484.0	5105244.0	8.2478912E7	7.5669856E7	7.3994664E7	7.9886208E7	2.5530212E7	1.2355249E7	9665176.0	0.0	0.0	
sp|Q7T2E3|KC1DA_DANRE	Q7T2E3	KC1DA_DANRE	csnk1da	403	Danio rerio	2:Experimental evidence at transcript level	Casein kinase I isoform delta-A	1.0	0.999	12	53	7	53	5	2	8	4	3	2	2	3	3	3	4	3	2	5	4	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	5	2	8	4	3	2	2	3	3	3	4	3	2	5	4	3.7803224E7	8940211.0	1.5292309E7	4.5265084E7	1.3784085E7	8074343.0	8.7884128E7	2.10101728E8	2.72634656E8	2.73217728E8	5.0623204E7	1811151.0	9.9616288E7	7.2295552E7	7.5949648E7	6625238.0	4471793.5	2816068.0	3.4471816E7	5902529.5	5199811.5	8.0135512E7	1.4252768E8	1.37918656E8	1.6455544E8	2.7975582E7	1.6355816E7	1.0673548E8	5.5088824E7	6.3316844E7	
sp|Q7T2G1|I2B2B_DANRE	Q7T2G1	I2B2B_DANRE	irf2bp2b	501	Danio rerio	2:Experimental evidence at transcript level	Interferon regulatory factor 2-binding protein 2-B	1.0	0.999	8	21	21	35	2	3	4	1	3	3	0	0	0	0	0	1	2	1	1	2	3	4	1	3	3	0	0	0	0	0	1	2	1	1	7	4	6	3	4	6	0	0	0	0	0	1	2	1	1	5201320.0	6985845.5	7360440.0	573033.06	3763515.5	4269545.5	0.0	0.0	0.0	0.0	0.0	1825971.5	1859060.1	1.0386321E7	9266501.0	1.6835386E7	1.25974E7	1.3353807E7	838430.06	600589.4	625350.94	0.0	0.0	0.0	0.0	0.0	1825971.5	1859060.1	1.0386321E7	9266501.0	
sp|Q7T2P6|TIM23_DANRE	Q7T2P6	TIM23_DANRE	timm23	208	Danio rerio	2:Experimental evidence at transcript level	Mitochondrial import inner membrane translocase subunit Tim23	1.0	0.999	3	15	15	15	0	0	0	1	0	0	5	3	3	0	0	1	0	1	1	0	0	0	1	0	0	5	3	3	0	0	1	0	1	1	0	0	0	1	0	0	5	3	3	0	0	1	0	1	1	0.0	0.0	0.0	1.2986587E7	0.0	0.0	2.2163072E8	2.44562272E8	1.16646752E8	0.0	0.0	1201181.5	0.0	0.0	1.0519461E7	0.0	0.0	0.0	1.2986587E7	0.0	0.0	1.04481544E8	1.29528256E8	1.31366456E8	0.0	0.0	1201181.5	0.0	0.0	1.0519461E7	
sp|Q7T310|PIGM_DANRE	Q7T310	PIGM_DANRE	pigm	392	Danio rerio	2:Experimental evidence at transcript level	GPI mannosyltransferase 1	0.9999	0.999	2	5	5	5	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	3.1256732E7	3.4227736E7	1.6187576E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1256732E7	2.379394E7	1.6187576E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T312|CCD25_DANRE	Q7T312	CCD25_DANRE	ccdc25	207	Danio rerio	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 25	1.0	0.9988	11	50	50	50	4	2	4	3	3	2	6	3	3	4	4	4	4	2	2	4	2	4	3	3	2	6	3	3	4	4	4	4	2	2	4	2	4	3	3	2	6	3	3	4	4	4	4	2	2	2.617708E7	2.6242518E7	1.2319946E7	5.1225388E7	3.7120672E7	2.101507E7	1.25896056E8	1.37440528E8	1.59554816E8	2.22450032E8	6.67619E7	8.381984E7	1.6249504E8	6.3685972E7	5.2586408E7	6.0746376E7	6.0760856E7	2.252378E7	2.6590824E7	5.7238712E7	5.3288884E7	5.839738E7	7.9334312E7	9.0926056E7	9.1532272E7	3.1411268E7	3.3766932E7	6.7795296E7	4.1722604E7	3.3634904E7	
sp|Q7T316|TM231_DANRE	Q7T316	TM231_DANRE	tmem231	309	Danio rerio	2:Experimental evidence at transcript level	Transmembrane protein 231	0.9999	0.999	1	8	8	8	0	0	0	1	1	1	0	0	0	0	0	0	1	2	2	0	0	0	1	1	1	0	0	0	0	0	0	1	2	2	0	0	0	1	1	1	0	0	0	0	0	0	1	2	2	0.0	0.0	0.0	0.0	6825143.5	5469760.5	0.0	0.0	0.0	0.0	0.0	0.0	1.1540867E7	7709413.0	1.179394E7	0.0	0.0	0.0	0.0	6825143.5	5469760.5	0.0	0.0	0.0	0.0	0.0	0.0	1.1540867E7	6900472.5	1.0008194E7	
sp|Q7T320|GORAB_DANRE	Q7T320	GORAB_DANRE	gorab	336	Danio rerio	2:Experimental evidence at transcript level	RAB6-interacting golgin	1.0	0.999	5	15	15	15	1	2	1	1	2	2	0	0	1	1	0	0	2	1	1	1	2	1	1	2	2	0	0	1	1	0	0	2	1	1	1	2	1	1	2	2	0	0	1	1	0	0	2	1	1	0.0	643631.56	640440.94	1.4057038E7	674266.7	1541429.9	0.0	0.0	1.0444324E7	1.2852935E7	0.0	0.0	0.0	0.0	595151.56	0.0	643631.56	640440.94	1.4057038E7	674266.7	1541429.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	595151.56	
sp|Q7T321|KCMF1_DANRE	Q7T321	KCMF1_DANRE	kcmf1	383	Danio rerio	2:Experimental evidence at transcript level	E3 ubiquitin-protein ligase KCMF1	0.9999	0.9981	3	5	5	5	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	4374283.0	1708395.9	2162218.2	0.0	0.0	0.0	5672582.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2100903.2	1831520.2	2318049.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q7T322|NAA35_DANRE	Q7T322	NAA35_DANRE	naa35	724	Danio rerio	2:Experimental evidence at transcript level	N-alpha-acetyltransferase 35, NatC auxiliary subunit	1.0	0.999	22	88	88	88	4	4	4	10	6	9	2	5	8	4	4	6	8	5	9	4	4	4	10	6	9	2	5	8	4	4	6	8	5	9	4	4	4	10	6	9	2	5	8	4	4	6	8	5	9	6.2446432E7	7.8374832E7	9881976.0	5.8375656E7	1.17165088E8	2.7385072E7	1.8655296E8	2.34990224E8	3.19157888E8	2.0914304E8	1.7560864E8	1.68092816E8	6.3665939E8	2.51263248E8	9.372932E7	5.5176036E7	5.7465408E7	2.6717118E7	9.5224408E7	8.2003488E7	2.6253454E7	6.2990284E7	1.15047712E8	1.11848408E8	1.4334736E8	1.3070992E8	9.7915944E7	2.67657216E8	1.50231168E8	3.0503816E7	
sp|Q7T326|CISD2_DANRE	Q7T326	CISD2_DANRE	cisd2	135	Danio rerio	2:Experimental evidence at transcript level	CDGSH iron-sulfur domain-containing protein 2	1.0	0.999	5	36	36	36	5	3	2	4	4	3	1	1	0	1	0	1	2	5	4	5	3	2	4	4	3	1	1	0	1	0	1	2	5	4	5	3	2	4	4	3	1	1	0	1	0	1	2	5	4	8991347.0	5237037.0	79900.055	5.6670648E7	0.0	2.0999758E7	3.071368E8	5.29025664E8	0.0	3160771.5	0.0	0.0	0.0	7.1596776E7	3.3779884E7	2.2077656E7	1029900.7	104005.9	3.5332732E7	0.0	1.3051972E7	3.67515552E8	6.3302464E8	0.0	4114376.0	0.0	0.0	0.0	2.8502276E7	2.8839816E7	
sp|Q7T330|SPOP_DANRE	Q7T330	SPOP_DANRE	spop	374	Danio rerio	2:Experimental evidence at transcript level	Speckle-type POZ protein	0.9975	0.9981	2	3	3	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	5371649.0	3697110.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5371649.0	3697110.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
