Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	TL1a Spectral Count	TL1b Spectral Count	TL2a Spectral Count	TL2b Spectral Count	TL1a Unique Spectral Count	TL1b Unique Spectral Count	TL2a Unique Spectral Count	TL2b Unique Spectral Count	TL1a Total Spectral Count	TL1b Total Spectral Count	TL2a Total Spectral Count	TL2b Total Spectral Count	TL1a Intensity	TL1b Intensity	TL2a Intensity	TL2b Intensity	TL1a MaxLFQ Intensity	TL1b MaxLFQ Intensity	TL2a MaxLFQ Intensity	TL2b MaxLFQ Intensity	Indistinguishable Proteins
sp|Q92005|EF1A_DANRE	Q92005	EF1A_DANRE	eef1a	462	Danio rerio	2:Experimental evidence at transcript level	Elongation factor 1-alpha	1.0	0.999	21	340	340	340	102	98	62	78	102	98	62	78	102	98	62	78	6.1384143E10	7.2697676E10	5.1201774E10	5.2699664E10	1.59149588E10	1.5616086E10	1.35070239E10	1.62353203E10	
sp|Q92047|PIMT_DANRE	Q92047	PIMT_DANRE	pcmt	228	Danio rerio	2:Experimental evidence at transcript level	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	0.8907	0.9979	1	2	2	2	0	0	2	0	0	0	2	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q92051|CAHZ_DANRE	Q92051	CAHZ_DANRE	cahz	260	Danio rerio	1:Experimental evidence at protein level	Carbonic anhydrase	1.0	0.999	5	34	34	34	6	15	5	8	6	15	5	8	6	15	5	8	1.87352832E9	2.1633623E9	2.03712218E9	2.62423578E9	1.1617591E9	1.17028877E9	1.14287155E9	1.41374925E9	
sp|Q98TZ8|FLOT2_DANRE	Q98TZ8	FLOT2_DANRE	flot2a	428	Danio rerio	2:Experimental evidence at transcript level	Flotillin-2a	1.0	0.999	8	44	44	44	15	16	7	6	15	16	7	6	15	16	7	6	5.9558559E9	2.80245965E10	2.45272392E10	3.21309778E10	1.94513838E10	1.63221033E10	1.39852421E10	2.0334676E10	
sp|Q9DDE3|ACES_DANRE	Q9DDE3	ACES_DANRE	ache	634	Danio rerio	1:Experimental evidence at protein level	Acetylcholinesterase	1.0	0.999	4	19	19	19	6	6	3	4	6	6	3	4	6	6	3	4	5.4629203E8	6.7055347E8	5.35509472E8	9.267584E8	3.98067616E8	4.5184368E8	4.17528576E8	4.42646144E8	
sp|Q9DDT5|SPT5H_DANRE	Q9DDT5	SPT5H_DANRE	supt5h	1084	Danio rerio	1:Experimental evidence at protein level	Transcription elongation factor SPT5	1.0	0.9989	2	3	3	3	2	1	0	0	2	1	0	0	2	1	0	0	2.15357664E8	2.60103488E8	0.0	0.0	1.14307968E8	2.60103488E8	0.0	0.0	
sp|Q9DGJ3|NPC2_DANRE	Q9DGJ3	NPC2_DANRE	npc2	149	Danio rerio	2:Experimental evidence at transcript level	NPC intracellular cholesterol transporter 2	1.0	0.999	5	35	35	35	12	11	9	3	12	11	9	3	12	11	9	3	1.91861811E9	1.82006182E9	1.86390938E9	5.16993856E8	7.8629286E8	8.0457875E8	1.04869402E9	3.98319072E8	
sp|Q9DGK4|TCTP_DANRE	Q9DGK4	TCTP_DANRE	tpt1	171	Danio rerio	2:Experimental evidence at transcript level	Translationally-controlled tumor protein homolog	1.0	0.999	9	99	99	99	30	30	20	19	30	30	20	19	30	30	20	19	3.02454144E9	5.4703514E9	2.85453235E9	2.90749261E9	1.4057271E9	2.60076646E9	1.13370048E9	1.54071962E9	
sp|Q9I8L5|FA10A_DANRE	Q9I8L5	FA10A_DANRE	fabp10a	126	Danio rerio	1:Experimental evidence at protein level	Fatty acid-binding protein 10-A, liver basic	1.0	0.999	6	102	102	102	24	27	28	23	24	27	28	23	24	27	28	23	7.6004972E9	8.4074388E9	1.0102825E10	1.143727E10	5.2836439E9	6.100779E9	5.7600906E9	7.212564E9	
sp|Q9I8V0|PRV2_DANRE	Q9I8V0	PRV2_DANRE	pvalb2	109	Danio rerio	3:Protein inferred from homology	Parvalbumin-2	1.0	0.999	20	1239	1239	1239	447	422	216	154	447	422	216	154	447	422	216	154	5.9330127E11	5.5364577E11	2.12270023E11	2.14394077E11	2.03748393E11	1.92380191E11	5.1365859E10	3.8844629E10	
sp|Q9I9H8|APAF_DANRE	Q9I9H8	APAF_DANRE	apaf1	1261	Danio rerio	2:Experimental evidence at transcript level	Apoptotic protease-activating factor 1	0.8693	0.9974	1	4	4	4	0	1	1	2	0	1	1	2	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9I9N1|DAP1A_DANRE	Q9I9N1	DAP1A_DANRE	dap	105	Danio rerio	1:Experimental evidence at protein level	Death-associated protein 1 homolog	0.9397	0.9989	1	5	5	5	1	2	2	0	1	2	2	0	1	2	2	0	3.93088864E8	4.36623328E8	4.45953824E8	0.0	3.93088864E8	4.36623328E8	4.45953824E8	0.0	
sp|Q9I9N6|ASC_DANRE	Q9I9N6	ASC_DANRE	pycard	203	Danio rerio	1:Experimental evidence at protein level	Apoptosis-associated speck-like protein containing a CARD	1.0	0.999	4	11	11	11	4	3	3	1	4	3	3	1	4	3	3	1	2.32261584E8	2.0368568E8	1.2442108E8	0.0	1.3742448E8	1.29162112E8	1.2442108E8	0.0	
sp|Q9IBD1|CELF3_DANRE	Q9IBD1	CELF3_DANRE	celf3	452	Danio rerio	2:Experimental evidence at transcript level	CUGBP Elav-like family member 3	0.9438	0.999	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9MIX8|CYB_DANRE	Q9MIX8	CYB_DANRE	mt-cyb	380	Danio rerio	3:Protein inferred from homology	Cytochrome b	0.8884	0.9978	1	11	11	11	3	4	2	2	3	4	2	2	3	4	2	2	5.2490624E8	5.932201E8	0.0	0.0	5.2490624E8	5.932201E8	0.0	0.0	
sp|Q9MIY0|NU5M_DANRE	Q9MIY0	NU5M_DANRE	mt-nd5	606	Danio rerio	3:Protein inferred from homology	NADH-ubiquinone oxidoreductase chain 5	1.0	0.999	1	7	7	7	2	3	1	1	2	3	1	1	2	3	1	1	8.0221229E8	8.5454566E8	0.0	0.0	8.0221229E8	8.1875942E8	0.0	0.0	
sp|Q9MIY1|NU4M_DANRE	Q9MIY1	NU4M_DANRE	mt-nd4	460	Danio rerio	3:Protein inferred from homology	NADH-ubiquinone oxidoreductase chain 4	0.9989	0.999	2	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	3.25005728E8	3.25416224E8	4.71134432E8	3.78486112E8	3.19695136E8	3.25416224E8	4.71134432E8	3.78486112E8	
sp|Q9MIY4|COX3_DANRE	Q9MIY4	COX3_DANRE	mt-co3	261	Danio rerio	3:Protein inferred from homology	Cytochrome c oxidase subunit 3	1.0	0.9942	1	14	14	14	4	4	3	3	4	4	3	3	4	4	3	3	1.2262057E9	1.25971674E9	9.8654125E8	1.11146317E9	6.6895565E8	6.790601E8	5.3880179E8	6.048743E8	
sp|Q9MIY5|ATP6_DANRE	Q9MIY5	ATP6_DANRE	mt-atp6	227	Danio rerio	3:Protein inferred from homology	ATP synthase subunit a	0.9341	0.9988	1	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	0.0	6.2014912E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9MIY6|ATP8_DANRE	Q9MIY6	ATP8_DANRE	mt-atp8	54	Danio rerio	3:Protein inferred from homology	ATP synthase protein 8	0.9447	0.999	1	7	7	7	2	2	2	1	2	2	2	1	2	2	2	1	5.5090886E8	5.09271744E8	7.7587168E8	6.9387827E8	5.5090886E8	5.09271744E8	7.7587168E8	6.9387827E8	
sp|Q9MIY7|COX2_DANRE	Q9MIY7	COX2_DANRE	mt-co2	230	Danio rerio	3:Protein inferred from homology	Cytochrome c oxidase subunit 2	1.0	0.999	4	121	121	121	24	33	38	26	24	33	38	26	24	33	38	26	5.1932349E9	1.00974316E10	7.2477998E9	5.8895048E9	5.0257398E9	8.4878152E9	6.5437701E9	5.447169E9	
sp|Q9MIY8|COX1_DANRE	Q9MIY8	COX1_DANRE	mt-co1	516	Danio rerio	2:Experimental evidence at transcript level	Cytochrome c oxidase subunit 1	0.8941	0.998	1	4	4	4	2	2	0	0	2	2	0	0	2	2	0	0	1.13080232E8	1.85139488E8	0.0	0.0	1.13080232E8	1.85139488E8	0.0	0.0	
sp|Q9MIY9|NU2M_DANRE	Q9MIY9	NU2M_DANRE	mt-nd2	348	Danio rerio	3:Protein inferred from homology	NADH-ubiquinone oxidoreductase chain 2	0.908	0.9983	1	7	7	7	5	1	0	1	5	1	0	1	5	1	0	1	0.0	0.0	0.0	1.01942216E8	0.0	0.0	0.0	0.0	
sp|Q9MIZ0|NU1M_DANRE	Q9MIZ0	NU1M_DANRE	mt-nd1	324	Danio rerio	3:Protein inferred from homology	NADH-ubiquinone oxidoreductase chain 1	0.8146	0.9961	1	5	5	5	2	2	1	0	2	2	1	0	2	2	1	0	1.58348192E8	1.76623888E8	1.2276232E8	0.0	1.58348192E8	1.76623888E8	1.2276232E8	0.0	
sp|Q9PT92|CATA_DANRE	Q9PT92	CATA_DANRE	cat	526	Danio rerio	2:Experimental evidence at transcript level	Catalase	1.0	0.999	31	260	239	260	41	101	44	74	39	92	41	67	41	101	44	74	1.19752581E10	1.96897546E10	1.11622595E10	1.7331755E10	1.09821773E9	2.27499699E9	1.04602362E9	1.71147686E9	
sp|Q9PTF3|NDK3_DANRE	Q9PTF3	NDK3_DANRE	nme3	169	Danio rerio	2:Experimental evidence at transcript level	Nucleoside diphosphate kinase 3	1.0	0.999	2	58	58	58	15	13	17	13	15	13	17	13	15	13	17	13	4.4420309E10	3.7220704E10	5.1818701E10	5.3920002E10	3.6061184E10	3.18875587E10	4.2358432E10	4.659603E10	
sp|Q9PTP1|PCNA_DANRE	Q9PTP1	PCNA_DANRE	pcna	260	Danio rerio	1:Experimental evidence at protein level	Proliferating cell nuclear antigen	1.0	0.999	2	10	10	10	4	4	1	1	4	4	1	1	4	4	1	1	4.47061504E8	2.6626728E8	6.8423053E8	0.0	4.47061504E8	2.6626728E8	6.8423053E8	0.0	
sp|Q9PTS2|DCUP_DANRE	Q9PTS2	DCUP_DANRE	urod	369	Danio rerio	1:Experimental evidence at protein level	Uroporphyrinogen decarboxylase	0.9797	0.999	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0.0	8.1346696E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9PU58|NIPS2_DANRE	Q9PU58	NIPS2_DANRE	nipsnap2	286	Danio rerio	2:Experimental evidence at transcript level	Protein NipSnap homolog 2	0.7221	0.9934	1	2	2	2	0	2	0	0	0	2	0	0	0	2	0	0	0.0	2.62383872E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9PUB8|S39A7_DANRE	Q9PUB8	S39A7_DANRE	slc39a7	444	Danio rerio	2:Experimental evidence at transcript level	Zinc transporter Slc39a7	0.7499	0.9943	1	2	2	2	0	0	1	1	0	0	1	1	0	0	1	1	0.0	0.0	1.54629968E8	0.0	0.0	0.0	0.0	0.0	
sp|Q9PUE4|COPG2_DANRE	Q9PUE4	COPG2_DANRE	copg2	873	Danio rerio	2:Experimental evidence at transcript level	Coatomer subunit gamma-2	1.0	0.999	9	28	28	28	8	15	4	1	8	15	4	1	8	15	4	1	3.14176448E8	5.15877632E8	6.9464243E8	6.7062464E8	3.3461168E8	4.02309344E8	2.4450408E8	2.71366272E8	
sp|Q9PV90|RLA0_DANRE	Q9PV90	RLA0_DANRE	rplp0	319	Danio rerio	2:Experimental evidence at transcript level	Large ribosomal subunit protein uL10	1.0	0.999	9	123	123	123	39	43	23	18	39	43	23	18	39	43	23	18	1.33315953E10	1.61145201E10	1.1075326E10	6.0426967E9	2.7186217E9	2.98417843E9	2.57696512E9	1.59805517E9	
sp|Q9PVF7|PLAKA_DANRE	Q9PVF7	PLAKA_DANRE	jupa	729	Danio rerio	1:Experimental evidence at protein level	Junction plakoglobin a	1.0	0.999	35	349	313	349	80	107	79	83	73	99	68	73	80	107	79	83	1.39796726E10	1.5291179E10	2.0454058E10	1.51214981E10	1.65760461E9	1.67394368E9	1.44672525E9	1.74536499E9	
sp|Q9PVF8|CTNA1_DANRE	Q9PVF8	CTNA1_DANRE	ctnna1	907	Danio rerio	1:Experimental evidence at protein level	Catenin alpha-1	1.0	0.999	7	15	15	15	4	5	4	2	4	5	4	2	4	5	4	2	9.8573344E7	1.4020976E8	1.03830995E9	1.49390976E8	1.37513872E8	6.818176E7	0.0	8.402268E7	
sp|Q9PVK4|LDHBA_DANRE	Q9PVK4	LDHBA_DANRE	ldhba	334	Danio rerio	2:Experimental evidence at transcript level	L-lactate dehydrogenase B-A chain	1.0	0.999	13	235	130	235	61	65	53	56	33	40	29	28	61	65	53	56	4.9112007E10	5.0282922E10	4.6950199E10	4.3305505E10	1.45045524E10	1.47137331E10	1.70684785E10	1.44447048E10	
sp|Q9PVK5|LDHA_DANRE	Q9PVK5	LDHA_DANRE	ldha	333	Danio rerio	2:Experimental evidence at transcript level	L-lactate dehydrogenase A chain	1.0	0.999	9	102	102	161	24	26	27	25	24	26	27	25	39	40	42	40	1.47595704E10	1.54075208E10	1.83336919E10	1.15950019E10	4.4110428E9	5.1015583E9	6.3181297E9	3.68496896E9	
sp|Q9PW80|IF2B3_DANRE	Q9PW80	IF2B3_DANRE	igf2bp3	582	Danio rerio	1:Experimental evidence at protein level	Insulin-like growth factor 2 mRNA-binding protein 3	1.0	0.999	5	9	9	25	3	2	2	2	3	2	2	2	7	7	5	6	0.0	4.116848E8	3.41507328E8	2.50536112E8	0.0	2.097068E8	3.41507328E8	2.50536112E8	
sp|Q9W6A5|OPSG1_DANRE	Q9W6A5	OPSG1_DANRE	opn1mw1	349	Danio rerio	1:Experimental evidence at protein level	Green-sensitive opsin-1	1.0	0.999	6	124	93	124	32	35	27	30	26	23	21	23	32	35	27	30	4.03728128E9	3.91865549E9	3.85829555E9	5.0781358E9	4.0524457E9	3.00152115E9	2.74721894E9	3.76693043E9	
sp|Q9W6A8|OP1S2_DANRE	Q9W6A8	OP1S2_DANRE	opn1sw2	354	Danio rerio	1:Experimental evidence at protein level	Opsin-1, short-wave-sensitive 2	1.0	0.999	6	17	17	17	6	8	2	1	6	8	2	1	6	8	2	1	1.4483401E9	1.61532646E9	0.0	2.75167712E8	7.8830221E8	7.6951283E8	0.0	0.0	
sp|Q9W6A9|OP1S1_DANRE	Q9W6A9	OP1S1_DANRE	opn1sw1	336	Danio rerio	1:Experimental evidence at protein level	Opsin-1, short-wave-sensitive 1	1.0	0.999	11	311	311	311	82	96	66	67	82	96	66	67	82	96	66	67	2.630801E10	3.7604463E10	2.0344617E10	1.89653238E10	5.93393E9	7.723798E9	4.721001E9	5.7101046E9	
sp|Q9YH92|CLD7B_DANRE	Q9YH92	CLD7B_DANRE	cldn7b	215	Danio rerio	2:Experimental evidence at transcript level	Claudin-7-B	0.3193	0.9647	1	2	2	2	1	1	0	0	1	1	0	0	1	1	0	0	0.0	1.100634E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|X1WE18|KANK2_DANRE	X1WE18	KANK2_DANRE	kank2	1085	Danio rerio	3:Protein inferred from homology	KN motif and ankyrin repeat domain-containing protein 2	0.9996	0.9913	2	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	5.6257988E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
