Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,C_1 Spectral Count,C_2 Spectral Count,C_3 Spectral Count,E_1 Spectral Count,E_2 Spectral Count,E_3 Spectral Count,Hp_1 Spectral Count,Hp_2 Spectral Count,Hp_3 Spectral Count,Mx_1 Spectral Count,Mx_2 Spectral Count,Mx_3 Spectral Count,T_1 Spectral Count,T_2 Spectral Count,T_3 Spectral Count,C_1 Unique Spectral Count,C_2 Unique Spectral Count,C_3 Unique Spectral Count,E_1 Unique Spectral Count,E_2 Unique Spectral Count,E_3 Unique Spectral Count,Hp_1 Unique Spectral Count,Hp_2 Unique Spectral Count,Hp_3 Unique Spectral Count,Mx_1 Unique Spectral Count,Mx_2 Unique Spectral Count,Mx_3 Unique Spectral Count,T_1 Unique Spectral Count,T_2 Unique Spectral Count,T_3 Unique Spectral Count,C_1 Total Spectral Count,C_2 Total Spectral Count,C_3 Total Spectral Count,E_1 Total Spectral Count,E_2 Total Spectral Count,E_3 Total Spectral Count,Hp_1 Total Spectral Count,Hp_2 Total Spectral Count,Hp_3 Total Spectral Count,Mx_1 Total Spectral Count,Mx_2 Total Spectral Count,Mx_3 Total Spectral Count,T_1 Total Spectral Count,T_2 Total Spectral Count,T_3 Total Spectral Count,C_1_5dpf_Intensity,C_2_5dpf_Intensity,C_3_5dpf_Intensity,E_1_5dpf_Intensity,E_2_5dpf_Intensity,E_3_5dpf_Intensity,Hp_1_5dpf_Intensity,Hp_2_5dpf_Intensity,Hp_3_5dpf_Intensity,Mx_1_5dpf_Intensity,Mx_2_5dpf_Intensity,Mx_3_5dpf_Intensity,T_1_5dpf_Intensity,T_2_5dpf_Intensity,T_3_5dpf_Intensity,C_1 MaxLFQ_5dpf_Intensity,C_2 MaxLFQ_5dpf_Intensity,C_3 MaxLFQ_5dpf_Intensity,E_1 MaxLFQ_5dpf_Intensity,E_2 MaxLFQ_5dpf_Intensity,E_3 MaxLFQ_5dpf_Intensity,Hp_1 MaxLFQ_5dpf_Intensity,Hp_2 MaxLFQ_5dpf_Intensity,Hp_3 MaxLFQ_5dpf_Intensity,Mx_1 MaxLFQ_5dpf_Intensity,Mx_2 MaxLFQ_5dpf_Intensity,Mx_3 MaxLFQ_5dpf_Intensity,T_1 MaxLFQ_5dpf_Intensity,T_2 MaxLFQ_5dpf_Intensity,T_3 MaxLFQ_5dpf_Intensity,Indistinguishable Proteins
sp|Q802G7|SELM_DANRE,Q802G7,SELM_DANRE,Selenom,151,Danio rerio,2:Experimental evidence at transcript level,Selenoprotein M,1,0.9983,4,9,9,9,0,1,1,1,2,1,0,0,1,0,0,1,0,1,0,0,1,1,1,2,1,0,0,1,0,0,1,0,1,0,0,1,1,1,2,1,0,0,1,0,0,1,0,1,0,0,11716041,7817816.5,8837828,26965136,7536054.5,7622912.5,0,4790895,0,0,8546420,0,7225641,12653080,0,7058577,8363996,8593126,9069539,7327396,7411848.5,0,5125603.5,0,0,9143502,0,7047724,6371685.5,
sp|Q803E1|NCBP3_DANRE,Q803E1,NCBP3_DANRE,ncbp3,694,Danio rerio,2:Experimental evidence at transcript level,Nuclear cap-binding protein subunit 3,0.2414,0.9524,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q803F5|APMAP_DANRE,Q803F5,APMAP_DANRE,apmap,415,Danio rerio,2:Experimental evidence at transcript level,Adipocyte plasma membrane-associated protein,0.9843,0.9927,2,5,5,5,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,5385225,8437086,0,4309917.5,0,26173446,0,24032448,0,0,0,0,4338160.5,0,0,6102670.5,9561115,0,4884105.5,0,29660400,0,8735077,0,0,0,0,4916111,
sp|Q803F6|RSSA_DANRE,Q803F6,RSSA_DANRE,rpsa,308,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein uS2,1,0.999,14,96,96,96,12,6,4,12,3,5,12,3,4,7,4,3,10,6,5,12,6,4,12,3,5,12,3,4,7,4,3,10,6,5,12,6,4,12,3,5,12,3,4,7,4,3,10,6,5,363584448,165386560,180265168,335608384,192958928,166171888,308024512,128072504,93433248,329968928,220252992,156338672,337845408,165487952,152914160,123605072,54242224,52054476,118709408,90990688,54673856,106678328,98532832,64346076,167788160,60956156,52501940,120469752,60613840,53736528,
sp|Q803G5|SAM5A_DANRE,Q803G5,SAM5A_DANRE,samm50a,469,Danio rerio,2:Experimental evidence at transcript level,Sorting and assembly machinery component 50 homolog A,0.9999,0.9989,2,9,9,9,0,1,1,1,0,1,0,0,1,2,0,1,0,0,1,0,1,1,1,0,1,0,0,1,2,0,1,0,0,1,0,1,1,1,0,1,0,0,1,2,0,1,0,0,1,0,5716199.5,6220041.5,5095393.5,5377162.5,5591325,0,0,3613022.5,15357156,0,5088550,3870404,0,7988103.5,0,5972578.5,6499018,5323928.5,5618335,5842103,0,0,3775071.2,6290748,0,5316778,4043996.5,0,8346380,
sp|Q803I2|ERGI3_DANRE,Q803I2,ERGI3_DANRE,ergic3,383,Danio rerio,2:Experimental evidence at transcript level,Endoplasmic reticulum-Golgi intermediate compartment protein 3,0.9995,0.9983,2,10,10,10,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,6579550.5,0,13639884,10943111,0,0,10222216,0,14114869,12019430,0,0,9645047,8626153,12529298,0,0,13639884,10943111,0,0,10222216,0,14114869,12019430,0,0,9645047,8626153,12529298,
sp|Q803I4|RING2_DANRE,Q803I4,RING2_DANRE,rnf2,336,Danio rerio,2:Experimental evidence at transcript level,E3 ubiquitin-protein ligase RING2,0.9958,0.9988,2,9,9,9,0,1,0,0,1,1,0,1,0,0,2,1,0,1,1,0,1,0,0,1,1,0,1,0,0,2,1,0,1,1,0,1,0,0,1,1,0,1,0,0,2,1,0,1,1,0,5649408.5,9525340,0,8097546,0,0,5367652,0,0,13822738,0,0,6466130.5,3557025.2,0,5649408.5,9525340,0,8097546,0,0,5367652,0,0,7099073,0,0,6466130.5,3557025.2,
sp|Q803J8|ZC3HF_DANRE,Q803J8,ZC3HF_DANRE,zc3h15,433,Danio rerio,2:Experimental evidence at transcript level,Zinc finger CCCH domain-containing protein 15,1,0.999,4,9,9,9,1,2,1,1,0,0,1,0,0,0,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,1,0,1,0,1,11615161,17679622,11746035,14202224,10085484,0,15354197,0,0,0,1374911.9,10089746,12840055,9075214,17757674,10980063,11023293,11103781,13425669,11311504,0,14514654,0,0,0,5491091.5,9538055,12137982,10178423,7363737.5,
sp|Q803P1|EI3JB_DANRE,Q803P1,EI3JB_DANRE,eif3jb,263,Danio rerio,2:Experimental evidence at transcript level,Eukaryotic translation initiation factor 3 subunit J-B,0.9764,0.959,2,9,9,9,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,7511077,0,0,0,0,0,0,0,0,0,6155373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q803S3|MEMO1_DANRE,Q803S3,MEMO1_DANRE,memo1,297,Danio rerio,2:Experimental evidence at transcript level,Protein MEMO1,0.9478,0.9872,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4166784.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q803W1|SCRN3_DANRE,Q803W1,SCRN3_DANRE,scrn3,417,Danio rerio,2:Experimental evidence at transcript level,Secernin-3,0.8832,0.9979,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2857559.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q804W2|PRV7_DANRE,Q804W2,PRV7_DANRE,pvalb7,109,Danio rerio,3:Protein inferred from homology,Parvalbumin-7,1,0.999,6,58,58,58,5,3,4,6,4,5,4,2,4,4,1,4,5,3,4,5,3,4,6,4,5,4,2,4,4,1,4,5,3,4,5,3,4,6,4,5,4,2,4,4,1,4,5,3,4,216979488,83707832,184420288,209943008,112415168,188773184,168530880,49616256,116232496,227279760,34546828,159270256,236286688,75815240,154475776,56263848,32989592,60522904,58604024,41159584,63227900,64335520,29435240,57507724,74737608,52316184,64939972,70034504,40357520,57965520,
sp|Q8AWW7|RUVB1_DANRE,Q8AWW7,RUVB1_DANRE,ruvbl1,456,Danio rerio,2:Experimental evidence at transcript level,RuvB-like 1,0.9999,0.9985,2,6,6,6,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,11339940,8179140.5,10055894,12778466,8225762.5,7821519,0,9859081,11217110,0,0,11630488,9590085,6812958.5,4603514.5,11339940,8179140.5,10055894,9500046,8225762.5,7821519,0,9859081,11217110,0,0,11630488,9590085,6812958.5,4603514.5,
sp|Q8AXZ4|CNT1A_DANRE,Q8AXZ4,CNT1A_DANRE,cntn1a,1032,Danio rerio,2:Experimental evidence at transcript level,Contactin-1a,0.9999,0.999,2,8,8,8,1,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,2,0,1,2,0,0,0,0,0,2,0,0,1,0,0,2,0,1,2,0,0,0,0,0,2,0,0,0,0,0,10585282,0,5884724,2119802.8,0,0,0,0,0,10389210,0,10604161,0,0,0,6524622,0,5207300,3907366.2,0,0,0,0,0,6234908.5,0,6067538,
sp|Q8AYN0|OPSR2_DANRE,Q8AYN0,OPSR2_DANRE,opn1lw2,356,Danio rerio,1:Experimental evidence at protein level,Red-sensitive opsin-2,1,0.9971,2,6,5,6,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,2802260,0,0,12637218,2039401.1,0,0,0,0,1087647,0,0,0,0,0,1505114.4,0,0,0,0,0,0,0,0,1087647,0,0,
sp|Q8JFV8|VAT1_DANRE,Q8JFV8,VAT1_DANRE,vat1,484,Danio rerio,2:Experimental evidence at transcript level,Synaptic vesicle membrane protein VAT-1 homolog,1,0.999,13,101,101,101,9,4,6,11,6,6,13,5,6,7,6,5,9,5,3,9,4,6,11,6,6,13,5,6,7,6,5,9,5,3,9,4,6,11,6,6,13,5,6,7,6,5,9,5,3,890824900,290750304,703054780,1062042620,642246590,396454304,779613500,593824380,374956768,404430560,333421888,340708256,611255490,752999230,644192580,365691936,216894240,355049664,437395424,314041408,324185120,311267136,247356992,259279504,317309472,298619744,295056768,398052928,318752896,316927008,
sp|Q8JG38|FGFR2_DANRE,Q8JG38,FGFR2_DANRE,fgfr2,817,Danio rerio,1:Experimental evidence at protein level,Fibroblast growth factor receptor 2,0.313,0.9663,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3295564,0,2326461.8,2700088,0,0,0,0,0,0,0,0,0,0,4666706.5,3295564,0,2326461.8,2700088,0,0,0,0,0,0,0,0,0,0,4666706.5,
sp|Q8JGR4|RL24_DANRE,Q8JGR4,RL24_DANRE,rpl24,157,Danio rerio,2:Experimental evidence at transcript level,Large ribosomal subunit protein eL24,1,0.9989,2,16,16,16,1,1,1,1,2,1,0,2,1,0,1,1,0,3,1,1,1,1,1,2,1,0,2,1,0,1,1,0,3,1,1,1,1,1,2,1,0,2,1,0,1,1,0,3,1,12633396,238491872,42063088,20668324,196130672,33148670,0,200466720,27133786,0,167713632,27769514,9143607,148900464,50978064,11970486,148554912,30728664,14472650,134593248,31409266,0,136875152,25710000,0,158913232,26312370,26667614,100051072,35754128,
sp|Q8JGS9|RS18_DANRE,Q8JGS9,RS18_DANRE,rps18,152,Danio rerio,1:Experimental evidence at protein level,Small ribosomal subunit protein uS13,1,0.999,9,82,82,82,6,4,5,6,5,5,6,5,5,9,4,6,6,5,5,6,4,5,6,5,5,6,5,5,9,4,6,6,5,5,6,4,5,6,5,5,6,5,5,9,4,6,6,5,5,196905232,158253360,262853728,323430816,235920992,169247728,261512720,218503504,163292256,483778976,215039664,256324800,352530016,213329568,206628496,107865792,66681448,96287608,130585680,90082072,100865448,135353840,98329712,88623848,97336904,92310064,88005096,142130928,84540440,85200784,
sp|Q8JGW0|TSP4B_DANRE,Q8JGW0,TSP4B_DANRE,thbs4b,949,Danio rerio,2:Experimental evidence at transcript level,Thrombospondin-4-B,1,0.999,12,59,59,59,6,3,5,2,2,6,4,5,5,1,4,5,4,2,5,6,3,5,2,2,6,4,5,5,1,4,5,4,2,5,6,3,5,2,2,6,4,5,5,1,4,5,4,2,5,103160264,62002896,141615136,100597984,49809360,56609696,77143584,73136968,58351092,12672164,21838900,88082648,83996248,34184248,108848944,25932360,19623562,35491440,27366498,17807498,29354778,26204928,21594508,33340566,27745084,12781822,26725402,26837254,21813488,26268970,
sp|Q8JH70|ALDCB_DANRE,Q8JH70,ALDCB_DANRE,aldocb,363,Danio rerio,2:Experimental evidence at transcript level,Fructose-bisphosphate aldolase C-B,1,0.999,13,175,122,175,13,8,9,13,13,9,15,13,11,14,10,13,14,11,9,9,7,7,8,8,6,10,8,8,11,7,10,9,8,6,13,8,9,13,13,9,15,13,11,14,10,13,14,11,9,332990144,199592848,240538064,351827872,257410592,168631504,313697344,265740992,203742224,273833536,143189440,273219808,291103808,261051968,207703376,65942748,55913968,58734332,69608600,67793280,53319808,70684288,60777480,60355868,68474000,52538588,53530668,76629104,66416880,49334168,
sp|Q8JH71|ALDOB_DANRE,Q8JH71,ALDOB_DANRE,aldob,364,Danio rerio,2:Experimental evidence at transcript level,Fructose-bisphosphate aldolase B,1,0.999,20,164,135,164,13,9,7,14,7,8,18,9,7,19,10,8,18,8,9,10,8,5,11,7,6,16,8,5,16,9,6,14,7,7,13,9,7,14,7,8,18,9,7,19,10,8,18,8,9,719028030,253359024,465476992,953515900,280152480,397423584,768478850,257049904,293525568,774448700,283476320,368805728,890634430,321957024,372339712,244365088,93532496,144060656,237282064,102743936,147983168,208402784,98053376,156326080,297339552,90008536,148175488,260514832,110202048,120388600,
sp|Q8JHJ1|RL35_DANRE,Q8JHJ1,RL35_DANRE,rpl35,123,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein uL29,1,0.999,2,22,22,22,1,3,1,1,2,1,1,2,2,3,1,1,1,1,1,1,3,1,1,2,1,1,2,2,3,1,1,1,1,1,1,3,1,1,2,1,1,2,2,3,1,1,1,1,1,14186349,70154264,26474474,21769424,80274056,28887662,21234152,76834880,29034600,97136808,63863696,26163948,20806522,79306168,34002564,15521350,53052156,28965844,23818026,71163200,31606124,23232384,66867120,31766890,27345834,69873560,28626096,22764512,86769240,25619082,
sp|Q8JHV6|LAMB4_DANRE,Q8JHV6,LAMB4_DANRE,lamb4,1827,Danio rerio,2:Experimental evidence at transcript level,Laminin subunit beta-4,1,0.999,23,114,114,114,12,6,9,8,3,10,8,4,10,6,5,8,8,7,10,12,6,9,8,3,10,8,4,10,6,5,8,8,7,10,12,6,9,8,3,10,8,4,10,6,5,8,8,7,10,164225168,155278608,172258336,109343016,104716896,132768160,103177064,112215984,143774576,305448032,93866384,146546528,128315688,126767008,363766112,52175272,41255004,64565788,50590740,46747156,60073396,45588464,46006796,69155024,70080736,56578040,71033976,48508632,60596892,63845740,
sp|Q8JIU7|NACA_DANRE,Q8JIU7,NACA_DANRE,naca,215,Danio rerio,1:Experimental evidence at protein level,Nascent polypeptide-associated complex subunit alpha,1,0.999,6,105,105,105,7,10,6,6,10,8,5,8,4,6,10,7,4,9,5,7,10,6,6,10,8,5,8,4,6,10,7,4,9,5,7,10,6,6,10,8,5,8,4,6,10,7,4,9,5,286714976,300380320,335244576,263099040,268667296,223188848,129577192,247134464,69087304,168012160,190784816,244893152,226048448,194256304,156754224,140889104,161697664,112179128,99297696,119513096,100971048,107128912,118772024,118778488,344813280,107418440,135384432,104295656,121079512,72271464,
sp|Q8JIY8|MK67I_DANRE,Q8JIY8,MK67I_DANRE,nifk,269,Danio rerio,2:Experimental evidence at transcript level,MKI67 FHA domain-interacting nucleolar phosphoprotein,0.914,0.9985,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9497994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sp|Q8UVK2|SPT6H_DANRE,Q8UVK2,SPT6H_DANRE,supt6h,1726,Danio rerio,1:Experimental evidence at protein level,Transcription elongation factor SPT6,1,0.999,2,5,5,5,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1213338.1,0,0,1180271.5,0,0,12621000,0,0,0,0,1975681.6,0,0,0,1213338.1,0,0,1180271.5,0,0,12621000,0,0,0,0,1975681.6,
sp|Q90275|CADH2_DANRE,Q90275,CADH2_DANRE,cdh2,893,Danio rerio,1:Experimental evidence at protein level,Cadherin-2,1,0.999,12,108,108,108,4,8,7,6,9,8,7,7,4,7,10,6,8,8,9,4,8,7,6,9,8,7,7,4,7,10,6,8,8,9,4,8,7,6,9,8,7,7,4,7,10,6,8,8,9,68271024,180263744,110155800,96459400,160805056,91826808,93202248,113256944,113506432,79953528,104353512,113512936,99231224,126117976,163637168,31006926,44443132,35315236,33881604,42876512,37920496,28752012,47178380,22428368,38620000,39884928,30976308,32334012,40141664,47985012,
sp|Q90413|FGFR4_DANRE,Q90413,FGFR4_DANRE,fgfr4,922,Danio rerio,1:Experimental evidence at protein level,Fibroblast growth factor receptor 4,0.896,0.9725,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2026635.1,0,0,0,0,0,0,0,0,0,0,0,0,1447737.8,0,2026635.1,0,0,0,0,0,0,0,0,0,0,0,0,1447737.8,
sp|Q90460|C166A_DANRE,Q90460,C166A_DANRE,alcama,564,Danio rerio,1:Experimental evidence at protein level,CD166 antigen homolog A,1,0.999,16,104,104,104,7,5,9,7,6,11,9,4,5,8,5,10,7,4,7,7,5,9,7,6,11,9,4,5,8,5,10,7,4,7,7,5,9,7,6,11,9,4,5,8,5,10,7,4,7,71902648,46080632,110483352,133147248,60325500,123321680,116014640,39601596,94987072,71614520,43388580,81684264,83510904,27659356,111323352,23574086,19275754,31052174,25848018,20233568,28826176,26645444,20207700,30946468,26031586,19138330,30616682,27990048,18621958,27915348,
sp|Q90473|HSP7C_DANRE,Q90473,HSP7C_DANRE,hspa8,649,Danio rerio,2:Experimental evidence at transcript level,Heat shock cognate 71 kDa protein,1,0.999,37,486,486,486,27,32,30,33,37,24,38,36,30,46,32,30,34,31,26,27,32,30,33,37,24,38,36,30,46,32,30,34,31,26,27,32,30,33,37,24,38,36,30,46,32,30,34,31,26,4188732670,3629409790,5428235800,5351158800,4624469000,4803773400,4509071400,3804630270,4584103400,6078242300,4054223620,5061086200,5501997100,4720065500,4376882200,1217586050,953750270,1071272900,1208289920,1184466820,1010778300,1036775420,1118814340,989762750,1265450110,1120758530,1049698050,1266482820,1162123140,885857790,
sp|Q90474|H90A1_DANRE,Q90474,H90A1_DANRE,hsp90a.1,725,Danio rerio,1:Experimental evidence at protein level,Heat shock protein HSP 90-alpha 1,1,0.999,26,139,139,209,6,15,8,7,9,8,9,9,7,13,10,6,9,14,9,6,15,8,7,9,8,9,9,7,13,10,6,9,14,9,11,19,13,13,13,12,16,14,10,18,14,10,15,18,13,91746000,181684576,177656608,98546704,214121632,167471664,96081352,128490896,117972200,143663424,197186768,63283876,128040704,275200448,256103408,25125416,43332796,42475508,27489048,47542296,41665736,25739462,35669216,45994432,35800004,57385452,32461626,30629362,50162176,47709560,
sp|Q90478|L1CA1_DANRE,Q90478,L1CA1_DANRE,nadl1.1,1197,Danio rerio,2:Experimental evidence at transcript level,Neural cell adhesion molecule L1.1 (Fragment),1,0.9989,3,10,10,10,0,2,1,1,1,2,0,0,0,0,0,2,1,0,0,0,2,1,1,1,2,0,0,0,0,0,2,1,0,0,0,2,1,1,1,2,0,0,0,0,0,2,1,0,0,0,6682821,4654942,2150659,0,4404840,0,0,0,0,0,4063670.2,0,0,0,0,0,4654942,2150659,0,4404840,0,0,0,0,0,4063670.2,0,0,0,
sp|Q90485|HBB2_DANRE,Q90485,HBB2_DANRE,ba2,148,Danio rerio,1:Experimental evidence at protein level,Hemoglobin subunit beta-2,0.9957,0.999,1,9,0,9,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,32499282,16026821,28521044,35139972,0,29823560,22440452,14597781,20551250,0,17818674,29070822,51258852,0,23651946,32499282,16026821,28521044,35139972,0,29823560,22440452,14597781,20551250,0,17818674,29070822,51258852,0,23651946,sp|Q90486|HBB1_DANRE
sp|Q90487|HBA_DANRE,Q90487,HBA_DANRE,hbaa1,143,Danio rerio,2:Experimental evidence at transcript level,Hemoglobin subunit alpha,0.9879,0.9821,2,14,14,14,1,1,1,2,0,1,1,1,1,0,0,1,2,1,1,1,1,1,2,0,1,1,1,1,0,0,1,2,1,1,1,1,1,2,0,1,1,1,1,0,0,1,2,1,1,129282584,60692408,116835608,194428752,74746296,73045656,179825024,83496656,100549576,0,0,60078248,171016496,81473328,87569632,129282584,60692408,116835608,194428752,74746296,73045656,179825024,83496656,100549576,0,0,60078248,171016496,81473328,87569632,
sp|Q90XG0|TPISB_DANRE,Q90XG0,TPISB_DANRE,tpi1b,248,Danio rerio,2:Experimental evidence at transcript level,Triosephosphate isomerase B,1,0.999,15,169,122,169,12,12,10,11,11,8,12,11,9,23,9,10,11,11,9,9,9,7,7,8,5,8,8,6,19,6,7,9,8,6,12,12,10,11,11,8,12,11,9,23,9,10,11,11,9,499734560,285602592,296930112,641148860,315361984,242008112,449132800,267188448,247914752,879364800,232969584,189890736,571345280,293947104,283269440,90013496,44169256,54235620,111489768,56156312,51994912,89928312,52457812,54331876,110407488,53600652,51628952,110054864,57133988,50153836,
sp|Q90Y50|CXAR_DANRE,Q90Y50,CXAR_DANRE,cxadr,372,Danio rerio,2:Experimental evidence at transcript level,Coxsackievirus and adenovirus receptor homolog,0.9015,0.9983,1,15,15,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19692546,9924300,9472898,14155242,8767986,10206086,16737975,10928750,11507675,35104116,9274080,9177641,13411590,6298614.5,26454536,19692546,9924300,9472898,14155242,8767986,10206086,16737975,10928750,11507675,35104116,9274080,9177641,13411590,6298614.5,26454536,
sp|Q90YM8|CYFP1_DANRE,Q90YM8,CYFP1_DANRE,cyfip1,1253,Danio rerio,2:Experimental evidence at transcript level,Cytoplasmic FMR1-interacting protein 1 homolog,0.9942,0.9964,2,4,4,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,174857184,1854841.6,49029916,178727552,0,0,118954120,0,0,0,0,0,132143960,0,7773373,87795832,76612000,24927392,90867208,0,0,60477688,0,0,0,0,0,67183560,0,321069792,
sp|Q90Z10|RL13_DANRE,Q90Z10,RL13_DANRE,rpl13,211,Danio rerio,1:Experimental evidence at protein level,Large ribosomal subunit protein eL13,1,0.999,6,35,35,35,0,4,0,2,5,2,1,5,1,1,5,2,2,4,1,0,4,0,2,5,2,1,5,1,1,5,2,2,4,1,0,4,0,2,5,2,1,5,1,1,5,2,2,4,1,187168128,616628800,339299488,217852336,847978300,73992384,221990608,787563580,44735332,0,843512900,226930704,192139776,745421820,83157680,98656136,367943104,211448256,113731208,480471008,125739464,114910640,486549984,81468680,0,439978848,107744936,114024272,431928576,123381760,
sp|Q90Z37|CADH1_DANRE,Q90Z37,CADH1_DANRE,cdh1,864,Danio rerio,1:Experimental evidence at protein level,Cadherin-1,0.999,0.9988,2,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14911759,18337012,0,12172677,0,25119218,18733524,0,0,0,0,0,0,0,0,14911759,18337012,0,12172677,0,25119218,18733524,0,0,0,0,0,0,0,
sp|Q90ZM2|S61A1_DANRE,Q90ZM2,S61A1_DANRE,sec61al1,476,Danio rerio,2:Experimental evidence at transcript level,Protein transport protein Sec61 subunit alpha-like 1,0.9843,0.9943,1,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4188912.8,0,6783103.5,0,0,0,0,0,0,0,0,4809118,0,0,0,4188912.8,0,6783103.5,0,0,0,0,0,0,0,0,4809118,
sp|Q91398|CSK2B_DANRE,Q91398,CSK2B_DANRE,csnk2b,215,Danio rerio,2:Experimental evidence at transcript level,Casein kinase II subunit beta,1,0.999,4,6,6,6,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,2,0,0,1,0,1,6782844,0,0,24507356,0,0,0,0,0,22959038,0,0,6518237,0,0,11148663,0,0,8123498,0,0,0,0,0,22252420,0,0,8266280.5,0,0,
sp|Q92005|EF1A_DANRE,Q92005,EF1A_DANRE,eef1a,462,Danio rerio,2:Experimental evidence at transcript level,Elongation factor 1-alpha,1,0.999,23,431,431,431,29,41,26,23,36,23,24,31,24,30,34,24,22,28,36,29,41,26,23,36,23,24,31,24,30,34,24,22,28,36,29,41,26,23,36,23,24,31,24,30,34,24,22,28,36,1824207620,4946095100,1677100800,1711736060,3500638980,1564686210,1509021950,2729637890,1392831490,2819372800,2935075580,1802018430,1580385280,2734362880,4077599490,480999808,1236393340,498145056,454645344,904081790,537747010,408103200,707788480,360040832,904926340,788701060,516576256,478214240,683445570,678141820,
